id,p_start,exp_yr_count,job_title,department,grade,salary,medical_leaves
421,2016,5,Sr Backend Engineer,IT Department,7,141505,4
421,2017,6,Sr Backend Engineer,IT Department,7,143527,20
421,2018,7,Team Lead,IT Department,8,178099,18
421,2019,8,Team Lead,IT Department,8,194251,6
422,2010,1,Sr Backend Engineer,IT Department,7,131450,13
422,2011,2,Sr Backend Engineer,IT Department,7,135472,10
422,2012,3,Sr Backend Engineer,IT Department,7,137486,5
422,2013,4,Sr Backend Engineer,IT Department,7,139502,19
422,2014,5,Sr Backend Engineer,IT Department,7,141520,5
422,2015,6,Sr Backend Engineer,IT Department,7,143540,15
422,2016,7,Team Lead,IT Department,8,178119,12
422,2017,8,Team Lead,IT Department,8,194255,9
422,2018,9,Team Lead,IT Department,8,196281,19
422,2019,10,Team Lead,IT Department,8,198309,17
423,2007,1,Backend Engineer,IT Department,5,81828,5
423,2008,2,Backend Engineer,IT Department,5,85844,16
423,2009,3,Backend Engineer,IT Department,5,87855,0
423,2010,4,Backend Engineer,IT Department,5,89868,7
423,2011,5,Backend Engineer,IT Department,5,91883,14
423,2012,6,Backend Engineer,IT Department,5,93900,12
423,2013,7,Backend Engineer II,IT Department,6,101610,0
423,2014,8,Backend Engineer II,IT Department,6,117722,5
423,2015,9,Backend Engineer II,IT Department,6,119745,12
423,2016,10,Backend Engineer II,IT Department,6,121770,1
423,2017,11,Backend Engineer II,IT Department,6,123797,10
423,2018,12,Sr Backend Engineer,IT Department,7,131475,7
423,2019,13,Sr Backend Engineer,IT Department,7,157722,5
424,2009,1,Backend Engineer,IT Department,5,81853,14
424,2010,2,Backend Engineer,IT Department,5,85873,12
424,2011,3,Backend Engineer,IT Department,5,87886,3
424,2012,4,Backend Engineer,IT Department,5,89901,19
424,2013,5,Backend Engineer,IT Department,5,91918,7
424,2014,6,Backend Engineer,IT Department,5,93937,12
424,2015,7,Backend Engineer II,IT Department,6,101635,20
424,2016,8,Backend Engineer II,IT Department,6,117763,5
424,2017,9,Backend Engineer II,IT Department,6,119788,6
424,2018,10,Backend Engineer II,IT Department,6,121815,0
424,2019,11,Backend Engineer II,IT Department,6,123844,2
425,2007,1,Associate Data Analyst,Analytics Department,4,74007,15
425,2008,2,Associate Data Analyst,Analytics Department,4,78023,9
425,2009,3,Associate Data Analyst,Analytics Department,4,80034,20
425,2010,4,Associate Data Analyst,Analytics Department,4,82047,1
425,2011,5,Associate Data Analyst,Analytics Department,4,84062,5
425,2012,6,Associate Data Analyst,Analytics Department,4,86079,13
425,2013,7,Data Analyst,Analytics Department,5,96644,13
425,2014,8,Data Analyst,Analytics Department,5,112756,7
425,2015,9,Data Analyst,Analytics Department,5,114779,14
425,2016,10,Data Analyst,Analytics Department,5,116804,13
425,2017,11,Data Analyst,Analytics Department,5,118831,2
425,2018,12,Data Analyst II,Analytics Department,6,123897,7
425,2019,13,Data Analyst II,Analytics Department,6,150144,4
426,2011,1,Backend Engineer,IT Department,5,81903,3
426,2012,2,Backend Engineer,IT Department,5,85927,10
426,2013,3,Backend Engineer,IT Department,5,87942,2
426,2014,4,Backend Engineer,IT Department,5,89959,8
426,2015,5,Backend Engineer,IT Department,5,91978,20
426,2016,6,Backend Engineer,IT Department,5,93999,10
426,2017,7,Backend Engineer II,IT Department,6,101685,7
426,2018,8,Backend Engineer II,IT Department,6,117829,20
426,2019,9,Backend Engineer II,IT Department,6,119856,17
427,2009,1,Associate Data Analyst,Analytics Department,4,74057,4
427,2010,2,Associate Data Analyst,Analytics Department,4,78077,19
427,2011,3,Associate Data Analyst,Analytics Department,4,80090,20
427,2012,4,Associate Data Analyst,Analytics Department,4,82105,17
427,2013,5,Associate Data Analyst,Analytics Department,4,84122,5
427,2014,6,Associate Data Analyst,Analytics Department,4,86141,5
427,2015,7,Data Analyst,Analytics Department,5,96684,8
427,2016,8,Data Analyst,Analytics Department,5,112812,6
427,2017,9,Data Analyst,Analytics Department,5,114837,3
427,2018,10,Data Analyst,Analytics Department,5,116864,0
427,2019,11,Data Analyst,Analytics Department,5,118893,1
428,2013,1,Backend Engineer,IT Department,5,81953,4
428,2014,2,Backend Engineer,IT Department,5,85981,20
428,2015,3,Backend Engineer,IT Department,5,87998,7
428,2016,4,Backend Engineer,IT Department,5,90017,11
428,2017,5,Backend Engineer,IT Department,5,92038,9
428,2018,6,Backend Engineer,IT Department,5,94061,1
428,2019,7,Backend Engineer II,IT Department,6,101735,18
429,2007,1,Backend Engineer,IT Department,5,81978,1
429,2008,2,Backend Engineer,IT Department,5,85994,2
429,2009,3,Backend Engineer,IT Department,5,88005,5
429,2010,4,Backend Engineer,IT Department,5,90018,12
429,2011,5,Backend Engineer,IT Department,5,92033,0
429,2012,6,Backend Engineer,IT Department,5,94050,12
429,2013,7,Backend Engineer II,IT Department,6,101760,1
429,2014,8,Backend Engineer II,IT Department,6,117872,0
429,2015,9,Backend Engineer II,IT Department,6,119895,8
429,2016,10,Backend Engineer II,IT Department,6,121920,8
429,2017,11,Backend Engineer II,IT Department,6,123947,10
429,2018,12,Sr Backend Engineer,IT Department,7,131625,7
429,2019,13,Sr Backend Engineer,IT Department,7,157872,19
430,2016,1,Data Analyst II,Analytics Department,6,123997,5
430,2017,2,Data Analyst II,Analytics Department,6,128031,9
430,2018,3,Data Analyst II,Analytics Department,6,130051,7
430,2019,4,Data Analyst II,Analytics Department,6,132073,6
431,2014,1,Sr Backend Engineer,IT Department,7,131675,2
431,2015,2,Sr Backend Engineer,IT Department,7,135705,15
431,2016,3,Sr Backend Engineer,IT Department,7,137723,19
431,2017,4,Sr Backend Engineer,IT Department,7,139743,1
431,2018,5,Sr Backend Engineer,IT Department,7,141765,6
431,2019,6,Sr Backend Engineer,IT Department,7,143789,8
432,2008,1,Backend Engineer,IT Department,5,82053,20
432,2009,2,Backend Engineer,IT Department,5,86071,7
432,2010,3,Backend Engineer,IT Department,5,88083,18
432,2011,4,Backend Engineer,IT Department,5,90097,1
432,2012,5,Backend Engineer,IT Department,5,92113,4
432,2013,6,Backend Engineer,IT Department,5,94131,4
432,2014,7,Backend Engineer II,IT Department,6,101835,13
432,2015,8,Backend Engineer II,IT Department,6,117955,20
432,2016,9,Backend Engineer II,IT Department,6,119979,5
432,2017,10,Backend Engineer II,IT Department,6,122005,14
432,2018,11,Backend Engineer II,IT Department,6,124033,8
432,2019,12,Sr Backend Engineer,IT Department,7,131700,7
433,2009,1,Data Analyst,Analytics Department,5,96804,13
433,2010,2,Data Analyst,Analytics Department,5,100824,20
433,2011,3,Data Analyst,Analytics Department,5,102837,19
433,2012,4,Data Analyst,Analytics Department,5,104852,17
433,2013,5,Data Analyst,Analytics Department,5,106869,4
433,2014,6,Data Analyst,Analytics Department,5,108888,18
433,2015,7,Data Analyst II,Analytics Department,6,124057,16
433,2016,8,Data Analyst II,Analytics Department,6,140185,6
433,2017,9,Data Analyst II,Analytics Department,6,142210,6
433,2018,10,Data Analyst II,Analytics Department,6,144237,13
433,2019,11,Data Analyst II,Analytics Department,6,146266,2
434,2012,1,Data Analyst II,Analytics Department,6,124077,1
434,2013,2,Data Analyst II,Analytics Department,6,128103,16
434,2014,3,Data Analyst II,Analytics Department,6,130119,14
434,2015,4,Data Analyst II,Analytics Department,6,132137,8
434,2016,5,Data Analyst II,Analytics Department,6,134157,17
434,2017,6,Data Analyst II,Analytics Department,6,136179,1
434,2018,7,Data Scientist,Analytics Department,7,157844,6
434,2019,8,Data Scientist,Analytics Department,7,173996,17
435,2013,1,Sr Backend Engineer,IT Department,7,131775,2
435,2014,2,Sr Backend Engineer,IT Department,7,135803,10
435,2015,3,Sr Backend Engineer,IT Department,7,137820,13
435,2016,4,Sr Backend Engineer,IT Department,7,139839,20
435,2017,5,Sr Backend Engineer,IT Department,7,141860,17
435,2018,6,Sr Backend Engineer,IT Department,7,143883,20
435,2019,7,Team Lead,IT Department,8,178379,12
436,2018,1,Backend Engineer,IT Department,5,82153,3
436,2019,2,Backend Engineer,IT Department,5,86191,10
437,2010,1,Assistant Manager,Administration Department,7,135913,3
437,2011,2,Assistant Manager,Administration Department,7,139935,17
437,2012,3,Assistant Manager,Administration Department,7,141949,15
437,2013,4,Assistant Manager,Administration Department,7,143965,6
437,2014,5,Assistant Manager,Administration Department,7,145983,7
437,2015,6,Assistant Manager,Administration Department,7,148003,20
437,2016,7,Manager,Administration Department,9,166350,5
437,2017,8,Manager,Administration Department,9,182486,9
437,2018,9,Manager,Administration Department,9,184512,16
437,2019,10,Manager,Administration Department,9,186540,19
438,2015,1,Associate Data Analyst,Analytics Department,4,74307,18
438,2016,2,Associate Data Analyst,Analytics Department,4,78339,15
438,2017,3,Associate Data Analyst,Analytics Department,4,80358,15
438,2018,4,Associate Data Analyst,Analytics Department,4,82379,17
438,2019,5,Associate Data Analyst,Analytics Department,4,84402,4
439,2011,1,Sr Backend Engineer,IT Department,7,131875,19
439,2012,2,Sr Backend Engineer,IT Department,7,135899,2
439,2013,3,Sr Backend Engineer,IT Department,7,137914,12
439,2014,4,Sr Backend Engineer,IT Department,7,139931,10
439,2015,5,Sr Backend Engineer,IT Department,7,141950,10
439,2016,6,Sr Backend Engineer,IT Department,7,143971,4
439,2017,7,Team Lead,IT Department,8,178459,0
439,2018,8,Team Lead,IT Department,8,194603,10
439,2019,9,Team Lead,IT Department,8,196630,18
440,2017,1,Backend Engineer,IT Department,5,82253,7
440,2018,2,Backend Engineer,IT Department,5,86289,16
440,2019,3,Backend Engineer,IT Department,5,88310,13
441,2011,1,Backend Engineer,IT Department,5,82278,14
441,2012,2,Backend Engineer,IT Department,5,86302,10
441,2013,3,Backend Engineer,IT Department,5,88317,10
441,2014,4,Backend Engineer,IT Department,5,90334,8
441,2015,5,Backend Engineer,IT Department,5,92353,2
441,2016,6,Backend Engineer,IT Department,5,94374,5
441,2017,7,Backend Engineer II,IT Department,6,102060,1
441,2018,8,Backend Engineer II,IT Department,6,118204,3
441,2019,9,Backend Engineer II,IT Department,6,120231,11
442,2010,1,Associate Frontend Engineer,IT Department,4,44809,1
442,2011,2,Associate Frontend Engineer,IT Department,4,48831,10
442,2012,3,Associate Frontend Engineer,IT Department,4,50845,0
442,2013,4,Associate Frontend Engineer,IT Department,4,52861,12
442,2014,5,Associate Frontend Engineer,IT Department,4,54879,11
442,2015,6,Associate Frontend Engineer,IT Department,4,56899,18
442,2016,7,Frontend Engineer,IT Department,5,60462,12
442,2017,8,Frontend Engineer,IT Department,5,76598,9
442,2018,9,Frontend Engineer,IT Department,5,78624,9
442,2019,10,Frontend Engineer,IT Department,5,80652,2
443,2010,1,Assistant Manager,Administration Department,7,136033,7
443,2011,2,Assistant Manager,Administration Department,7,140055,18
443,2012,3,Assistant Manager,Administration Department,7,142069,8
443,2013,4,Assistant Manager,Administration Department,7,144085,10
443,2014,5,Assistant Manager,Administration Department,7,146103,7
443,2015,6,Assistant Manager,Administration Department,7,148123,11
443,2016,7,Manager,Administration Department,9,166470,15
443,2017,8,Manager,Administration Department,9,182606,20
443,2018,9,Manager,Administration Department,9,184632,0
443,2019,10,Manager,Administration Department,9,186660,2
444,2009,1,Associate Data Analyst,Analytics Department,4,74397,9
444,2010,2,Associate Data Analyst,Analytics Department,4,78417,7
444,2011,3,Associate Data Analyst,Analytics Department,4,80430,0
444,2012,4,Associate Data Analyst,Analytics Department,4,82445,7
444,2013,5,Associate Data Analyst,Analytics Department,4,84462,9
444,2014,6,Associate Data Analyst,Analytics Department,4,86481,15
444,2015,7,Data Analyst,Analytics Department,5,97024,12
444,2016,8,Data Analyst,Analytics Department,5,113152,7
444,2017,9,Data Analyst,Analytics Department,5,115177,11
444,2018,10,Data Analyst,Analytics Department,5,117204,9
444,2019,11,Data Analyst,Analytics Department,5,119233,16
445,2008,1,Associate Frontend Engineer,IT Department,4,44734,0
445,2009,2,Associate Frontend Engineer,IT Department,4,48752,9
445,2010,3,Associate Frontend Engineer,IT Department,4,50764,5
445,2011,4,Associate Frontend Engineer,IT Department,4,52778,1
445,2012,5,Associate Frontend Engineer,IT Department,4,54794,14
445,2013,6,Associate Frontend Engineer,IT Department,4,56812,10
445,2014,7,Frontend Engineer,IT Department,5,60387,7
445,2015,8,Frontend Engineer,IT Department,5,76507,1
445,2016,9,Frontend Engineer,IT Department,5,78531,11
445,2017,10,Frontend Engineer,IT Department,5,80557,1
445,2018,11,Frontend Engineer,IT Department,5,82585,11
445,2019,12,Frontend Engineer II,IT Department,6,85181,5
446,2008,1,Associate Data Analyst,Analytics Department,4,74432,11
446,2009,2,Associate Data Analyst,Analytics Department,4,78450,8
446,2010,3,Associate Data Analyst,Analytics Department,4,80462,16
446,2011,4,Associate Data Analyst,Analytics Department,4,82476,4
446,2012,5,Associate Data Analyst,Analytics Department,4,84492,1
446,2013,6,Associate Data Analyst,Analytics Department,4,86510,2
446,2014,7,Data Analyst,Analytics Department,5,97064,0
446,2015,8,Data Analyst,Analytics Department,5,113184,8
446,2016,9,Data Analyst,Analytics Department,5,115208,16
446,2017,10,Data Analyst,Analytics Department,5,117234,20
446,2018,11,Data Analyst,Analytics Department,5,119262,2
446,2019,12,Data Analyst II,Analytics Department,6,124317,2
447,2007,1,Associate Frontend Engineer,IT Department,4,44684,3
447,2008,2,Associate Frontend Engineer,IT Department,4,48700,6
447,2009,3,Associate Frontend Engineer,IT Department,4,50711,8
447,2010,4,Associate Frontend Engineer,IT Department,4,52724,16
447,2011,5,Associate Frontend Engineer,IT Department,4,54739,5
447,2012,6,Associate Frontend Engineer,IT Department,4,56756,13
447,2013,7,Frontend Engineer,IT Department,5,60337,5
447,2014,8,Frontend Engineer,IT Department,5,76449,10
447,2015,9,Frontend Engineer,IT Department,5,78472,0
447,2016,10,Frontend Engineer,IT Department,5,80497,2
447,2017,11,Frontend Engineer,IT Department,5,82524,20
447,2018,12,Frontend Engineer II,IT Department,6,85131,2
447,2019,13,Frontend Engineer II,IT Department,6,111378,20
448,2016,1,Sr Backend Engineer,IT Department,7,132100,12
448,2017,2,Sr Backend Engineer,IT Department,7,136134,12
448,2018,3,Sr Backend Engineer,IT Department,7,138154,0
448,2019,4,Sr Backend Engineer,IT Department,7,140176,16
449,2009,1,Backend Engineer,IT Department,5,82478,4
449,2010,2,Backend Engineer,IT Department,5,86498,1
449,2011,3,Backend Engineer,IT Department,5,88511,1
449,2012,4,Backend Engineer,IT Department,5,90526,14
449,2013,5,Backend Engineer,IT Department,5,92543,14
449,2014,6,Backend Engineer,IT Department,5,94562,19
449,2015,7,Backend Engineer II,IT Department,6,102260,19
449,2016,8,Backend Engineer II,IT Department,6,118388,18
449,2017,9,Backend Engineer II,IT Department,6,120413,6
449,2018,10,Backend Engineer II,IT Department,6,122440,19
449,2019,11,Backend Engineer II,IT Department,6,124469,1
450,2007,1,Backend Engineer,IT Department,5,82503,13
450,2008,2,Backend Engineer,IT Department,5,86519,15
450,2009,3,Backend Engineer,IT Department,5,88530,9
450,2010,4,Backend Engineer,IT Department,5,90543,18
450,2011,5,Backend Engineer,IT Department,5,92558,18
450,2012,6,Backend Engineer,IT Department,5,94575,0
450,2013,7,Backend Engineer II,IT Department,6,102285,19
450,2014,8,Backend Engineer II,IT Department,6,118397,16
450,2015,9,Backend Engineer II,IT Department,6,120420,6
450,2016,10,Backend Engineer II,IT Department,6,122445,2
450,2017,11,Backend Engineer II,IT Department,6,124472,14
450,2018,12,Sr Backend Engineer,IT Department,7,132150,4
450,2019,13,Sr Backend Engineer,IT Department,7,158397,18
451,2011,1,Sr Backend Engineer,IT Department,7,132175,16
451,2012,2,Sr Backend Engineer,IT Department,7,136199,2
451,2013,3,Sr Backend Engineer,IT Department,7,138214,2
451,2014,4,Sr Backend Engineer,IT Department,7,140231,17
451,2015,5,Sr Backend Engineer,IT Department,7,142250,19
451,2016,6,Sr Backend Engineer,IT Department,7,144271,2
451,2017,7,Team Lead,IT Department,8,178699,13
451,2018,8,Team Lead,IT Department,8,194843,11
451,2019,9,Team Lead,IT Department,8,196870,6
452,2015,1,Sr Backend Engineer,IT Department,7,132200,0
452,2016,2,Sr Backend Engineer,IT Department,7,136232,2
452,2017,3,Sr Backend Engineer,IT Department,7,138251,10
452,2018,4,Sr Backend Engineer,IT Department,7,140272,9
452,2019,5,Sr Backend Engineer,IT Department,7,142295,2
453,2009,1,Backend Engineer II,IT Department,6,102360,3
453,2010,2,Backend Engineer II,IT Department,6,106380,16
453,2011,3,Backend Engineer II,IT Department,6,108393,1
453,2012,4,Backend Engineer II,IT Department,6,110408,17
453,2013,5,Backend Engineer II,IT Department,6,112425,5
453,2014,6,Backend Engineer II,IT Department,6,114444,17
453,2015,7,Sr Backend Engineer,IT Department,7,132225,6
453,2016,8,Sr Backend Engineer,IT Department,7,148353,18
453,2017,9,Sr Backend Engineer,IT Department,7,150378,7
453,2018,10,Sr Backend Engineer,IT Department,7,152405,4
453,2019,11,Sr Backend Engineer,IT Department,7,154434,18
454,2013,1,Associate Frontend Engineer,IT Department,4,44509,3
454,2014,2,Associate Frontend Engineer,IT Department,4,48537,14
454,2015,3,Associate Frontend Engineer,IT Department,4,50554,13
454,2016,4,Associate Frontend Engineer,IT Department,4,52573,2
454,2017,5,Associate Frontend Engineer,IT Department,4,54594,5
454,2018,6,Associate Frontend Engineer,IT Department,4,56617,8
454,2019,7,Frontend Engineer,IT Department,5,60162,2
455,2013,1,Backend Engineer,IT Department,5,82628,18
455,2014,2,Backend Engineer,IT Department,5,86656,12
455,2015,3,Backend Engineer,IT Department,5,88673,10
455,2016,4,Backend Engineer,IT Department,5,90692,11
455,2017,5,Backend Engineer,IT Department,5,92713,6
455,2018,6,Backend Engineer,IT Department,5,94736,2
455,2019,7,Backend Engineer II,IT Department,6,102410,15
456,2010,1,Backend Engineer,IT Department,5,82653,7
456,2011,2,Backend Engineer,IT Department,5,86675,7
456,2012,3,Backend Engineer,IT Department,5,88689,0
456,2013,4,Backend Engineer,IT Department,5,90705,3
456,2014,5,Backend Engineer,IT Department,5,92723,16
456,2015,6,Backend Engineer,IT Department,5,94743,12
456,2016,7,Backend Engineer II,IT Department,6,102435,2
456,2017,8,Backend Engineer II,IT Department,6,118571,2
456,2018,9,Backend Engineer II,IT Department,6,120597,4
456,2019,10,Backend Engineer II,IT Department,6,122625,3
457,2015,1,Data Analyst II,Analytics Department,6,124537,14
457,2016,2,Data Analyst II,Analytics Department,6,128569,4
457,2017,3,Data Analyst II,Analytics Department,6,130588,18
457,2018,4,Data Analyst II,Analytics Department,6,132609,15
457,2019,5,Data Analyst II,Analytics Department,6,134632,1
458,2011,1,Associate Frontend Engineer,IT Department,4,44409,14
458,2012,2,Associate Frontend Engineer,IT Department,4,48433,13
458,2013,3,Associate Frontend Engineer,IT Department,4,50448,2
458,2014,4,Associate Frontend Engineer,IT Department,4,52465,5
458,2015,5,Associate Frontend Engineer,IT Department,4,54484,10
458,2016,6,Associate Frontend Engineer,IT Department,4,56505,14
458,2017,7,Frontend Engineer,IT Department,5,60062,20
458,2018,8,Frontend Engineer,IT Department,5,76206,7
458,2019,9,Frontend Engineer,IT Department,5,78233,17
459,2013,1,Backend Engineer,IT Department,5,82728,9
459,2014,2,Backend Engineer,IT Department,5,86756,3
459,2015,3,Backend Engineer,IT Department,5,88773,14
459,2016,4,Backend Engineer,IT Department,5,90792,5
459,2017,5,Backend Engineer,IT Department,5,92813,13
459,2018,6,Backend Engineer,IT Department,5,94836,17
459,2019,7,Backend Engineer II,IT Department,6,102510,20
460,2007,1,Associate Frontend Engineer,IT Department,4,44359,18
460,2008,2,Associate Frontend Engineer,IT Department,4,48375,10
460,2009,3,Associate Frontend Engineer,IT Department,4,50386,6
460,2010,4,Associate Frontend Engineer,IT Department,4,52399,11
460,2011,5,Associate Frontend Engineer,IT Department,4,54414,0
460,2012,6,Associate Frontend Engineer,IT Department,4,56431,15
460,2013,7,Frontend Engineer,IT Department,5,60012,14
460,2014,8,Frontend Engineer,IT Department,5,76124,7
460,2015,9,Frontend Engineer,IT Department,5,78147,20
460,2016,10,Frontend Engineer,IT Department,5,80172,4
460,2017,11,Frontend Engineer,IT Department,5,82199,1
460,2018,12,Frontend Engineer II,IT Department,6,84806,1
460,2019,13,Frontend Engineer II,IT Department,6,111053,10
461,2010,1,Backend Engineer,IT Department,5,82778,15
461,2011,2,Backend Engineer,IT Department,5,86800,14
461,2012,3,Backend Engineer,IT Department,5,88814,3
461,2013,4,Backend Engineer,IT Department,5,90830,14
461,2014,5,Backend Engineer,IT Department,5,92848,11
461,2015,6,Backend Engineer,IT Department,5,94868,8
461,2016,7,Backend Engineer II,IT Department,6,102560,7
461,2017,8,Backend Engineer II,IT Department,6,118696,5
461,2018,9,Backend Engineer II,IT Department,6,120722,20
461,2019,10,Backend Engineer II,IT Department,6,122750,3
462,2013,1,Assistant Manager,Administration Department,7,136413,13
462,2014,2,Assistant Manager,Administration Department,7,140441,6
462,2015,3,Assistant Manager,Administration Department,7,142458,0
462,2016,4,Assistant Manager,Administration Department,7,144477,0
462,2017,5,Assistant Manager,Administration Department,7,146498,3
462,2018,6,Assistant Manager,Administration Department,7,148521,13
462,2019,7,Manager,Administration Department,9,166850,11
463,2013,1,Associate Data Analyst,Analytics Department,4,74797,11
463,2014,2,Associate Data Analyst,Analytics Department,4,78825,18
463,2015,3,Associate Data Analyst,Analytics Department,4,80842,10
463,2016,4,Associate Data Analyst,Analytics Department,4,82861,9
463,2017,5,Associate Data Analyst,Analytics Department,4,84882,6
463,2018,6,Associate Data Analyst,Analytics Department,4,86905,14
463,2019,7,Data Analyst,Analytics Department,5,97404,7
464,2009,1,Assistant Manager,Administration Department,7,136453,1
464,2010,2,Assistant Manager,Administration Department,7,140473,20
464,2011,3,Assistant Manager,Administration Department,7,142486,12
464,2012,4,Assistant Manager,Administration Department,7,144501,1
464,2013,5,Assistant Manager,Administration Department,7,146518,2
464,2014,6,Assistant Manager,Administration Department,7,148537,7
464,2015,7,Manager,Administration Department,9,166890,1
464,2016,8,Manager,Administration Department,9,183018,15
464,2017,9,Manager,Administration Department,9,185043,19
464,2018,10,Manager,Administration Department,9,187070,20
464,2019,11,Manager,Administration Department,9,189099,10
465,2015,1,Backend Engineer,IT Department,5,82878,9
465,2016,2,Backend Engineer,IT Department,5,86910,1
465,2017,3,Backend Engineer,IT Department,5,88929,3
465,2018,4,Backend Engineer,IT Department,5,90950,11
465,2019,5,Backend Engineer,IT Department,5,92973,3
466,2011,1,Sr Backend Engineer,IT Department,7,132550,2
466,2012,2,Sr Backend Engineer,IT Department,7,136574,7
466,2013,3,Sr Backend Engineer,IT Department,7,138589,6
466,2014,4,Sr Backend Engineer,IT Department,7,140606,7
466,2015,5,Sr Backend Engineer,IT Department,7,142625,5
466,2016,6,Sr Backend Engineer,IT Department,7,144646,11
466,2017,7,Team Lead,IT Department,8,178999,13
466,2018,8,Team Lead,IT Department,8,195143,9
466,2019,9,Team Lead,IT Department,8,197170,17
467,2015,1,Sr Manager,Administration Department,10,214844,12
467,2016,2,Sr Manager,Administration Department,10,218876,3
467,2017,3,Sr Manager,Administration Department,10,220895,2
467,2018,4,Sr Manager,Administration Department,10,222916,17
467,2019,5,Sr Manager,Administration Department,10,224939,3
468,2010,1,Assistant Manager,Administration Department,7,136533,4
468,2011,2,Assistant Manager,Administration Department,7,140555,0
468,2012,3,Assistant Manager,Administration Department,7,142569,5
468,2013,4,Assistant Manager,Administration Department,7,144585,20
468,2014,5,Assistant Manager,Administration Department,7,146603,7
468,2015,6,Assistant Manager,Administration Department,7,148623,6
468,2016,7,Manager,Administration Department,9,166970,6
468,2017,8,Manager,Administration Department,9,183106,1
468,2018,9,Manager,Administration Department,9,185132,10
468,2019,10,Manager,Administration Department,9,187160,18
469,2015,1,Backend Engineer,IT Department,5,82978,18
469,2016,2,Backend Engineer,IT Department,5,87010,19
469,2017,3,Backend Engineer,IT Department,5,89029,20
469,2018,4,Backend Engineer,IT Department,5,91050,20
469,2019,5,Backend Engineer,IT Department,5,93073,16
470,2006,1,Associate Data Analyst,Analytics Department,4,74902,11
470,2007,2,Associate Data Analyst,Analytics Department,4,78916,16
470,2008,3,Associate Data Analyst,Analytics Department,4,80926,18
470,2009,4,Associate Data Analyst,Analytics Department,4,82938,6
470,2010,5,Associate Data Analyst,Analytics Department,4,84952,3
470,2011,6,Associate Data Analyst,Analytics Department,4,86968,19
470,2012,7,Data Analyst,Analytics Department,5,97544,18
470,2013,8,Data Analyst,Analytics Department,5,113648,4
470,2014,9,Data Analyst,Analytics Department,5,115670,13
470,2015,10,Data Analyst,Analytics Department,5,117694,19
470,2016,11,Data Analyst,Analytics Department,5,119720,5
470,2017,12,Data Analyst II,Analytics Department,6,124797,8
470,2018,13,Data Analyst II,Analytics Department,6,151031,18
470,2019,14,Data Analyst II,Analytics Department,6,153063,6
471,2009,1,Associate Data Analyst,Analytics Department,4,74937,15
471,2010,2,Associate Data Analyst,Analytics Department,4,78957,12
471,2011,3,Associate Data Analyst,Analytics Department,4,80970,6
471,2012,4,Associate Data Analyst,Analytics Department,4,82985,4
471,2013,5,Associate Data Analyst,Analytics Department,4,85002,3
471,2014,6,Associate Data Analyst,Analytics Department,4,87021,4
471,2015,7,Data Analyst,Analytics Department,5,97564,11
471,2016,8,Data Analyst,Analytics Department,5,113692,11
471,2017,9,Data Analyst,Analytics Department,5,115717,6
471,2018,10,Data Analyst,Analytics Department,5,117744,8
471,2019,11,Data Analyst,Analytics Department,5,119773,4
472,2011,1,Backend Engineer,IT Department,5,83053,8
472,2012,2,Backend Engineer,IT Department,5,87077,15
472,2013,3,Backend Engineer,IT Department,5,89092,11
472,2014,4,Backend Engineer,IT Department,5,91109,6
472,2015,5,Backend Engineer,IT Department,5,93128,6
472,2016,6,Backend Engineer,IT Department,5,95149,18
472,2017,7,Backend Engineer II,IT Department,6,102835,20
472,2018,8,Backend Engineer II,IT Department,6,118979,19
472,2019,9,Backend Engineer II,IT Department,6,121006,13
473,2009,1,Backend Engineer II,IT Department,6,102860,9
473,2010,2,Backend Engineer II,IT Department,6,106880,18
473,2011,3,Backend Engineer II,IT Department,6,108893,16
473,2012,4,Backend Engineer II,IT Department,6,110908,18
473,2013,5,Backend Engineer II,IT Department,6,112925,8
473,2014,6,Backend Engineer II,IT Department,6,114944,15
473,2015,7,Sr Backend Engineer,IT Department,7,132725,4
473,2016,8,Sr Backend Engineer,IT Department,7,148853,14
473,2017,9,Sr Backend Engineer,IT Department,7,150878,10
473,2018,10,Sr Backend Engineer,IT Department,7,152905,5
473,2019,11,Sr Backend Engineer,IT Department,7,154934,4
474,2009,1,Backend Engineer,IT Department,5,83103,13
474,2010,2,Backend Engineer,IT Department,5,87123,12
474,2011,3,Backend Engineer,IT Department,5,89136,4
474,2012,4,Backend Engineer,IT Department,5,91151,18
474,2013,5,Backend Engineer,IT Department,5,93168,2
474,2014,6,Backend Engineer,IT Department,5,95187,3
474,2015,7,Backend Engineer II,IT Department,6,102885,6
474,2016,8,Backend Engineer II,IT Department,6,119013,20
474,2017,9,Backend Engineer II,IT Department,6,121038,7
474,2018,10,Backend Engineer II,IT Department,6,123065,19
474,2019,11,Backend Engineer II,IT Department,6,125094,3
475,2009,1,Associate Data Analyst,Analytics Department,4,75017,0
475,2010,2,Associate Data Analyst,Analytics Department,4,79037,2
475,2011,3,Associate Data Analyst,Analytics Department,4,81050,18
475,2012,4,Associate Data Analyst,Analytics Department,4,83065,5
475,2013,5,Associate Data Analyst,Analytics Department,4,85082,5
475,2014,6,Associate Data Analyst,Analytics Department,4,87101,16
475,2015,7,Data Analyst,Analytics Department,5,97644,17
475,2016,8,Data Analyst,Analytics Department,5,113772,11
475,2017,9,Data Analyst,Analytics Department,5,115797,16
475,2018,10,Data Analyst,Analytics Department,5,117824,2
