id,job_title,department,p_start,start_month,p_end,end_month,grade,start_salary
462,Assistant Manager,Administration Department,2019,7,-99,-99,8,124134
463,Associate Data Analyst,Analytics Department,2013,10,2019,1,4,74797
463,Data Analyst,Analytics Department,2019,1,-99,-99,5,97404
464,Associate Manager,Administration Department,2009,7,2015,11,7,112713
464,Assistant Manager,Administration Department,2015,11,-99,-99,8,124174
465,Associate Backend Engineer,IT Department,2015,6,-99,-99,4,74403
466,Backend Engineer II,IT Department,2011,8,2017,2,6,102685
466,Sr Backend Engineer,IT Department,2017,2,-99,-99,7,132550
467,Manager,Administration Department,2015,7,-99,-99,9,167926
468,Associate Manager,Administration Department,2010,9,2016,3,7,112859
468,Assistant Manager,Administration Department,2016,3,-99,-99,8,124254
469,Associate Backend Engineer,IT Department,2015,9,-99,-99,4,74503
470,Associate Data Analyst,Analytics Department,2006,4,2012,3,4,74902
470,Data Analyst,Analytics Department,2012,3,2017,7,5,97544
470,Data Analyst II,Analytics Department,2017,7,-99,-99,6,124797
471,Associate Data Analyst,Analytics Department,2009,4,2015,1,4,74937
471,Data Analyst,Analytics Department,2015,1,-99,-99,5,97564
472,Associate Backend Engineer,IT Department,2011,7,2017,11,4,74566
472,Backend Engineer,IT Department,2017,11,-99,-99,5,83053
473,Backend Engineer,IT Department,2009,2,2015,3,5,83078
473,Backend Engineer II,IT Department,2015,3,-99,-99,6,102860
474,Associate Backend Engineer,IT Department,2009,12,2015,7,4,74610
474,Backend Engineer,IT Department,2015,7,-99,-99,5,83103
475,Associate Data Analyst,Analytics Department,2009,8,2015,12,4,75017
475,Data Analyst,Analytics Department,2015,12,-99,-99,5,97644
476,Associate Data Analyst,Analytics Department,2009,5,2015,9,4,75037
476,Data Analyst,Analytics Department,2015,9,-99,-99,5,97664
477,Backend Engineer II,IT Department,2011,4,2017,5,6,102960
477,Sr Backend Engineer,IT Department,2017,5,-99,-99,7,132825
478,Associate Backend Engineer,IT Department,2015,4,-99,-99,4,74728
479,Associate Backend Engineer,IT Department,2005,12,2011,8,4,74723
479,Backend Engineer,IT Department,2011,8,2016,11,5,83228
479,Backend Engineer II,IT Department,2016,11,-99,-99,6,103010
480,Frontend Engineer II,IT Department,2015,10,-99,-99,6,84306
481,Data Analyst II,Analytics Department,2016,5,-99,-99,6,125017
482,Associate Manager,Administration Department,2015,1,-99,-99,7,113379
483,Backend Engineer,IT Department,2009,1,2015,12,5,83328
483,Backend Engineer II,IT Department,2015,12,-99,-99,6,103110
484,Associate Backend Engineer,IT Department,2006,3,2012,3,4,74851
484,Backend Engineer,IT Department,2012,3,2017,2,5,83353
484,Backend Engineer II,IT Department,2017,2,-99,-99,6,103135
485,Backend Engineer II,IT Department,2012,1,2018,12,6,103160
485,Sr Backend Engineer,IT Department,2018,12,-99,-99,7,133025
486,Associate Backend Engineer,IT Department,2011,2,2017,8,4,74916
486,Backend Engineer,IT Department,2017,8,-99,-99,5,83403
487,Associate Backend Engineer,IT Department,2012,3,2018,7,4,74944
487,Backend Engineer,IT Department,2018,7,-99,-99,5,83428
488,Associate Data Analyst,Analytics Department,2011,5,2017,6,4,75287
488,Data Analyst,Analytics Department,2017,6,-99,-99,5,97904
489,Data Analyst II,Analytics Department,2015,9,-99,-99,6,125177
490,Associate Data Analyst,Analytics Department,2009,4,2015,12,4,75317
490,Data Analyst,Analytics Department,2015,12,-99,-99,5,97944
491,Associate Backend Engineer,IT Department,2006,7,2012,3,4,75026
491,Backend Engineer,IT Department,2012,3,2017,10,5,83528
491,Backend Engineer II,IT Department,2017,10,-99,-99,6,103310
492,Data Analyst II,Analytics Department,2011,5,2017,3,6,125237
492,Data Scientist,Analytics Department,2017,3,-99,-99,7,159004
493,Associate Backend Engineer,IT Department,2010,4,2016,9,4,75088
493,Backend Engineer,IT Department,2016,9,-99,-99,5,83578
494,Associate Frontend Engineer,IT Department,2009,7,2015,12,4,49536
494,Frontend Engineer,IT Department,2015,12,-99,-99,5,59162
495,Associate Data Analyst,Analytics Department,2015,10,-99,-99,4,75447
496,Associate Manager,Administration Department,2010,9,2016,5,7,113839
496,Assistant Manager,Administration Department,2016,5,-99,-99,8,124814
497,Data Analyst II,Analytics Department,2010,1,2016,12,6,125337
497,Data Scientist,Analytics Department,2016,12,-99,-99,7,159104
498,Backend Engineer II,IT Department,2016,11,-99,-99,6,103485
499,Associate Backend Engineer,IT Department,2006,7,2012,7,4,75226
499,Backend Engineer,IT Department,2012,7,2017,8,5,83728
499,Backend Engineer II,IT Department,2017,8,-99,-99,6,103510
500,Backend Engineer II,IT Department,2010,6,2016,11,6,103535
500,Sr Backend Engineer,IT Department,2016,11,-99,-99,7,133400
501,Associate Frontend Engineer,IT Department,2015,1,-99,-99,4,49379
502,Associate Manager,Administration Department,2011,9,2017,8,7,114055
502,Assistant Manager,Administration Department,2017,8,-99,-99,8,124934
503,Frontend Engineer II,IT Department,2015,5,-99,-99,6,83731
504,Associate Backend Engineer,IT Department,2011,4,2017,1,4,75366
504,Backend Engineer,IT Department,2017,1,-99,-99,5,83853
505,Backend Engineer II,IT Department,2010,1,2016,12,6,103660
505,Sr Backend Engineer,IT Department,2016,12,-99,-99,7,133525
506,Data Analyst II,Analytics Department,2016,4,-99,-99,6,125517
507,Associate Backend Engineer,IT Department,2014,1,-99,-99,4,75450
508,Associate Backend Engineer,IT Department,2010,6,2016,2,4,75463
508,Backend Engineer,IT Department,2016,2,-99,-99,5,83953
509,Associate Data Analyst,Analytics Department,2009,8,2015,8,4,75697
509,Data Analyst,Analytics Department,2015,8,-99,-99,5,98324
510,Associate Backend Engineer,IT Department,2015,5,-99,-99,4,75528
511,Associate Frontend Engineer,IT Department,2010,7,2016,9,4,49114
511,Frontend Engineer,IT Department,2016,9,-99,-99,5,58737
512,Associate Backend Engineer,IT Department,2006,9,2012,11,4,75551
512,Backend Engineer,IT Department,2012,11,2017,3,5,84053
512,Backend Engineer II,IT Department,2017,3,-99,-99,6,103835
513,Associate Data Analyst,Analytics Department,2006,8,2012,9,4,75762
513,Data Analyst,Analytics Department,2012,9,2017,11,5,98404
513,Data Analyst II,Analytics Department,2017,11,-99,-99,6,125657
514,Data Analyst II,Analytics Department,2016,9,-99,-99,6,125677
515,Associate Backend Engineer,IT Department,2012,12,2018,9,4,75644
515,Backend Engineer,IT Department,2018,9,-99,-99,5,84128
516,Associate Backend Engineer,IT Department,2011,4,2017,12,4,75666
516,Backend Engineer,IT Department,2017,12,-99,-99,5,84153
517,Backend Engineer II,IT Department,2010,11,2016,5,6,103960
517,Sr Backend Engineer,IT Department,2016,5,-99,-99,7,133825
518,Associate Backend Engineer,IT Department,2011,3,2017,9,4,75716
518,Backend Engineer,IT Department,2017,9,-99,-99,5,84203
519,Data Analyst II,Analytics Department,2015,8,-99,-99,6,125777
520,Backend Engineer II,IT Department,2012,2,2018,12,6,104035
520,Sr Backend Engineer,IT Department,2018,12,-99,-99,7,133900
521,Manager,Administration Department,2010,2,2016,11,9,169006
521,Sr Manager,Administration Department,2016,11,-99,-99,10,218335
522,Associate Data Analyst,Analytics Department,2011,11,2017,8,4,75967
522,Data Analyst,Analytics Department,2017,8,-99,-99,5,98584
523,Associate Data Analyst,Analytics Department,2014,9,-99,-99,4,76002
524,Data Analyst II,Analytics Department,2011,7,2017,4,6,125877
524,Data Scientist,Analytics Department,2017,4,-99,-99,7,159644
525,Associate Frontend Engineer,IT Department,2009,11,2015,10,4,48761
525,Frontend Engineer,IT Department,2015,10,-99,-99,5,58387
526,Associate Data Analyst,Analytics Department,2009,6,2015,12,4,76037
526,Data Analyst,Analytics Department,2015,12,-99,-99,5,98664
527,Associate Data Analyst,Analytics Department,2016,4,-99,-99,4,76092
528,Associate Manager,Administration Department,2008,4,2014,10,7,114947
528,Assistant Manager,Administration Department,2014,10,2019,11,8,125454
528,Manager,Administration Department,2019,11,-99,-99,9,169146
529,Associate Backend Engineer,IT Department,2007,2,2013,4,4,75979
529,Backend Engineer,IT Department,2013,4,2018,8,5,84478
529,Backend Engineer II,IT Department,2018,8,-99,-99,6,104260
530,Frontend Engineer II,IT Department,2012,2,2018,1,6,83056
530,Sr Frontend Engineer,IT Department,2018,1,-99,-99,7,106932
531,Associate Backend Engineer,IT Department,2010,9,2016,1,4,76038
531,Backend Engineer,IT Department,2016,1,-99,-99,5,84528
532,Associate Backend Engineer,IT Department,2007,7,2013,5,4,76054
532,Backend Engineer,IT Department,2013,5,2018,4,5,84553
532,Backend Engineer II,IT Department,2018,4,-99,-99,6,104335
533,Associate Backend Engineer,IT Department,2011,8,2017,1,4,76091
533,Backend Engineer,IT Department,2017,1,-99,-99,5,84578
534,Associate Data Analyst,Analytics Department,2014,12,-99,-99,4,76222
535,Data Analyst II,Analytics Department,2012,2,2018,1,6,126097
535,Data Scientist,Analytics Department,2018,1,-99,-99,7,159864
536,Data Analyst II,Analytics Department,2012,11,2018,3,6,126117
536,Data Scientist,Analytics Department,2018,3,-99,-99,7,159884
537,Associate Frontend Engineer,IT Department,2014,7,-99,-99,4,48476
538,Data Analyst II,Analytics Department,2016,8,-99,-99,6,126157
539,Data Analyst II,Analytics Department,2011,5,2017,4,6,126177
539,Data Scientist,Analytics Department,2017,4,-99,-99,7,159944
540,Backend Engineer II,IT Department,2016,1,-99,-99,6,104535
541,Associate Data Analyst,Analytics Department,2008,4,2014,10,4,76332
541,Data Analyst,Analytics Department,2014,10,2019,3,5,98964
541,Data Analyst II,Analytics Department,2019,3,-99,-99,6,126217
542,Associate Data Analyst,Analytics Department,2015,10,-99,-99,4,76387
543,Associate Data Analyst,Analytics Department,2011,2,2017,3,4,76387
543,Data Analyst,Analytics Department,2017,3,-99,-99,5,99004
544,Data Analyst II,Analytics Department,2015,10,-99,-99,6,126277
545,Associate Frontend Engineer,IT Department,2010,4,2016,1,4,48264
545,Frontend Engineer,IT Department,2016,1,-99,-99,5,57887
546,Associate Frontend Engineer,IT Department,2011,2,2017,7,4,48242
546,Frontend Engineer,IT Department,2017,7,-99,-99,5,57862
547,Associate Data Analyst,Analytics Department,2010,8,2016,4,4,76462
547,Data Analyst,Analytics Department,2016,4,-99,-99,5,99084
548,Backend Engineer II,IT Department,2015,8,-99,-99,6,104735
549,Associate Backend Engineer,IT Department,2011,3,2017,1,4,76491
549,Backend Engineer,IT Department,2017,1,-99,-99,5,84978
550,Associate Backend Engineer,IT Department,2010,6,2016,5,4,76513
550,Backend Engineer,IT Department,2016,5,-99,-99,5,85003
551,Data Analyst II,Analytics Department,2015,3,-99,-99,6,126417
552,Associate Frontend Engineer,IT Department,2014,12,-99,-99,4,48101
553,Associate Data Analyst,Analytics Department,2013,5,2019,5,4,76597
553,Data Analyst,Analytics Department,2019,5,-99,-99,5,99204
554,Associate Backend Engineer,IT Department,2013,11,2019,5,4,76622
554,Backend Engineer,IT Department,2019,5,-99,-99,5,85103
555,Associate Backend Engineer,IT Department,2008,1,2014,9,4,76632
555,Backend Engineer,IT Department,2014,9,2019,12,5,85128
555,Backend Engineer II,IT Department,2019,12,-99,-99,6,104910
556,Associate Manager,Administration Department,2011,2,2017,12,7,115945
556,Assistant Manager,Administration Department,2017,12,-99,-99,8,126014
557,Associate Backend Engineer,IT Department,2007,9,2013,6,4,76679
557,Backend Engineer,IT Department,2013,6,2018,8,5,85178
557,Backend Engineer II,IT Department,2018,8,-99,-99,6,104960
558,Associate Frontend Engineer,IT Department,2012,12,2018,8,4,47945
558,Frontend Engineer,IT Department,2018,8,-99,-99,5,57562
559,Associate Frontend Engineer,IT Department,2011,5,2017,4,4,47917
559,Frontend Engineer,IT Department,2017,4,-99,-99,5,57537
560,Associate Backend Engineer,IT Department,2006,5,2012,1,4,76751
560,Backend Engineer,IT Department,2012,1,2017,1,5,85253
560,Backend Engineer II,IT Department,2017,1,-99,-99,6,105035
561,Associate Manager,Administration Department,2011,10,2017,4,7,116120
561,Assistant Manager,Administration Department,2017,4,-99,-99,8,126114
562,Associate Data Analyst,Analytics Department,2011,3,2017,5,4,76767
562,Data Analyst,Analytics Department,2017,5,-99,-99,5,99384
563,Associate Data Analyst,Analytics Department,2008,9,2014,1,4,76772
563,Data Analyst,Analytics Department,2014,1,2019,4,5,99404
563,Data Analyst II,Analytics Department,2019,4,-99,-99,6,126657
564,Manager,Administration Department,2012,9,2018,4,9,169866
564,Sr Manager,Administration Department,2018,4,-99,-99,10,219195
565,Frontend Engineer,IT Department,2009,11,2015,3,5,57387
565,Frontend Engineer II,IT Department,2015,3,-99,-99,6,82181
566,Associate Data Analyst,Analytics Department,2011,3,2017,2,4,76847
566,Data Analyst,Analytics Department,2017,2,-99,-99,5,99464
567,Backend Engineer II,IT Department,2017,6,-99,-99,6,105210
568,Associate Frontend Engineer,IT Department,2015,1,-99,-99,4,47704
569,Data Analyst II,Analytics Department,2017,4,-99,-99,6,126777
570,Associate Data Analyst,Analytics Department,2010,1,2016,12,4,76922
570,Data Analyst,Analytics Department,2016,12,-99,-99,5,99544
571,Associate Manager,Administration Department,2014,7,-99,-99,7,116488
572,Backend Engineer II,IT Department,2016,3,-99,-99,6,105335
573,Frontend Engineer,IT Department,2009,8,2015,10,5,57187
573,Frontend Engineer II,IT Department,2015,10,-99,-99,6,81981
574,Associate Frontend Engineer,IT Department,2009,9,2015,7,4,47536
574,Frontend Engineer,IT Department,2015,7,-99,-99,5,57162
575,Associate Data Analyst,Analytics Department,2010,1,2016,11,4,77022
575,Data Analyst,Analytics Department,2016,11,-99,-99,5,99644
576,Associate Data Analyst,Analytics Department,2005,12,2011,6,4,77017
576,Data Analyst,Analytics Department,2011,6,2016,9,5,99664
576,Data Analyst II,Analytics Department,2016,9,-99,-99,6,126917
577,Frontend Engineer II,IT Department,2011,4,2017,12,6,81881
577,Sr Frontend Engineer,IT Department,2017,12,-99,-99,7,105757
578,Associate Data Analyst,Analytics Department,2015,12,-99,-99,4,77107
579,Backend Engineer II,IT Department,2012,1,2018,7,6,105510
579,Sr Backend Engineer,IT Department,2018,7,-99,-99,7,135375
580,Frontend Engineer II,IT Department,2015,8,-99,-99,6,81806
581,Associate Frontend Engineer,IT Department,2006,1,2012,9,4,47352
581,Frontend Engineer,IT Department,2012,9,2017,5,5,56987
581,Frontend Engineer II,IT Department,2017,5,-99,-99,6,81781
582,Associate Data Analyst,Analytics Department,2007,9,2013,1,4,77147
582,Data Analyst,Analytics Department,2013,1,2018,11,5,99784
582,Data Analyst II,Analytics Department,2018,11,-99,-99,6,127037
583,Backend Engineer II,IT Department,2012,12,2018,9,6,105610
583,Sr Backend Engineer,IT Department,2018,9,-99,-99,7,135475
584,Associate Manager,Administration Department,2009,2,2015,1,7,116913
584,Assistant Manager,Administration Department,2015,1,-99,-99,8,126574
585,Associate Frontend Engineer,IT Department,2014,2,-99,-99,4,47276
586,Associate Backend Engineer,IT Department,2009,5,2015,9,4,77410
586,Backend Engineer,IT Department,2015,9,-99,-99,5,85903
587,Frontend Engineer II,IT Department,2012,9,2018,7,6,81631
587,Sr Frontend Engineer,IT Department,2018,7,-99,-99,7,105507
588,Associate Data Analyst,Analytics Department,2009,5,2015,5,4,77277
588,Data Analyst,Analytics Department,2015,5,-99,-99,5,99904
589,Data Analyst II,Analytics Department,2010,5,2016,5,6,127177
589,Data Scientist,Analytics Department,2016,5,-99,-99,7,160944
590,Backend Engineer,IT Department,2008,12,2014,10,5,86003
590,Backend Engineer II,IT Department,2014,10,2019,1,6,105785
590,Sr Backend Engineer,IT Department,2019,1,-99,-99,7,135650
591,Associate Backend Engineer,IT Department,2007,10,2013,5,4,77529
591,Backend Engineer,IT Department,2013,5,2018,3,5,86028
591,Backend Engineer II,IT Department,2018,3,-99,-99,6,105810
592,Assistant Manager,Administration Department,2009,5,2015,12,8,126734
592,Manager,Administration Department,2015,12,-99,-99,9,170426
593,Associate Backend Engineer,IT Department,2007,10,2013,8,4,77579
593,Backend Engineer,IT Department,2013,8,2018,5,5,86078
593,Backend Engineer II,IT Department,2018,5,-99,-99,6,105860
594,Backend Engineer II,IT Department,2015,9,-99,-99,6,105885
595,Associate Backend Engineer,IT Department,2013,10,2019,2,4,77647
595,Backend Engineer,IT Department,2019,2,-99,-99,5,86128
596,Associate Data Analyst,Analytics Department,2014,7,-99,-99,4,77462
597,Associate Backend Engineer,IT Department,2011,3,2017,11,4,77691
597,Backend Engineer,IT Department,2017,11,-99,-99,5,86178
598,Data Analyst II,Analytics Department,2015,3,-99,-99,6,127357
599,Data Analyst II,Analytics Department,2010,4,2016,3,6,127377
599,Data Scientist,Analytics Department,2016,3,-99,-99,7,161144
600,Associate Backend Engineer,IT Department,2013,11,2019,1,4,77772
600,Backend Engineer,IT Department,2019,1,-99,-99,5,86253
601,Assistant Manager,Administration Department,2008,8,2014,9,8,126914
601,Manager,Administration Department,2014,9,2019,11,9,170606
601,Sr Manager,Administration Department,2019,11,-99,-99,10,219935
602,Associate Frontend Engineer,IT Department,2007,4,2013,1,4,46830
602,Frontend Engineer,IT Department,2013,1,2018,9,5,56462
602,Frontend Engineer II,IT Department,2018,9,-99,-99,6,81256
603,Backend Engineer,IT Department,2009,12,2015,2,5,86328
603,Backend Engineer II,IT Department,2015,2,-99,-99,6,106110
604,Data Analyst II,Analytics Department,2015,11,-99,-99,6,127477
605,Associate Backend Engineer,IT Department,2014,11,-99,-99,4,77900
606,Backend Engineer II,IT Department,2011,12,2017,2,6,106185
606,Sr Backend Engineer,IT Department,2017,2,-99,-99,7,136050
607,Associate Frontend Engineer,IT Department,2009,10,2015,6,4,46711
607,Frontend Engineer,IT Department,2015,6,-99,-99,5,56337
608,Associate Backend Engineer,IT Department,2011,8,2017,5,4,77966
608,Backend Engineer,IT Department,2017,5,-99,-99,5,86453
609,Data Analyst II,Analytics Department,2017,11,-99,-99,6,127577
610,Backend Engineer II,IT Department,2011,9,2017,2,6,106285
610,Sr Backend Engineer,IT Department,2017,2,-99,-99,7,136150
611,Backend Engineer,IT Department,2008,8,2014,5,5,86528
611,Backend Engineer II,IT Department,2014,5,2019,3,6,106310
611,Sr Backend Engineer,IT Department,2019,3,-99,-99,7,136175
612,Associate Data Analyst,Analytics Department,2010,6,2016,1,4,77762
612,Data Analyst,Analytics Department,2016,1,-99,-99,5,100384
613,Backend Engineer II,IT Department,2011,10,2017,1,6,106360
613,Sr Backend Engineer,IT Department,2017,1,-99,-99,7,136225
614,Associate Data Analyst,Analytics Department,2009,6,2015,5,4,77797
614,Data Analyst,Analytics Department,2015,5,-99,-99,5,100424
615,Frontend Engineer II,IT Department,2011,5,2017,9,6,80931
615,Sr Frontend Engineer,IT Department,2017,9,-99,-99,7,104807
616,Associate Data Analyst,Analytics Department,2008,5,2014,10,4,77832
616,Data Analyst,Analytics Department,2014,10,2019,5,5,100464
616,Data Analyst II,Analytics Department,2019,5,-99,-99,6,127717
617,Backend Engineer II,IT Department,2011,2,2017,12,6,106460
617,Sr Backend Engineer,IT Department,2017,12,-99,-99,7,136325
618,Associate Frontend Engineer,IT Department,2009,11,2015,6,4,46436
618,Frontend Engineer,IT Department,2015,6,-99,-99,5,56062
619,Associate Frontend Engineer,IT Department,2008,7,2014,3,4,46408
619,Frontend Engineer,IT Department,2014,3,2019,5,5,56037
619,Frontend Engineer II,IT Department,2019,5,-99,-99,6,80831
620,Associate Frontend Engineer,IT Department,2005,5,2011,4,4,46374
620,Frontend Engineer,IT Department,2011,4,2016,3,5,56012
620,Frontend Engineer II,IT Department,2016,3,-99,-99,6,80806
621,Data Analyst II,Analytics Department,2012,12,2018,2,6,127817
621,Data Scientist,Analytics Department,2018,2,-99,-99,7,161584
622,Associate Manager,Administration Department,2015,5,-99,-99,7,118279
623,Data Analyst II,Analytics Department,2016,10,-99,-99,6,127857
624,Backend Engineer II,IT Department,2016,6,-99,-99,6,106635
625,Associate Backend Engineer,IT Department,2010,8,2016,9,4,78388
625,Backend Engineer,IT Department,2016,9,-99,-99,5,86878
626,Backend Engineer II,IT Department,2015,10,-99,-99,6,106685
627,Associate Frontend Engineer,IT Department,2013,1,2019,8,4,46223
627,Frontend Engineer,IT Department,2019,8,-99,-99,5,55837
628,Associate Data Analyst,Analytics Department,2015,4,-99,-99,4,78107
629,Backend Engineer II,IT Department,2011,9,2017,6,6,106760
629,Sr Backend Engineer,IT Department,2017,6,-99,-99,7,136625
630,Associate Backend Engineer,IT Department,2011,6,2017,5,4,78516
630,Backend Engineer,IT Department,2017,5,-99,-99,5,87003
631,Associate Manager,Administration Department,2012,8,2018,3,7,118576
631,Assistant Manager,Administration Department,2018,3,-99,-99,8,127514
632,Associate Backend Engineer,IT Department,2014,11,-99,-99,4,78575
633,Associate Backend Engineer,IT Department,2006,7,2012,7,4,78576
633,Backend Engineer,IT Department,2012,7,2017,3,5,87078
633,Backend Engineer II,IT Department,2017,3,-99,-99,6,106860
634,Associate Backend Engineer,IT Department,2008,6,2014,2,4,78607
634,Backend Engineer,IT Department,2014,2,2019,3,5,87103
634,Backend Engineer II,IT Department,2019,3,-99,-99,6,106885
635,Data Analyst II,Analytics Department,2010,9,2016,10,6,128097
635,Data Scientist,Analytics Department,2016,10,-99,-99,7,161864
636,Frontend Engineer II,IT Department,2011,1,2017,11,6,80406
636,Sr Frontend Engineer,IT Department,2017,11,-99,-99,7,104282
637,Associate Backend Engineer,IT Department,2015,4,-99,-99,4,78703
638,Associate Backend Engineer,IT Department,2005,11,2011,7,4,78698
638,Backend Engineer,IT Department,2011,7,2016,1,5,87203
638,Backend Engineer II,IT Department,2016,1,-99,-99,6,106985
639,Associate Backend Engineer,IT Department,2009,11,2015,8,4,78735
639,Backend Engineer,IT Department,2015,8,-99,-99,5,87228
640,Backend Engineer,IT Department,2009,2,2015,5,5,87253
640,Backend Engineer II,IT Department,2015,5,-99,-99,6,107035
641,Associate Backend Engineer,IT Department,2011,4,2017,12,4,78791
641,Backend Engineer,IT Department,2017,12,-99,-99,5,87278
642,Manager,Administration Department,2016,5,-99,-99,9,171426
643,Frontend Engineer,IT Department,2009,6,2015,11,5,55437
643,Frontend Engineer II,IT Department,2015,11,-99,-99,6,80231
644,Associate Data Analyst,Analytics Department,2010,3,2016,11,4,78402
644,Data Analyst,Analytics Department,2016,11,-99,-99,5,101024
645,Backend Engineer II,IT Department,2012,1,2018,10,6,107160
645,Sr Backend Engineer,IT Department,2018,10,-99,-99,7,137025
646,Associate Frontend Engineer,IT Department,2010,3,2016,6,4,45739
646,Frontend Engineer,IT Department,2016,6,-99,-99,5,55362
647,Associate Data Analyst,Analytics Department,2014,12,-99,-99,4,78482
648,Associate Frontend Engineer,IT Department,2010,11,2016,8,4,45689
648,Frontend Engineer,IT Department,2016,8,-99,-99,5,55312
649,Backend Engineer II,IT Department,2011,1,2017,8,6,107260
649,Sr Backend Engineer,IT Department,2017,8,-99,-99,7,137125
650,Associate Data Analyst,Analytics Department,2010,5,2016,9,4,78522
650,Data Analyst,Analytics Department,2016,9,-99,-99,5,101144
651,Associate Data Analyst,Analytics Department,2010,3,2016,4,4,78542
651,Data Analyst,Analytics Department,2016,4,-99,-99,5,101164
652,Backend Engineer II,IT Department,2011,10,2017,7,6,107335
652,Sr Backend Engineer,IT Department,2017,7,-99,-99,7,137200
653,Backend Engineer II,IT Department,2011,7,2017,5,6,107360
653,Sr Backend Engineer,IT Department,2017,5,-99,-99,7,137225
654,Frontend Engineer II,IT Department,2010,4,2016,11,6,79956
654,Sr Frontend Engineer,IT Department,2016,11,-99,-99,7,103832
655,Associate Data Analyst,Analytics Department,2006,2,2012,12,4,78602
655,Data Analyst,Analytics Department,2012,12,2017,3,5,101244
655,Data Analyst II,Analytics Department,2017,3,-99,-99,6,128497
656,Associate Frontend Engineer,IT Department,2009,10,2015,12,4,45486
656,Frontend Engineer,IT Department,2015,12,-99,-99,5,55112
657,Associate Backend Engineer,IT Department,2018,5,-99,-99,4,79212
658,Associate Backend Engineer,IT Department,2013,7,2019,5,4,79222
658,Backend Engineer,IT Department,2019,5,-99,-99,5,87703
659,Associate Frontend Engineer,IT Department,2010,5,2016,5,4,45414
659,Frontend Engineer,IT Department,2016,5,-99,-99,5,55037
660,Backend Engineer,IT Department,2009,7,2015,11,5,87753
660,Backend Engineer II,IT Department,2015,11,-99,-99,6,107535
661,Data Analyst II,Analytics Department,2016,3,-99,-99,6,128617
662,Associate Backend Engineer,IT Department,2010,2,2016,5,4,79313
662,Backend Engineer,IT Department,2016,5,-99,-99,5,87803
663,Associate Manager,Administration Department,2009,12,2015,2,7,119678
663,Assistant Manager,Administration Department,2015,2,-99,-99,8,128154
664,Associate Backend Engineer,IT Department,2013,10,2019,1,4,79372
664,Backend Engineer,IT Department,2019,1,-99,-99,5,87853
665,Backend Engineer,IT Department,2009,3,2015,11,5,87878
665,Backend Engineer II,IT Department,2015,11,-99,-99,6,107660
666,Manager,Administration Department,2011,3,2017,10,9,171906
666,Sr Manager,Administration Department,2017,10,-99,-99,10,221235
667,Associate Data Analyst,Analytics Department,2006,10,2012,2,4,78842
667,Data Analyst,Analytics Department,2012,2,2017,4,5,101484
667,Data Analyst II,Analytics Department,2017,4,-99,-99,6,128737
668,Backend Engineer II,IT Department,2011,10,2017,1,6,107735
668,Sr Backend Engineer,IT Department,2017,1,-99,-99,7,137600
669,Backend Engineer,IT Department,2009,10,2015,1,5,87978
669,Backend Engineer II,IT Department,2015,1,-99,-99,6,107760
670,Frontend Engineer II,IT Department,2011,12,2017,2,6,79556
670,Sr Frontend Engineer,IT Department,2017,2,-99,-99,7,103432
671,Associate Data Analyst,Analytics Department,2007,12,2013,5,4,78927
671,Data Analyst,Analytics Department,2013,5,2018,2,5,101564
671,Data Analyst II,Analytics Department,2018,2,-99,-99,6,128817
672,Backend Engineer II,IT Department,2011,4,2017,11,6,107835
672,Sr Backend Engineer,IT Department,2017,11,-99,-99,7,137700
673,Associate Backend Engineer,IT Department,2013,10,2019,11,4,79597
673,Backend Engineer,IT Department,2019,11,-99,-99,5,88078
674,Associate Backend Engineer,IT Department,2014,10,-99,-99,4,79625
675,Data Analyst II,Analytics Department,2010,4,2016,11,6,128897
675,Data Scientist,Analytics Department,2016,11,-99,-99,7,162664
676,Frontend Engineer II,IT Department,2016,2,-99,-99,6,79406
677,Data Analyst II,Analytics Department,2016,7,-99,-99,6,128937
678,Associate Frontend Engineer,IT Department,2013,6,2019,6,4,44948
678,Frontend Engineer,IT Department,2019,6,-99,-99,5,54562
679,Data Analyst II,Analytics Department,2014,12,-99,-99,6,128977
680,Data Analyst II,Analytics Department,2011,11,2017,9,6,128997
680,Data Scientist,Analytics Department,2017,9,-99,-99,7,162764
681,Associate Data Analyst,Analytics Department,2013,2,2019,5,4,79157
681,Data Analyst,Analytics Department,2019,5,-99,-99,5,101764
682,Associate Backend Engineer,IT Department,2008,2,2014,10,4,79807
682,Backend Engineer,IT Department,2014,10,2019,11,5,88303
682,Backend Engineer II,IT Department,2019,11,-99,-99,6,108085
683,Backend Engineer II,IT Department,2017,6,-99,-99,6,108110
684,Data Analyst II,Analytics Department,2017,7,-99,-99,6,129077
685,Backend Engineer II,IT Department,2015,10,-99,-99,6,108160
686,Backend Engineer II,IT Department,2017,6,-99,-99,6,108185
687,Associate Backend Engineer,IT Department,2009,1,2015,11,4,79935
687,Backend Engineer,IT Department,2015,11,-99,-99,5,88428
688,Associate Backend Engineer,IT Department,2014,6,-99,-99,4,79975
689,Associate Frontend Engineer,IT Department,2009,6,2015,3,4,44661
689,Frontend Engineer,IT Department,2015,3,-99,-99,5,54287
690,Associate Backend Engineer,IT Department,2013,2,2019,10,4,80022
690,Backend Engineer,IT Department,2019,10,-99,-99,5,88503
691,Backend Engineer II,IT Department,2011,5,2017,5,6,108310
691,Sr Backend Engineer,IT Department,2017,5,-99,-99,7,138175
692,Backend Engineer II,IT Department,2016,4,-99,-99,6,108335
