id,job_title,department,p_start,start_month,p_end,end_month
486,Associate Backend Engineer,IT Department,2011.0,2,2017.0,8
486,Backend Engineer,IT Department,2017.0,8,-99.0,1
487,Associate Backend Engineer,Analytics Department,2013.0,3,2019.0,7
487,Backend Engineer,Analytics Department,2019.0,7,-99.0,1
488,Associate Data Analyst,Analytics Department,2011.0,5,2017.0,6
488,Data Analyst,Analytics Department,2017.0,6,-99.0,4
489,Data Analyst II,Analytics Department,2010.0,9,2016.0,9
489,Data Scientist,Analytics Department,2016.0,9,-99.0,4
490,Associate Data Analyst,Analytics Department,2010.0,4,2016.0,12
490,Data Analyst,Analytics Department,2016.0,12,-99.0,1
491,Associate Backend Engineer,Analytics Department,2006.0,7,2012.0,3
491,Backend Engineer,Analytics Department,2012.0,3,2017.0,10
491,Backend Engineer II,Analytics Department,2017.0,10,-99.0,1
492,Data Analyst II,Analytics Department,2011.0,5,2017.0,3
492,Data Scientist,Analytics Department,2017.0,3,-99.0,6
493,Associate Backend Engineer,IT Department,2010.0,4,2016.0,9
493,Backend Engineer,IT Department,2016.0,9,-99.0,9
494,Associate Frontend Engineer,IT Department,2010.0,7,2016.0,12
494,Frontend Engineer,IT Department,2016.0,12,-99.0,8
495,Associate Data Analyst,Analytics Department,2016.0,10,-99.0,10
496,Associate Manager,Administration Department,2010.0,9,2016.0,5
496,Assistant Manager,Administration Department,2016.0,5,-99.0,10
497,Data Analyst II,Analytics Department,2010.0,1,2016.0,12
497,Data Scientist,Analytics Department,2016.0,12,-99.0,7
498,Backend Engineer II,Analytics Department,2016.0,11,-99.0,4
499,Associate Backend Engineer,Analytics Department,2006.0,7,2012.0,7
499,Backend Engineer,Analytics Department,2012.0,7,2017.0,8
499,Backend Engineer II,Analytics Department,2017.0,8,-99.0,8
500,Backend Engineer II,Analytics Department,2010.0,6,2016.0,11
500,Team Lead,Analytics Department,2016.0,11,-99.0,3
501,Associate Frontend Engineer,IT Department,2016.0,1,-99.0,10
502,Associate Data Analyst,Administration Department,2012.0,9,2018.0,8
502,Data Analyst,Administration Department,2018.0,8,-99.0,11
503,Frontend Engineer II,IT Department,2015.0,5,-99.0,11
504,Associate Backend Engineer,Analytics Department,2011.0,4,2017.0,1
504,Backend Engineer,Analytics Department,2017.0,1,-99.0,10
505,Backend Engineer II,Analytics Department,2013.0,1,2019.0,12
505,Team Lead,Analytics Department,2019.0,12,-99.0,10
506,Data Analyst II,Analytics Department,2016.0,4,-99.0,11
507,Associate Backend Engineer,Analytics Department,2015.0,1,-99.0,12
508,Associate Backend Engineer,Analytics Department,2011.0,6,2017.0,2
508,Backend Engineer,Analytics Department,2017.0,2,-99.0,12
509,Associate Data Analyst,Analytics Department,2009.0,8,2015.0,8
509,Data Analyst,Analytics Department,2015.0,8,-99.0,3
510,Jr Backend Engineer,IT Department,2015.0,5,-99.0,4
511,Associate Frontend Engineer,IT Department,2011.0,7,2017.0,9
511,Frontend Engineer,IT Department,2017.0,9,-99.0,2
512,Associate Backend Engineer,IT Department,2006.0,9,2012.0,11
512,Backend Engineer,IT Department,2012.0,11,2017.0,3
512,Backend Engineer II,IT Department,2017.0,3,-99.0,8
513,Associate Data Analyst,Analytics Department,2006.0,8,2012.0,9
513,Data Analyst,Analytics Department,2012.0,9,2017.0,11
513,Data Analyst II,Analytics Department,2017.0,11,-99.0,2
514,Data Analyst II,Analytics Department,2016.0,9,-99.0,4
515,Associate Backend Engineer,Analytics Department,2013.0,12,2019.0,9
515,Backend Engineer,Analytics Department,2019.0,9,-99.0,10
516,Associate Backend Engineer,Analytics Department,2012.0,4,2018.0,12
516,Backend Engineer,Analytics Department,2018.0,12,-99.0,8
517,Backend Engineer II,IT Department,2013.0,11,2019.0,5
517,Team Lead,IT Department,2019.0,5,-99.0,2
518,Associate Backend Engineer,Analytics Department,2011.0,3,2017.0,9
518,Backend Engineer,Analytics Department,2017.0,9,-99.0,12
519,Data Analyst II,Analytics Department,2010.0,8,2016.0,7
519,Data Scientist,Analytics Department,2016.0,7,-99.0,1
520,Backend Engineer II,IT Department,2012.0,2,2018.0,12
520,Team Lead,IT Department,2018.0,12,-99.0,12
521,Sr Manager,Administration Department,2010.0,2,2016.0,11
521,,Administration Department,2016.0,11,-99.0,7
522,Associate Data Analyst,Analytics Department,2012.0,11,2018.0,8
522,Data Analyst,Analytics Department,2018.0,8,-99.0,2
523,Associate Data Analyst,Analytics Department,2015.0,9,-99.0,6
524,Data Analyst II,Analytics Department,2011.0,7,2017.0,4
524,Data Scientist,Analytics Department,2017.0,4,-99.0,7
525,Associate Frontend Engineer,IT Department,2010.0,11,2016.0,10
525,Frontend Engineer,IT Department,2016.0,10,-99.0,1
526,Associate Data Analyst,Analytics Department,2009.0,6,2015.0,12
526,Data Analyst,Analytics Department,2015.0,12,-99.0,12
527,Jr Data Analyst,Analytics Department,2016.0,4,-99.0,2
528,Associate Manager,Administration Department,2008.0,4,2014.0,10
528,Assistant Manager,Administration Department,2014.0,10,2019.0,11
528,Manager,Administration Department,2019.0,11,-99.0,1
529,Associate Backend Engineer,Analytics Department,2007.0,2,2013.0,4
529,Backend Engineer,Analytics Department,2013.0,4,2018.0,8
529,Backend Engineer II,Analytics Department,2018.0,8,-99.0,4
530,Frontend Engineer II,IT Department,2012.0,2,2018.0,1
530,Sr Frontend Engineer,IT Department,2018.0,1,-99.0,3
531,Associate Backend Engineer,Analytics Department,2010.0,9,2016.0,1
531,Backend Engineer,Analytics Department,2016.0,1,-99.0,12
532,Associate Backend Engineer,Analytics Department,2007.0,7,2013.0,5
532,Backend Engineer,Analytics Department,2013.0,5,2018.0,4
532,Backend Engineer II,Analytics Department,2018.0,4,-99.0,6
533,Associate Backend Engineer,Analytics Department,2011.0,8,2017.0,1
533,Backend Engineer,Analytics Department,2017.0,1,-99.0,4
534,Jr Data Analyst,Analytics Department,2013.0,12,2019.0,12
534,Associate Data Analyst,Analytics Department,2019.0,12,-99.0,1
535,Data Analyst II,Analytics Department,2012.0,2,2018.0,1
535,Data Scientist,Analytics Department,2018.0,1,-99.0,9
536,Data Analyst II,Analytics Department,2012.0,11,2018.0,3
536,Data Scientist,Analytics Department,2018.0,3,-99.0,1
537,Associate Frontend Engineer,IT Department,2015.0,7,-99.0,5
538,Data Analyst II,Analytics Department,2011.0,8,2017.0,9
538,Data Scientist,Analytics Department,2017.0,9,-99.0,11
539,Data Analyst II,Analytics Department,2011.0,5,2017.0,4
539,Data Scientist,Analytics Department,2017.0,4,-99.0,12
540,Backend Engineer II,IT Department,2016.0,1,-99.0,4
541,Associate Data Analyst,Analytics Department,2008.0,4,2014.0,10
541,Data Analyst,Analytics Department,2014.0,10,2019.0,3
541,Data Analyst II,Analytics Department,2019.0,3,-99.0,9
542,Associate Data Analyst,Analytics Department,2016.0,10,-99.0,10
543,Associate Data Analyst,Analytics Department,2012.0,2,2018.0,3
543,Data Analyst,Analytics Department,2018.0,3,-99.0,9
544,Data Analyst II,Analytics Department,2015.0,10,-99.0,2
545,Associate Frontend Engineer,IT Department,2010.0,4,2016.0,1
545,Frontend Engineer,IT Department,2016.0,1,-99.0,1
546,Associate Frontend Engineer,IT Department,2011.0,2,2017.0,7
546,Frontend Engineer,IT Department,2017.0,7,-99.0,6
547,Associate Data Analyst,Analytics Department,2011.0,8,2017.0,4
547,Data Analyst,Analytics Department,2017.0,4,-99.0,4
548,Backend Engineer II,Analytics Department,2015.0,8,-99.0,12
549,Associate Backend Engineer,Analytics Department,2012.0,3,2018.0,1
549,Backend Engineer,Analytics Department,2018.0,1,-99.0,8
550,Associate Backend Engineer,IT Department,2011.0,6,2017.0,5
550,Backend Engineer,IT Department,2017.0,5,-99.0,4
551,Data Analyst II,Analytics Department,2015.0,3,-99.0,12
552,Jr Frontend Engineer,IT Department,2014.0,12,-99.0,1
553,Jr Data Analyst,Analytics Department,2013.0,5,2019.0,5
553,Associate Data Analyst,Analytics Department,2019.0,5,-99.0,11
554,Associate Backend Engineer,IT Department,2014.0,11,-99.0,5
555,Associate Backend Engineer,IT Department,2008.0,1,2014.0,9
555,Backend Engineer,IT Department,2014.0,9,2019.0,12
555,Backend Engineer II,IT Department,2019.0,12,-99.0,9
556,Associate Data Analyst,Administration Department,2011.0,2,2017.0,12
556,Data Analyst,Administration Department,2017.0,12,-99.0,5
557,Associate Backend Engineer,Analytics Department,2007.0,9,2013.0,6
557,Backend Engineer,Analytics Department,2013.0,6,2018.0,8
557,Backend Engineer II,Analytics Department,2018.0,8,-99.0,4
558,Associate Frontend Engineer,IT Department,2013.0,12,2019.0,8
558,Frontend Engineer,IT Department,2019.0,8,-99.0,4
559,Associate Frontend Engineer,IT Department,2012.0,5,2018.0,4
559,Frontend Engineer,IT Department,2018.0,4,-99.0,5
560,Associate Backend Engineer,Analytics Department,2006.0,5,2012.0,1
560,Backend Engineer,Analytics Department,2012.0,1,2017.0,1
560,Backend Engineer II,Analytics Department,2017.0,1,-99.0,5
561,Associate Data Analyst,Administration Department,2012.0,10,2018.0,4
561,Data Analyst,Administration Department,2018.0,4,-99.0,12
562,Associate Data Analyst,Analytics Department,2012.0,3,2018.0,5
562,Data Analyst,Analytics Department,2018.0,5,-99.0,4
563,Associate Data Analyst,Analytics Department,2008.0,9,2014.0,1
563,Data Analyst,Analytics Department,2014.0,1,2019.0,4
563,Data Analyst II,Analytics Department,2019.0,4,-99.0,5
564,Sr Manager,Administration Department,2012.0,9,2018.0,4
564,,Administration Department,2018.0,4,-99.0,8
565,Frontend Engineer,IT Department,2009.0,11,2015.0,3
565,Frontend Engineer II,IT Department,2015.0,3,-99.0,1
566,Associate Data Analyst,Analytics Department,2012.0,3,2018.0,2
566,Data Analyst,Analytics Department,2018.0,2,-99.0,6
567,Backend Engineer II,IT Department,2012.0,6,2018.0,4
567,Team Lead,IT Department,2018.0,4,-99.0,5
568,Associate Frontend Engineer,IT Department,2016.0,1,-99.0,11
569,Data Analyst II,Analytics Department,2017.0,4,-99.0,7
570,Associate Data Analyst,Analytics Department,2010.0,1,2016.0,12
570,Data Analyst,Analytics Department,2016.0,12,-99.0,11
571,Associate Manager,Administration Department,2014.0,7,-99.0,10
572,Backend Engineer II,IT Department,2016.0,3,-99.0,12
573,Frontend Engineer,IT Department,2009.0,8,2015.0,10
573,Frontend Engineer II,IT Department,2015.0,10,-99.0,6
574,Associate Frontend Engineer,IT Department,2010.0,9,2016.0,7
574,Frontend Engineer,IT Department,2016.0,7,-99.0,10
575,Associate Data Analyst,Analytics Department,2010.0,1,2016.0,11
575,Data Analyst,Analytics Department,2016.0,11,-99.0,11
576,Associate Data Analyst,Analytics Department,2005.0,12,2011.0,6
576,Data Analyst,Analytics Department,2011.0,6,2016.0,9
576,Data Analyst II,Analytics Department,2016.0,9,-99.0,11
577,Frontend Engineer II,IT Department,2011.0,4,2017.0,12
577,Sr Frontend Engineer,IT Department,2017.0,12,-99.0,12
578,Associate Data Analyst,Analytics Department,2016.0,12,-99.0,1
579,Backend Engineer II,Analytics Department,2012.0,1,2018.0,7
579,Team Lead,Analytics Department,2018.0,7,-99.0,10
580,Frontend Engineer II,IT Department,2010.0,8,2016.0,11
580,Sr Frontend Engineer,IT Department,2016.0,11,-99.0,2
581,Associate Frontend Engineer,IT Department,2006.0,1,2012.0,9
581,Frontend Engineer,IT Department,2012.0,9,2017.0,5
581,Frontend Engineer II,IT Department,2017.0,5,-99.0,10
582,Associate Data Analyst,Analytics Department,2007.0,9,2013.0,1
582,Data Analyst,Analytics Department,2013.0,1,2018.0,11
582,Data Analyst II,Analytics Department,2018.0,11,-99.0,12
583,Backend Engineer II,IT Department,2012.0,12,2018.0,9
583,Team Lead,IT Department,2018.0,9,-99.0,1
584,Associate Manager,Administration Department,2009.0,2,2015.0,1
584,Assistant Manager,Administration Department,2015.0,1,-99.0,8
585,Associate Frontend Engineer,IT Department,2015.0,2,-99.0,12
586,Associate Backend Engineer,IT Department,2009.0,5,2015.0,9
586,Backend Engineer,IT Department,2015.0,9,-99.0,4
587,Frontend Engineer II,IT Department,2012.0,9,2018.0,7
587,Sr Frontend Engineer,IT Department,2018.0,7,-99.0,8
588,Associate Data Analyst,Analytics Department,2010.0,5,2016.0,5
588,Data Analyst,Analytics Department,2016.0,5,-99.0,5
589,Data Analyst II,Analytics Department,2010.0,5,2016.0,5
589,Data Scientist,Analytics Department,2016.0,5,-99.0,9
590,Backend Engineer,Analytics Department,2008.0,12,2014.0,10
590,Backend Engineer II,Analytics Department,2014.0,10,2019.0,1
590,Sr Backend Engineer,Analytics Department,2019.0,1,-99.0,8
591,Associate Backend Engineer,Analytics Department,2007.0,10,2013.0,5
591,Backend Engineer,Analytics Department,2013.0,5,2018.0,3
591,Backend Engineer II,Analytics Department,2018.0,3,-99.0,6
592,Assistant Manager,Administration Department,2009.0,5,2015.0,12
592,Sr Manager,Administration Department,2015.0,12,-99.0,12
593,Associate Backend Engineer,Analytics Department,2007.0,10,2013.0,8
593,Backend Engineer,Analytics Department,2013.0,8,2018.0,5
593,Backend Engineer II,Analytics Department,2018.0,5,-99.0,4
594,Backend Engineer II,IT Department,2015.0,9,-99.0,2
595,Associate Backend Engineer,Analytics Department,2014.0,10,-99.0,2
596,Jr Data Analyst,Analytics Department,2014.0,7,-99.0,12
597,Associate Backend Engineer,Analytics Department,2011.0,3,2017.0,11
597,Backend Engineer,Analytics Department,2017.0,11,-99.0,12
598,Data Analyst II,Analytics Department,2010.0,3,2016.0,12
598,Data Scientist,Analytics Department,2016.0,12,-99.0,4
599,Data Analyst II,Analytics Department,2010.0,4,2016.0,3
599,Data Scientist,Analytics Department,2016.0,3,-99.0,4
600,Associate Backend Engineer,IT Department,2014.0,11,-99.0,1
601,Assistant Manager,Administration Department,2008.0,8,2014.0,9
601,Sr Manager,Administration Department,2014.0,9,2019.0,11
601,Sr Manager,Administration Department,2019.0,11,-99.0,12
602,Associate Frontend Engineer,IT Department,2007.0,4,2013.0,1
602,Frontend Engineer,IT Department,2013.0,1,2018.0,9
602,Frontend Engineer II,IT Department,2018.0,9,-99.0,3
603,Backend Engineer,Analytics Department,2009.0,12,2015.0,2
603,Backend Engineer II,Analytics Department,2015.0,2,-99.0,9
604,Data Analyst II,Analytics Department,2015.0,11,-99.0,2
605,Associate Backend Engineer,IT Department,2015.0,11,-99.0,8
606,Backend Engineer II,IT Department,2011.0,12,2017.0,2
606,Team Lead,IT Department,2017.0,2,-99.0,12
607,Associate Frontend Engineer,IT Department,2009.0,10,2015.0,6
607,Frontend Engineer,IT Department,2015.0,6,-99.0,5
608,Associate Backend Engineer,IT Department,2012.0,8,2018.0,5
608,Backend Engineer,IT Department,2018.0,5,-99.0,6
609,Data Analyst II,Analytics Department,2012.0,11,2018.0,2
609,Data Scientist,Analytics Department,2018.0,2,-99.0,1
610,Backend Engineer II,IT Department,2011.0,9,2017.0,2
610,Team Lead,IT Department,2017.0,2,-99.0,9
611,Backend Engineer,Analytics Department,2008.0,8,2014.0,5
611,Backend Engineer II,Analytics Department,2014.0,5,2019.0,3
611,Sr Backend Engineer,Analytics Department,2019.0,3,-99.0,8
612,Associate Data Analyst,Analytics Department,2010.0,6,2016.0,1
612,Data Analyst,Analytics Department,2016.0,1,-99.0,11
613,Backend Engineer II,Analytics Department,2011.0,10,2017.0,1
613,Team Lead,Analytics Department,2017.0,1,-99.0,11
614,Associate Data Analyst,Analytics Department,2009.0,6,2015.0,5
614,Data Analyst,Analytics Department,2015.0,5,-99.0,7
615,Frontend Engineer II,IT Department,2011.0,5,2017.0,9
615,Sr Frontend Engineer,IT Department,2017.0,9,-99.0,1
616,Associate Data Analyst,Analytics Department,2008.0,5,2014.0,10
616,Data Analyst,Analytics Department,2014.0,10,2019.0,5
616,Data Analyst II,Analytics Department,2019.0,5,-99.0,5
617,Backend Engineer II,IT Department,2011.0,2,2017.0,12
617,Team Lead,IT Department,2017.0,12,-99.0,5
618,Associate Frontend Engineer,IT Department,2010.0,11,2016.0,6
618,Frontend Engineer,IT Department,2016.0,6,-99.0,3
619,Associate Frontend Engineer,IT Department,2008.0,7,2014.0,3
619,Frontend Engineer,IT Department,2014.0,3,2019.0,5
619,Frontend Engineer II,IT Department,2019.0,5,-99.0,8
620,Associate Frontend Engineer,IT Department,2005.0,5,2011.0,4
620,Frontend Engineer,IT Department,2011.0,4,2016.0,3
620,Frontend Engineer II,IT Department,2016.0,3,-99.0,3
621,Data Analyst II,Analytics Department,2012.0,12,2018.0,2
621,Data Scientist,Analytics Department,2018.0,2,-99.0,2
622,Associate Manager,Administration Department,2015.0,5,-99.0,4
623,Data Analyst II,Analytics Department,2016.0,10,-99.0,6
624,Backend Engineer II,Analytics Department,2016.0,6,-99.0,9
625,Associate Backend Engineer,Analytics Department,2010.0,8,2016.0,9
625,Backend Engineer,Analytics Department,2016.0,9,-99.0,6
626,Backend Engineer II,IT Department,2015.0,10,-99.0,5
627,Associate Frontend Engineer,IT Department,2014.0,1,-99.0,8
628,Associate Data Analyst,Analytics Department,2016.0,4,-99.0,9
629,Backend Engineer II,IT Department,2011.0,9,2017.0,6
629,Team Lead,IT Department,2017.0,6,-99.0,6
630,Associate Backend Engineer,Analytics Department,2011.0,6,2017.0,5
630,Backend Engineer,Analytics Department,2017.0,5,-99.0,8
631,Associate Manager,Administration Department,2013.0,8,2019.0,3
631,Assistant Manager,Administration Department,2019.0,3,-99.0,12
632,Associate Backend Engineer,Analytics Department,2015.0,11,-99.0,12
633,Associate Backend Engineer,IT Department,2006.0,7,2012.0,7
633,Backend Engineer,IT Department,2012.0,7,2017.0,3
633,Backend Engineer II,IT Department,2017.0,3,-99.0,4
634,Associate Backend Engineer,Analytics Department,2008.0,6,2014.0,2
634,Backend Engineer,Analytics Department,2014.0,2,2019.0,3
634,Backend Engineer II,Analytics Department,2019.0,3,-99.0,1
635,Data Analyst II,Analytics Department,2010.0,9,2016.0,10
635,Data Scientist,Analytics Department,2016.0,10,-99.0,4
636,Frontend Engineer II,IT Department,2014.0,1,-99.0,11
637,Jr Backend Engineer,Analytics Department,2015.0,4,-99.0,11
638,Backend Engineer II,Analytics Department,2012.0,9,2018.0,7
638,Team Lead,Analytics Department,2018.0,7,-99.0,1
639,Associate Backend Engineer,IT Department,2009.0,11,2015.0,8
639,Backend Engineer,IT Department,2015.0,8,-99.0,3
640,Backend Engineer,IT Department,2009.0,2,2015.0,5
640,Backend Engineer II,IT Department,2015.0,5,-99.0,12
641,Associate Backend Engineer,IT Department,2011.0,4,2017.0,12
641,Backend Engineer,IT Department,2017.0,12,-99.0,8
642,Sr Manager,Administration Department,2011.0,5,2017.0,10
642,,Administration Department,2017.0,10,-99.0,2
643,Frontend Engineer,IT Department,2009.0,6,2015.0,11
643,Frontend Engineer II,IT Department,2015.0,11,-99.0,9
644,Associate Data Analyst,Analytics Department,2010.0,3,2016.0,11
644,Data Analyst,Analytics Department,2016.0,11,-99.0,1
645,Backend Engineer II,Analytics Department,2012.0,1,2018.0,10
645,Team Lead,Analytics Department,2018.0,10,-99.0,12
646,Associate Frontend Engineer,IT Department,2011.0,3,2017.0,6
646,Frontend Engineer,IT Department,2017.0,6,-99.0,6
647,Associate Data Analyst,Analytics Department,2015.0,12,-99.0,10
648,Associate Frontend Engineer,IT Department,2011.0,11,2017.0,8
648,Frontend Engineer,IT Department,2017.0,8,-99.0,8
649,Backend Engineer II,Analytics Department,2011.0,1,2017.0,8
649,Team Lead,Analytics Department,2017.0,8,-99.0,9
650,Associate Data Analyst,Analytics Department,2011.0,5,2017.0,9
650,Data Analyst,Analytics Department,2017.0,9,-99.0,7
651,Associate Data Analyst,Analytics Department,2010.0,3,2016.0,4
651,Data Analyst,Analytics Department,2016.0,4,-99.0,7
652,Backend Engineer II,IT Department,2011.0,10,2017.0,7
652,Team Lead,IT Department,2017.0,7,-99.0,9
653,Backend Engineer II,Analytics Department,2011.0,7,2017.0,5
653,Team Lead,Analytics Department,2017.0,5,-99.0,12
654,Frontend Engineer II,IT Department,2010.0,4,2016.0,11
654,Sr Frontend Engineer,IT Department,2016.0,11,-99.0,12
655,Associate Data Analyst,Analytics Department,2006.0,2,2012.0,12
655,Data Analyst,Analytics Department,2012.0,12,2017.0,3
655,Data Analyst II,Analytics Department,2017.0,3,-99.0,11
656,Associate Frontend Engineer,IT Department,2010.0,10,2016.0,12
656,Frontend Engineer,IT Department,2016.0,12,-99.0,4
657,Jr Backend Engineer,Analytics Department,2018.0,5,-99.0,10
658,Jr Backend Engineer,IT Department,2013.0,7,2019.0,5
658,Associate Backend Engineer,IT Department,2019.0,5,-99.0,7
659,Associate Frontend Engineer,IT Department,2010.0,5,2016.0,5
659,Frontend Engineer,IT Department,2016.0,5,-99.0,1
660,Backend Engineer,Analytics Department,2009.0,7,2015.0,11
660,Backend Engineer II,Analytics Department,2015.0,11,-99.0,7
661,Data Analyst II,Analytics Department,2016.0,3,-99.0,4
662,Associate Backend Engineer,IT Department,2011.0,2,2017.0,5
662,Backend Engineer,IT Department,2017.0,5,-99.0,10
663,Associate Manager,Administration Department,2010.0,12,2016.0,2
663,Assistant Manager,Administration Department,2016.0,2,-99.0,2
664,Associate Backend Engineer,IT Department,2014.0,10,-99.0,1
665,Backend Engineer,IT Department,2009.0,3,2015.0,11
665,Backend Engineer II,IT Department,2015.0,11,-99.0,10
666,Sr Manager,Administration Department,2011.0,3,2017.0,10
666,,Administration Department,2017.0,10,-99.0,4
667,Associate Data Analyst,Analytics Department,2006.0,10,2012.0,2
667,Data Analyst,Analytics Department,2012.0,2,2017.0,4
667,Data Analyst II,Analytics Department,2017.0,4,-99.0,10
668,Backend Engineer II,IT Department,2011.0,10,2017.0,1
668,Team Lead,IT Department,2017.0,1,-99.0,11
669,Backend Engineer,Analytics Department,2009.0,10,2015.0,1
669,Backend Engineer II,Analytics Department,2015.0,1,-99.0,12
670,Frontend Engineer II,IT Department,2011.0,12,2017.0,2
670,Sr Frontend Engineer,IT Department,2017.0,2,-99.0,7
671,Associate Data Analyst,Analytics Department,2007.0,12,2013.0,5
671,Data Analyst,Analytics Department,2013.0,5,2018.0,2
671,Data Analyst II,Analytics Department,2018.0,2,-99.0,3
672,Backend Engineer II,IT Department,2014.0,4,-99.0,11
673,Associate Backend Engineer,Analytics Department,2014.0,10,-99.0,11
674,Associate Backend Engineer,Analytics Department,2015.0,10,-99.0,4
675,Data Analyst II,Analytics Department,2010.0,4,2016.0,11
675,Data Scientist,Analytics Department,2016.0,11,-99.0,10
676,Frontend Engineer II,IT Department,2011.0,2,2017.0,1
676,Sr Frontend Engineer,IT Department,2017.0,1,-99.0,11
677,Data Analyst II,Analytics Department,2016.0,7,-99.0,5
678,Associate Frontend Engineer,IT Department,2014.0,6,-99.0,6
679,Data Analyst II,Analytics Department,2014.0,12,-99.0,5
680,Data Analyst II,Analytics Department,2014.0,11,-99.0,9
681,Associate Data Analyst,Analytics Department,2014.0,2,-99.0,5
682,Associate Backend Engineer,Analytics Department,2008.0,2,2014.0,10
682,Backend Engineer,Analytics Department,2014.0,10,2019.0,11
682,Backend Engineer II,Analytics Department,2019.0,11,-99.0,8
683,Backend Engineer II,Analytics Department,2012.0,6,2018.0,6
683,Team Lead,Analytics Department,2018.0,6,-99.0,9
684,Data Analyst II,Analytics Department,2012.0,7,2018.0,2
684,Data Scientist,Analytics Department,2018.0,2,-99.0,10
685,Backend Engineer II,IT Department,2015.0,10,-99.0,11
686,Backend Engineer II,Analytics Department,2017.0,6,-99.0,7
687,Associate Backend Engineer,Analytics Department,2010.0,1,2016.0,11
687,Backend Engineer,Analytics Department,2016.0,11,-99.0,2
688,Associate Backend Engineer,Analytics Department,2015.0,6,-99.0,8
689,Associate Frontend Engineer,IT Department,2009.0,6,2015.0,3
689,Frontend Engineer,IT Department,2015.0,3,-99.0,8
690,Associate Backend Engineer,IT Department,2014.0,2,-99.0,10
691,Backend Engineer II,Analytics Department,2014.0,5,-99.0,5
692,Backend Engineer II,Analytics Department,2016.0,4,-99.0,2
693,Data Analyst II,Analytics Department,2013.0,6,2019.0,7
693,Data Scientist,Analytics Department,2019.0,7,-99.0,11
694,Associate Frontend Engineer,IT Department,2006.0,11,2012.0,9
694,Frontend Engineer,IT Department,2012.0,9,2017.0,6
694,Frontend Engineer II,IT Department,2017.0,6,-99.0,12
695,Associate Data Analyst,Analytics Department,2013.0,3,2019.0,11
695,Data Analyst,Analytics Department,2019.0,11,-99.0,7
696,Backend Engineer II,Analytics Department,2015.0,7,-99.0,7
697,Associate Backend Engineer,Analytics Department,2014.0,9,-99.0,12
698,Jr Data Analyst,Analytics Department,2014.0,12,-99.0,9
699,Associate Frontend Engineer,IT Department,2010.0,4,2016.0,8
699,Frontend Engineer,IT Department,2016.0,8,-99.0,1
700,Backend Engineer II,Analytics Department,2012.0,1,2018.0,11
700,Team Lead,Analytics Department,2018.0,11,-99.0,11
701,Frontend Engineer II,IT Department,2011.0,4,2017.0,7
701,Sr Frontend Engineer,IT Department,2017.0,7,-99.0,4
702,Backend Engineer II,IT Department,2013.0,1,2019.0,4
702,Team Lead,IT Department,2019.0,4,-99.0,2
703,Associate Frontend Engineer,IT Department,2007.0,3,2013.0,11
703,Frontend Engineer,IT Department,2013.0,11,2018.0,2
703,Frontend Engineer II,IT Department,2018.0,2,-99.0,5
704,Sr Manager,Administration Department,2016.0,2,-99.0,5
705,Data Analyst II,Analytics Department,2014.0,3,-99.0,10
706,Backend Engineer II,Analytics Department,2014.0,7,-99.0,11
707,Backend Engineer II,IT Department,2009.0,7,2015.0,4
707,Team Lead,IT Department,2015.0,4,-99.0,11
708,Backend Engineer,Analytics Department,2009.0,2,2015.0,6
708,Backend Engineer II,Analytics Department,2015.0,6,-99.0,11
709,Backend Engineer II,Analytics Department,2011.0,9,2017.0,8
709,Team Lead,Analytics Department,2017.0,8,-99.0,10
710,Associate Manager,Administration Department,2014.0,5,-99.0,10
711,Associate Data Analyst,Analytics Department,2011.0,12,2017.0,1
711,Data Analyst,Analytics Department,2017.0,1,-99.0,1
712,Backend Engineer II,IT Department,2013.0,6,2019.0,8
712,Team Lead,IT Department,2019.0,8,-99.0,5
713,Associate Data Analyst,Analytics Department,2016.0,8,-99.0,10
714,Backend Engineer II,IT Department,2014.0,7,-99.0,11
715,Associate Data Analyst,Analytics Department,2012.0,10,2018.0,6
715,Data Analyst,Analytics Department,2018.0,6,-99.0,12
716,Backend Engineer,Analytics Department,2009.0,9,2015.0,5
716,Backend Engineer II,Analytics Department,2015.0,5,-99.0,2
717,Data Analyst II,Analytics Department,2010.0,10,2016.0,12
717,Data Scientist,Analytics Department,2016.0,12,-99.0,5
718,Associate Frontend Engineer,IT Department,2010.0,2,2016.0,12
718,Frontend Engineer,IT Department,2016.0,12,-99.0,3
719,Associate Frontend Engineer,IT Department,2007.0,5,2013.0,7
719,Frontend Engineer,IT Department,2013.0,7,2018.0,9
719,Frontend Engineer II,IT Department,2018.0,9,-99.0,2
720,Associate Backend Engineer,IT Department,2011.0,3,2017.0,9
720,Backend Engineer,IT Department,2017.0,9,-99.0,7
721,Associate Backend Engineer,Analytics Department,2007.0,5,2013.0,8
721,Backend Engineer,Analytics Department,2013.0,8,2018.0,7
721,Backend Engineer II,Analytics Department,2018.0,7,-99.0,9
722,Associate Backend Engineer,Analytics Department,2013.0,7,2019.0,9
722,Backend Engineer,Analytics Department,2019.0,9,-99.0,5
723,Associate Backend Engineer,Analytics Department,2009.0,9,2015.0,1
723,Backend Engineer,Analytics Department,2015.0,1,-99.0,11
724,Sr Manager,Administration Department,2010.0,7,2016.0,9
724,,Administration Department,2016.0,9,-99.0,4
725,Backend Engineer II,Analytics Department,2015.0,2,-99.0,1
726,Sr Manager,Administration Department,2012.0,1,2018.0,8
726,,Administration Department,2018.0,8,-99.0,10
