id,start_year,start_month,end_year,end_month,job_title,department
486,2005.0,12,2011.0,2,Associate Backend Engineer,IT Department
487,2009.0,7,2013.0,3,Associate Backend Engineer,Analytics Department
488,2005.0,12,2011.0,5,Associate Data Analyst,Analytics Department
489,1986.0,5,1992.0,10,Associate Data Analyst,Analytics Department
489,1993.0,10,1998.0,12,Data Analyst,Analytics Department
489,1998.0,12,2010.0,9,Data Analyst II,Analytics Department
490,2006.0,7,2010.0,4,Associate Data Analyst,Analytics Department
491,2000.0,5,2006.0,7,Associate Backend Engineer,Analytics Department
492,1994.0,5,2000.0,11,Associate Data Analyst,Analytics Department
492,2001.0,11,2006.0,4,Data Analyst,Analytics Department
492,2007.0,4,2011.0,5,Data Analyst II,Analytics Department
493,2004.0,12,2010.0,4,Associate Backend Engineer,IT Department
494,2006.0,5,2010.0,7,Associate Frontend Engineer,IT Department
495,2012.0,12,2016.0,10,Associate Data Analyst,Analytics Department
496,2004.0,12,2010.0,9,Associate Manager,Administration Department
497,1994.0,7,2000.0,4,Associate Data Analyst,Analytics Department
497,2001.0,4,2006.0,8,Data Analyst,Analytics Department
497,2006.0,8,2010.0,1,Data Analyst II,Analytics Department
498,1992.0,12,1998.0,2,Associate Backend Engineer,Analytics Department
498,1998.0,2,2003.0,10,Backend Engineer,Analytics Department
498,2004.0,10,2016.0,11,Backend Engineer II,Analytics Department
499,2000.0,5,2006.0,7,Associate Backend Engineer,Analytics Department
500,1994.0,12,2000.0,12,Associate Backend Engineer,Analytics Department
500,2001.0,12,2006.0,5,Backend Engineer,Analytics Department
500,2006.0,5,2010.0,6,Backend Engineer II,Analytics Department
501,2012.0,4,2016.0,1,Associate Frontend Engineer,IT Department
502,2008.0,4,2012.0,9,Associate Data Analyst,Administration Department
503,1992.0,4,1998.0,3,Associate Frontend Engineer,IT Department
503,1998.0,3,2003.0,6,Frontend Engineer,IT Department
503,2003.0,6,2015.0,5,Frontend Engineer II,IT Department
504,2005.0,5,2011.0,4,Associate Backend Engineer,Analytics Department
505,1990.0,7,1996.0,6,Associate Backend Engineer,Analytics Department
505,1996.0,6,2001.0,4,Backend Engineer,Analytics Department
505,2001.0,4,2013.0,1,Backend Engineer II,Analytics Department
506,1993.0,4,1999.0,1,Associate Data Analyst,Analytics Department
506,1999.0,1,2004.0,7,Data Analyst,Analytics Department
506,2004.0,7,2016.0,4,Data Analyst II,Analytics Department
507,2011.0,5,2015.0,1,Associate Backend Engineer,Analytics Department
508,2007.0,5,2011.0,6,Associate Backend Engineer,Analytics Department
509,2003.0,5,2009.0,8,Associate Data Analyst,Analytics Department
511,2007.0,5,2011.0,7,Associate Frontend Engineer,IT Department
512,2000.0,4,2006.0,9,Associate Backend Engineer,IT Department
513,2000.0,5,2006.0,8,Associate Data Analyst,Analytics Department
514,1992.0,5,1998.0,5,Associate Data Analyst,Analytics Department
514,1999.0,5,2004.0,9,Data Analyst,Analytics Department
514,2004.0,9,2016.0,9,Data Analyst II,Analytics Department
515,2009.0,7,2013.0,12,Associate Backend Engineer,Analytics Department
516,2008.0,12,2012.0,4,Associate Backend Engineer,Analytics Department
517,1989.0,5,1995.0,4,Associate Backend Engineer,IT Department
517,1995.0,4,2000.0,12,Backend Engineer,IT Department
517,2001.0,12,2013.0,11,Backend Engineer II,IT Department
518,2005.0,12,2011.0,3,Associate Backend Engineer,Analytics Department
519,1986.0,12,1992.0,2,Associate Data Analyst,Analytics Department
519,1993.0,2,1998.0,3,Data Analyst,Analytics Department
519,1998.0,3,2010.0,8,Data Analyst II,Analytics Department
520,1998.0,12,2004.0,2,Associate Frontend Engineer,IT Department
520,2005.0,2,2010.0,10,Frontend Engineer,IT Department
520,2011.0,10,2012.0,2,Backend Engineer II,IT Department
521,1994.0,12,2000.0,8,Associate Manager,Administration Department
521,2001.0,8,2006.0,8,Assistant Manager,Administration Department
521,2006.0,8,2010.0,2,Manager,Administration Department
522,2008.0,4,2012.0,11,Associate Data Analyst,Analytics Department
523,2011.0,7,2015.0,9,Associate Data Analyst,Analytics Department
524,1997.0,12,2003.0,10,Associate Data Analyst,Analytics Department
524,2004.0,10,2009.0,9,Data Analyst,Analytics Department
524,2010.0,9,2011.0,7,Data Analyst II,Analytics Department
525,2006.0,5,2010.0,11,Associate Frontend Engineer,IT Department
526,2003.0,12,2009.0,6,Associate Data Analyst,Analytics Department
528,2002.0,4,2008.0,4,Associate Manager,Administration Department
529,2001.0,12,2007.0,2,Associate Backend Engineer,Analytics Department
530,1997.0,12,2003.0,11,Associate Frontend Engineer,IT Department
530,2003.0,11,2008.0,9,Frontend Engineer,IT Department
530,2008.0,9,2012.0,2,Frontend Engineer II,IT Department
531,2004.0,5,2010.0,9,Associate Backend Engineer,Analytics Department
532,2001.0,5,2007.0,7,Associate Backend Engineer,Analytics Department
533,2005.0,7,2011.0,8,Associate Backend Engineer,Analytics Department
535,1998.0,5,2004.0,10,Associate Data Analyst,Analytics Department
535,2005.0,10,2010.0,11,Data Analyst,Analytics Department
535,2011.0,11,2012.0,2,Data Analyst II,Analytics Department
536,1996.0,12,2002.0,11,Associate Data Analyst,Analytics Department
536,2003.0,11,2008.0,2,Data Analyst,Analytics Department
536,2008.0,2,2012.0,11,Data Analyst II,Analytics Department
537,2011.0,12,2015.0,7,Associate Frontend Engineer,IT Department
538,1987.0,12,1993.0,2,Associate Data Analyst,Analytics Department
538,1994.0,2,1999.0,3,Data Analyst,Analytics Department
538,1999.0,3,2011.0,8,Data Analyst II,Analytics Department
539,1995.0,5,2001.0,6,Associate Data Analyst,Analytics Department
539,2001.0,6,2006.0,2,Data Analyst,Analytics Department
539,2007.0,2,2011.0,5,Data Analyst II,Analytics Department
540,1992.0,5,1998.0,4,Associate Backend Engineer,IT Department
540,1998.0,4,2003.0,6,Backend Engineer,IT Department
540,2004.0,6,2016.0,1,Backend Engineer II,IT Department
541,2002.0,12,2008.0,4,Associate Data Analyst,Analytics Department
542,2012.0,12,2016.0,10,Associate Data Analyst,Analytics Department
543,2008.0,12,2012.0,2,Associate Data Analyst,Analytics Department
544,1992.0,12,1998.0,11,Associate Data Analyst,Analytics Department
544,1998.0,11,2003.0,9,Data Analyst,Analytics Department
544,2003.0,9,2015.0,10,Data Analyst II,Analytics Department
545,2004.0,12,2010.0,4,Associate Frontend Engineer,IT Department
546,2005.0,4,2011.0,2,Associate Frontend Engineer,IT Department
547,2007.0,4,2011.0,8,Associate Data Analyst,Analytics Department
548,1992.0,4,1998.0,12,Associate Backend Engineer,Analytics Department
548,1998.0,12,2003.0,12,Backend Engineer,Analytics Department
548,2003.0,12,2015.0,8,Backend Engineer II,Analytics Department
549,2008.0,12,2012.0,3,Associate Backend Engineer,Analytics Department
550,2007.0,12,2011.0,6,Associate Backend Engineer,IT Department
551,1991.0,7,1997.0,4,Associate Data Analyst,Analytics Department
551,1997.0,4,2002.0,7,Data Analyst,Analytics Department
551,2003.0,7,2015.0,3,Data Analyst II,Analytics Department
554,2010.0,12,2014.0,11,Associate Backend Engineer,IT Department
555,2002.0,12,2008.0,1,Associate Backend Engineer,IT Department
556,2005.0,12,2011.0,2,Associate Data Analyst,Administration Department
557,2001.0,5,2007.0,9,Associate Backend Engineer,Analytics Department
558,2009.0,5,2013.0,12,Associate Frontend Engineer,IT Department
559,2008.0,12,2012.0,5,Associate Frontend Engineer,IT Department
560,2000.0,7,2006.0,5,Associate Backend Engineer,Analytics Department
561,2008.0,12,2012.0,10,Associate Data Analyst,Administration Department
562,2008.0,5,2012.0,3,Associate Data Analyst,Analytics Department
563,2002.0,12,2008.0,9,Associate Data Analyst,Analytics Department
564,1996.0,12,2002.0,6,Associate Manager,Administration Department
564,2003.0,6,2008.0,5,Assistant Manager,Administration Department
564,2008.0,5,2012.0,9,Manager,Administration Department
565,1998.0,5,2004.0,11,Associate Frontend Engineer,IT Department
565,2004.0,11,2009.0,11,Frontend Engineer,IT Department
566,2008.0,12,2012.0,3,Associate Data Analyst,Analytics Department
567,1988.0,12,1994.0,5,Associate Backend Engineer,IT Department
567,1994.0,5,1999.0,9,Backend Engineer,IT Department
567,2000.0,9,2012.0,6,Backend Engineer II,IT Department
568,2012.0,12,2016.0,1,Associate Frontend Engineer,IT Department
569,1994.0,5,2000.0,12,Associate Data Analyst,Analytics Department
569,2000.0,12,2005.0,2,Data Analyst,Analytics Department
569,2005.0,2,2017.0,4,Data Analyst II,Analytics Department
570,2004.0,4,2010.0,1,Associate Data Analyst,Analytics Department
572,1992.0,12,1998.0,5,Associate Backend Engineer,IT Department
572,1999.0,5,2004.0,11,Backend Engineer,IT Department
572,2004.0,11,2016.0,3,Backend Engineer II,IT Department
573,1997.0,5,2003.0,8,Associate Frontend Engineer,IT Department
573,2004.0,8,2009.0,8,Frontend Engineer,IT Department
574,2006.0,12,2010.0,9,Associate Frontend Engineer,IT Department
575,2004.0,5,2010.0,1,Associate Data Analyst,Analytics Department
576,1999.0,12,2005.0,12,Associate Data Analyst,Analytics Department
577,1996.0,5,2002.0,3,Associate Frontend Engineer,IT Department
577,2002.0,3,2007.0,7,Frontend Engineer,IT Department
577,2007.0,7,2011.0,4,Frontend Engineer II,IT Department
578,2012.0,12,2016.0,12,Associate Data Analyst,Analytics Department
579,1997.0,12,2003.0,5,Associate Backend Engineer,Analytics Department
579,2003.0,5,2008.0,3,Backend Engineer,Analytics Department
579,2008.0,3,2012.0,1,Backend Engineer II,Analytics Department
580,1987.0,12,1993.0,8,Associate Frontend Engineer,IT Department
580,1993.0,8,1998.0,11,Frontend Engineer,IT Department
580,1998.0,11,2010.0,8,Frontend Engineer II,IT Department
581,2000.0,5,2006.0,1,Associate Frontend Engineer,IT Department
582,2001.0,12,2007.0,9,Associate Data Analyst,Analytics Department
583,1997.0,5,2003.0,3,Associate Frontend Engineer,IT Department
583,2003.0,3,2008.0,10,Frontend Engineer,IT Department
583,2008.0,10,2012.0,12,Backend Engineer II,IT Department
584,2003.0,5,2009.0,2,Associate Manager,Administration Department
585,2011.0,5,2015.0,2,Associate Frontend Engineer,IT Department
586,2003.0,5,2009.0,5,Associate Backend Engineer,IT Department
587,1999.0,12,2005.0,6,Associate Frontend Engineer,IT Department
587,2005.0,6,2010.0,8,Frontend Engineer,IT Department
587,2011.0,8,2012.0,9,Frontend Engineer II,IT Department
588,2006.0,5,2010.0,5,Associate Data Analyst,Analytics Department
589,1993.0,12,1999.0,1,Associate Data Analyst,Analytics Department
589,2000.0,1,2005.0,12,Data Analyst,Analytics Department
589,2006.0,12,2010.0,5,Data Analyst II,Analytics Department
590,1997.0,4,2003.0,7,Associate Backend Engineer,Analytics Department
590,2003.0,7,2008.0,12,Backend Engineer,Analytics Department
591,2001.0,4,2007.0,10,Associate Backend Engineer,Analytics Department
592,1998.0,12,2004.0,2,Associate Data Analyst,Administration Department
592,2004.0,2,2009.0,5,Assistant Manager,Administration Department
593,2001.0,5,2007.0,10,Associate Backend Engineer,Analytics Department
594,1991.0,5,1997.0,1,Associate Backend Engineer,IT Department
594,1998.0,1,2003.0,12,Backend Engineer,IT Department
594,2003.0,12,2015.0,9,Backend Engineer II,IT Department
595,2010.0,12,2014.0,10,Associate Backend Engineer,Analytics Department
597,2005.0,4,2011.0,3,Associate Backend Engineer,Analytics Department
598,1987.0,12,1993.0,9,Associate Data Analyst,Analytics Department
598,1993.0,9,1998.0,11,Data Analyst,Analytics Department
598,1998.0,11,2010.0,3,Data Analyst II,Analytics Department
599,1993.0,5,1999.0,2,Associate Data Analyst,Analytics Department
599,2000.0,2,2005.0,5,Data Analyst,Analytics Department
599,2006.0,5,2010.0,4,Data Analyst II,Analytics Department
600,2010.0,12,2014.0,11,Associate Backend Engineer,IT Department
601,1997.0,5,2003.0,11,Associate Manager,Administration Department
601,2003.0,11,2008.0,8,Assistant Manager,Administration Department
602,2001.0,12,2007.0,4,Associate Frontend Engineer,IT Department
603,1998.0,4,2004.0,5,Associate Backend Engineer,Analytics Department
603,2004.0,5,2009.0,12,Backend Engineer,Analytics Department
604,1991.0,12,1997.0,9,Associate Data Analyst,Analytics Department
604,1998.0,9,2003.0,7,Data Analyst,Analytics Department
604,2003.0,7,2015.0,11,Data Analyst II,Analytics Department
605,2011.0,5,2015.0,11,Associate Backend Engineer,IT Department
606,1999.0,7,2005.0,4,Associate Frontend Engineer,IT Department
606,2005.0,4,2010.0,10,Frontend Engineer,IT Department
606,2010.0,10,2011.0,12,Backend Engineer II,IT Department
607,2003.0,7,2009.0,10,Associate Frontend Engineer,IT Department
608,2008.0,12,2012.0,8,Associate Backend Engineer,IT Department
609,1988.0,12,1994.0,11,Associate Data Analyst,Analytics Department
609,1995.0,11,2000.0,11,Data Analyst,Analytics Department
609,2000.0,11,2012.0,11,Data Analyst II,Analytics Department
610,1996.0,12,2002.0,5,Associate Backend Engineer,IT Department
610,2002.0,5,2007.0,11,Backend Engineer,IT Department
610,2007.0,11,2011.0,9,Backend Engineer II,IT Department
611,1997.0,5,2003.0,11,Associate Backend Engineer,Analytics Department
611,2003.0,11,2008.0,8,Backend Engineer,Analytics Department
612,2004.0,5,2010.0,6,Associate Data Analyst,Analytics Department
613,1995.0,12,2001.0,6,Associate Backend Engineer,Analytics Department
613,2001.0,6,2006.0,6,Backend Engineer,Analytics Department
613,2007.0,6,2011.0,10,Backend Engineer II,Analytics Department
614,2003.0,4,2009.0,6,Associate Data Analyst,Analytics Department
615,1995.0,12,2001.0,5,Associate Frontend Engineer,IT Department
615,2001.0,5,2006.0,11,Frontend Engineer,IT Department
615,2007.0,11,2011.0,5,Frontend Engineer II,IT Department
616,2002.0,5,2008.0,5,Associate Data Analyst,Analytics Department
617,1994.0,12,2000.0,9,Associate Backend Engineer,IT Department
617,2001.0,9,2006.0,2,Backend Engineer,IT Department
617,2007.0,2,2011.0,2,Backend Engineer II,IT Department
618,2006.0,7,2010.0,11,Associate Frontend Engineer,IT Department
619,2002.0,12,2008.0,7,Associate Frontend Engineer,IT Department
620,1999.0,5,2005.0,5,Associate Frontend Engineer,IT Department
621,1999.0,12,2005.0,10,Associate Data Analyst,Analytics Department
621,2005.0,10,2010.0,2,Data Analyst,Analytics Department
621,2011.0,2,2012.0,12,Data Analyst II,Analytics Department
623,1992.0,5,1998.0,8,Associate Data Analyst,Analytics Department
623,1999.0,8,2004.0,3,Data Analyst,Analytics Department
623,2004.0,3,2016.0,10,Data Analyst II,Analytics Department
624,1993.0,12,1999.0,10,Associate Backend Engineer,Analytics Department
624,1999.0,10,2004.0,6,Backend Engineer,Analytics Department
624,2004.0,6,2016.0,6,Backend Engineer II,Analytics Department
625,2004.0,5,2010.0,8,Associate Backend Engineer,Analytics Department
626,1991.0,5,1997.0,6,Associate Backend Engineer,IT Department
626,1997.0,6,2002.0,11,Backend Engineer,IT Department
626,2003.0,11,2015.0,10,Backend Engineer II,IT Department
627,2010.0,12,2014.0,1,Associate Frontend Engineer,IT Department
628,2012.0,12,2016.0,4,Associate Data Analyst,Analytics Department
629,1995.0,12,2001.0,1,Associate Backend Engineer,IT Department
629,2002.0,1,2007.0,1,Backend Engineer,IT Department
629,2007.0,1,2011.0,9,Backend Engineer II,IT Department
630,2005.0,12,2011.0,6,Associate Backend Engineer,Analytics Department
631,2009.0,12,2013.0,8,Associate Manager,Administration Department
632,2011.0,12,2015.0,11,Associate Backend Engineer,Analytics Department
633,2000.0,5,2006.0,7,Associate Backend Engineer,IT Department
634,2002.0,5,2008.0,6,Associate Backend Engineer,Analytics Department
635,1995.0,5,2001.0,3,Associate Data Analyst,Analytics Department
635,2001.0,3,2006.0,3,Data Analyst,Analytics Department
635,2006.0,3,2010.0,9,Data Analyst II,Analytics Department
636,1990.0,4,1996.0,9,Associate Frontend Engineer,IT Department
636,1997.0,9,2002.0,6,Frontend Engineer,IT Department
636,2002.0,6,2014.0,1,Frontend Engineer II,IT Department
638,1998.0,4,2004.0,11,Associate Backend Engineer,Analytics Department
638,2005.0,11,2010.0,2,Backend Engineer,Analytics Department
638,2011.0,2,2012.0,9,Backend Engineer II,Analytics Department
639,2003.0,12,2009.0,11,Associate Backend Engineer,IT Department
640,1998.0,12,2004.0,7,Associate Backend Engineer,IT Department
640,2004.0,7,2009.0,2,Backend Engineer,IT Department
641,2005.0,12,2011.0,4,Associate Backend Engineer,IT Department
642,1988.0,12,1994.0,5,Associate Manager,Administration Department
642,1994.0,5,1999.0,6,Assistant Manager,Administration Department
642,1999.0,6,2011.0,5,Manager,Administration Department
643,1998.0,7,2004.0,7,Associate Frontend Engineer,IT Department
643,2004.0,7,2009.0,6,Frontend Engineer,IT Department
644,2004.0,5,2010.0,3,Associate Data Analyst,Analytics Department
645,1996.0,5,2002.0,7,Associate Backend Engineer,Analytics Department
645,2002.0,7,2007.0,11,Backend Engineer,Analytics Department
645,2008.0,11,2012.0,1,Backend Engineer II,Analytics Department
646,2007.0,12,2011.0,3,Associate Frontend Engineer,IT Department
647,2011.0,12,2015.0,12,Associate Data Analyst,Analytics Department
648,2007.0,4,2011.0,11,Associate Frontend Engineer,IT Department
649,1995.0,12,2001.0,8,Associate Backend Engineer,Analytics Department
649,2002.0,8,2007.0,11,Backend Engineer,Analytics Department
649,2007.0,11,2011.0,1,Backend Engineer II,Analytics Department
650,2007.0,5,2011.0,5,Associate Data Analyst,Analytics Department
651,2004.0,5,2010.0,3,Associate Data Analyst,Analytics Department
652,1998.0,5,2004.0,9,Associate Backend Engineer,IT Department
652,2004.0,9,2009.0,2,Backend Engineer,IT Department
652,2010.0,2,2011.0,10,Backend Engineer II,IT Department
653,1996.0,5,2002.0,9,Associate Backend Engineer,Analytics Department
653,2002.0,9,2007.0,2,Backend Engineer,Analytics Department
653,2007.0,2,2011.0,7,Backend Engineer II,Analytics Department
654,1993.0,12,1999.0,12,Associate Frontend Engineer,IT Department
654,2000.0,12,2005.0,9,Frontend Engineer,IT Department
654,2006.0,9,2010.0,4,Frontend Engineer II,IT Department
655,2000.0,5,2006.0,2,Associate Data Analyst,Analytics Department
656,2006.0,4,2010.0,10,Associate Frontend Engineer,IT Department
659,2004.0,12,2010.0,5,Associate Frontend Engineer,IT Department
660,1998.0,12,2004.0,3,Associate Backend Engineer,Analytics Department
660,2004.0,3,2009.0,7,Backend Engineer,Analytics Department
661,1993.0,12,1999.0,6,Associate Data Analyst,Analytics Department
661,1999.0,6,2004.0,7,Data Analyst,Analytics Department
661,2004.0,7,2016.0,3,Data Analyst II,Analytics Department
662,2007.0,12,2011.0,2,Associate Backend Engineer,IT Department
663,2006.0,12,2010.0,12,Associate Manager,Administration Department
664,2010.0,5,2014.0,10,Associate Backend Engineer,IT Department
665,1998.0,4,2004.0,9,Associate Backend Engineer,IT Department
665,2004.0,9,2009.0,3,Backend Engineer,IT Department
666,1997.0,5,2003.0,5,Associate Manager,Administration Department
666,2004.0,5,2009.0,10,Assistant Manager,Administration Department
666,2010.0,10,2011.0,3,Manager,Administration Department
667,2000.0,5,2006.0,10,Associate Data Analyst,Analytics Department
668,1999.0,12,2005.0,10,Associate Backend Engineer,IT Department
668,2005.0,10,2010.0,6,Backend Engineer,IT Department
668,2010.0,6,2011.0,10,Backend Engineer II,IT Department
669,1998.0,12,2004.0,6,Associate Backend Engineer,Analytics Department
669,2004.0,6,2009.0,10,Backend Engineer,Analytics Department
670,1995.0,12,2001.0,11,Associate Frontend Engineer,IT Department
670,2002.0,11,2007.0,7,Frontend Engineer,IT Department
670,2007.0,7,2011.0,12,Frontend Engineer II,IT Department
671,2001.0,12,2007.0,12,Associate Data Analyst,Analytics Department
672,1990.0,5,1996.0,9,Associate Backend Engineer,IT Department
672,1996.0,9,2001.0,5,Backend Engineer,IT Department
672,2002.0,5,2014.0,4,Backend Engineer II,IT Department
673,2010.0,7,2014.0,10,Associate Backend Engineer,Analytics Department
674,2011.0,12,2015.0,10,Associate Backend Engineer,Analytics Department
675,1995.0,5,2001.0,9,Associate Data Analyst,Analytics Department
675,2001.0,9,2006.0,1,Data Analyst,Analytics Department
675,2006.0,1,2010.0,4,Data Analyst II,Analytics Department
676,1988.0,5,1994.0,8,Associate Frontend Engineer,IT Department
676,1994.0,8,1999.0,7,Frontend Engineer,IT Department
676,1999.0,7,2011.0,2,Frontend Engineer II,IT Department
677,1992.0,4,1998.0,7,Associate Data Analyst,Analytics Department
677,1998.0,7,2003.0,9,Data Analyst,Analytics Department
677,2004.0,9,2016.0,7,Data Analyst II,Analytics Department
678,2010.0,12,2014.0,6,Associate Frontend Engineer,IT Department
679,1991.0,12,1997.0,6,Associate Data Analyst,Analytics Department
679,1997.0,6,2002.0,3,Data Analyst,Analytics Department
679,2002.0,3,2014.0,12,Data Analyst II,Analytics Department
680,1989.0,12,1995.0,7,Associate Data Analyst,Analytics Department
680,1996.0,7,2001.0,6,Data Analyst,Analytics Department
680,2002.0,6,2014.0,11,Data Analyst II,Analytics Department
681,2010.0,12,2014.0,2,Associate Data Analyst,Analytics Department
682,2002.0,12,2008.0,2,Associate Backend Engineer,Analytics Department
683,1989.0,4,1995.0,7,Associate Backend Engineer,Analytics Department
683,1995.0,7,2000.0,4,Backend Engineer,Analytics Department
683,2000.0,4,2012.0,6,Backend Engineer II,Analytics Department
684,1988.0,4,1994.0,3,Associate Data Analyst,Analytics Department
684,1995.0,3,2000.0,5,Data Analyst,Analytics Department
684,2000.0,5,2012.0,7,Data Analyst II,Analytics Department
685,1991.0,12,1997.0,2,Associate Backend Engineer,IT Department
685,1998.0,2,2003.0,1,Backend Engineer,IT Department
685,2003.0,1,2015.0,10,Backend Engineer II,IT Department
686,1992.0,5,1998.0,5,Associate Backend Engineer,Analytics Department
686,1999.0,5,2004.0,2,Backend Engineer,Analytics Department
686,2005.0,2,2017.0,6,Backend Engineer II,Analytics Department
687,2006.0,12,2010.0,1,Associate Backend Engineer,Analytics Department
688,2011.0,12,2015.0,6,Associate Backend Engineer,Analytics Department
689,2003.0,12,2009.0,6,Associate Frontend Engineer,IT Department
690,2010.0,4,2014.0,2,Associate Backend Engineer,IT Department
691,1990.0,5,1996.0,9,Associate Backend Engineer,Analytics Department
691,1996.0,9,2001.0,1,Backend Engineer,Analytics Department
691,2002.0,1,2014.0,5,Backend Engineer II,Analytics Department
692,1993.0,12,1999.0,6,Associate Backend Engineer,Analytics Department
692,1999.0,6,2004.0,9,Backend Engineer,Analytics Department
692,2004.0,9,2016.0,4,Backend Engineer II,Analytics Department
693,1989.0,12,1995.0,7,Associate Data Analyst,Analytics Department
693,1996.0,7,2001.0,11,Data Analyst,Analytics Department
693,2001.0,11,2013.0,6,Data Analyst II,Analytics Department
694,2000.0,12,2006.0,11,Associate Frontend Engineer,IT Department
695,2009.0,7,2013.0,3,Associate Data Analyst,Analytics Department
696,1991.0,12,1997.0,6,Associate Backend Engineer,Analytics Department
696,1997.0,6,2002.0,11,Backend Engineer,Analytics Department
696,2003.0,11,2015.0,7,Backend Engineer II,Analytics Department
697,2010.0,12,2014.0,9,Associate Backend Engineer,Analytics Department
699,2004.0,5,2010.0,4,Associate Frontend Engineer,IT Department
700,1989.0,7,1995.0,1,Associate Backend Engineer,Analytics Department
700,1995.0,1,2000.0,3,Backend Engineer,Analytics Department
700,2000.0,3,2012.0,1,Backend Engineer II,Analytics Department
701,1988.0,5,1994.0,7,Associate Frontend Engineer,IT Department
701,1994.0,7,1999.0,5,Frontend Engineer,IT Department
701,1999.0,5,2011.0,4,Frontend Engineer II,IT Department
702,1990.0,5,1996.0,10,Associate Backend Engineer,IT Department
702,1996.0,10,2001.0,3,Backend Engineer,IT Department
702,2001.0,3,2013.0,1,Backend Engineer II,IT Department
703,2001.0,7,2007.0,3,Associate Frontend Engineer,IT Department
704,1993.0,12,1999.0,2,Associate Manager,Administration Department
704,1999.0,2,2004.0,12,Assistant Manager,Administration Department
704,2004.0,12,2016.0,2,Manager,Administration Department
705,1990.0,12,1996.0,9,Associate Data Analyst,Analytics Department
705,1997.0,9,2002.0,12,Data Analyst,Analytics Department
705,2002.0,12,2014.0,3,Data Analyst II,Analytics Department
706,1991.0,4,1997.0,3,Associate Backend Engineer,Analytics Department
706,1997.0,3,2002.0,8,Backend Engineer,Analytics Department
706,2002.0,8,2014.0,7,Backend Engineer II,Analytics Department
707,1986.0,4,1992.0,2,Associate Backend Engineer,IT Department
707,1992.0,2,1997.0,1,Backend Engineer,IT Department
707,1997.0,1,2009.0,7,Backend Engineer II,IT Department
708,1998.0,7,2004.0,12,Associate Backend Engineer,Analytics Department
708,2004.0,12,2009.0,2,Backend Engineer,Analytics Department
709,1994.0,5,2000.0,4,Associate Backend Engineer,Analytics Department
709,2001.0,4,2006.0,6,Backend Engineer,Analytics Department
709,2007.0,6,2011.0,9,Backend Engineer II,Analytics Department
711,2005.0,12,2011.0,12,Associate Data Analyst,Analytics Department
712,1990.0,5,1996.0,6,Associate Frontend Engineer,IT Department
712,1996.0,6,2001.0,4,Frontend Engineer,IT Department
712,2001.0,4,2013.0,6,Backend Engineer II,IT Department
713,2012.0,5,2016.0,8,Associate Data Analyst,Analytics Department
714,1989.0,5,1995.0,11,Associate Backend Engineer,IT Department
714,1996.0,11,2001.0,4,Backend Engineer,IT Department
714,2002.0,4,2014.0,7,Backend Engineer II,IT Department
715,2008.0,5,2012.0,10,Associate Data Analyst,Analytics Department
716,1997.0,4,2003.0,6,Associate Backend Engineer,Analytics Department
716,2004.0,6,2009.0,9,Backend Engineer,Analytics Department
717,1995.0,7,2001.0,4,Associate Data Analyst,Analytics Department
717,2001.0,4,2006.0,3,Data Analyst,Analytics Department
717,2006.0,3,2010.0,10,Data Analyst II,Analytics Department
718,2004.0,12,2010.0,2,Associate Frontend Engineer,IT Department
719,2001.0,12,2007.0,5,Associate Frontend Engineer,IT Department
720,2007.0,12,2011.0,3,Associate Backend Engineer,IT Department
721,2001.0,5,2007.0,5,Associate Backend Engineer,Analytics Department
722,2009.0,12,2013.0,7,Associate Backend Engineer,Analytics Department
723,2003.0,12,2009.0,9,Associate Backend Engineer,Analytics Department
724,1994.0,5,2000.0,3,Associate Manager,Administration Department
724,2000.0,3,2005.0,1,Assistant Manager,Administration Department
724,2006.0,1,2010.0,7,Manager,Administration Department
725,1991.0,4,1997.0,11,Associate Backend Engineer,Analytics Department
725,1998.0,11,2003.0,5,Backend Engineer,Analytics Department
725,2003.0,5,2015.0,2,Backend Engineer II,Analytics Department
726,1999.0,5,2005.0,8,Associate Manager,Administration Department
726,2005.0,8,2010.0,9,Assistant Manager,Administration Department
726,2011.0,9,2012.0,1,Manager,Administration Department
727,2011.0,12,2015.0,7,Associate Backend Engineer,Analytics Department
728,2010.0,12,2014.0,7,Associate Backend Engineer,IT Department
729,2008.0,7,2012.0,7,Associate Backend Engineer,IT Department
730,2009.0,5,2013.0,11,Associate Frontend Engineer,IT Department
731,1990.0,12,1996.0,10,Associate Backend Engineer,IT Department
731,1997.0,10,2002.0,10,Backend Engineer,IT Department
731,2002.0,10,2014.0,6,Backend Engineer II,IT Department
732,2008.0,12,2012.0,6,Associate Data Analyst,Analytics Department
733,1995.0,12,2001.0,8,Associate Backend Engineer,Analytics Department
733,2001.0,8,2006.0,3,Backend Engineer,Analytics Department
733,2007.0,3,2011.0,7,Backend Engineer II,Analytics Department
734,1993.0,12,1999.0,11,Associate Frontend Engineer,IT Department
734,1999.0,11,2004.0,11,Frontend Engineer,IT Department
734,2004.0,11,2016.0,10,Backend Engineer II,IT Department
735,2000.0,5,2006.0,4,Associate Backend Engineer,Analytics Department
737,1988.0,12,1994.0,11,Associate Backend Engineer,Analytics Department
737,1995.0,11,2000.0,7,Backend Engineer,Analytics Department
737,2000.0,7,2012.0,1,Backend Engineer II,Analytics Department
738,1988.0,12,1994.0,12,Associate Backend Engineer,Analytics Department
738,1994.0,12,1999.0,10,Backend Engineer,Analytics Department
