department,end_month,id,job_title,p_end,p_start,start_month
Analytics Department,5,589,Data Analyst II,2016.0,2010.0,5
,9,589,,-99.0,2016.0,5
Analytics Department,10,590,Backend Engineer,2014.0,2008.0,12
,1,590,,2019.0,2014.0,10
,8,590,,-99.0,2019.0,1
Analytics Department,5,591,Associate Backend Engineer,2013.0,2007.0,10
,3,591,,2018.0,2013.0,5
,6,591,,-99.0,2018.0,3
Administration Department,12,592,Assistant Manager,2015.0,2009.0,5
,12,592,,-99.0,2015.0,12
Analytics Department,8,593,Associate Backend Engineer,2013.0,2007.0,10
,5,593,,2018.0,2013.0,8
,4,593,,-99.0,2018.0,5
IT Department,2,594,Backend Engineer II,-99.0,2015.0,9
Analytics Department,2,595,Associate Backend Engineer,-99.0,2014.0,10
Analytics Department,12,596,Jr Data Analyst,-99.0,2014.0,7
Analytics Department,11,597,Associate Backend Engineer,2017.0,2011.0,3
,12,597,,-99.0,2017.0,11
Analytics Department,12,598,Data Analyst II,2016.0,2010.0,3
,4,598,,-99.0,2016.0,12
Analytics Department,3,599,Data Analyst II,2016.0,2010.0,4
,4,599,,-99.0,2016.0,3
IT Department,1,600,Associate Backend Engineer,-99.0,2014.0,11
Administration Department,9,601,Assistant Manager,2014.0,2008.0,8
,11,601,,2019.0,2014.0,9
,12,601,,-99.0,2019.0,11
IT Department,1,602,Associate Frontend Engineer,2013.0,2007.0,4
,9,602,,2018.0,2013.0,1
,3,602,,-99.0,2018.0,9
Analytics Department,2,603,Backend Engineer,2015.0,2009.0,12
,9,603,,-99.0,2015.0,2
Analytics Department,2,604,Data Analyst II,-99.0,2015.0,11
IT Department,8,605,Associate Backend Engineer,-99.0,2015.0,11
IT Department,2,606,Backend Engineer II,2017.0,2011.0,12
,12,606,,-99.0,2017.0,2
IT Department,6,607,Associate Frontend Engineer,2015.0,2009.0,10
,5,607,,-99.0,2015.0,6
IT Department,5,608,Associate Backend Engineer,2018.0,2012.0,8
,6,608,,-99.0,2018.0,5
Analytics Department,2,609,Data Analyst II,2018.0,2012.0,11
,1,609,,-99.0,2018.0,2
IT Department,2,610,Backend Engineer II,2017.0,2011.0,9
,9,610,,-99.0,2017.0,2
Analytics Department,5,611,Backend Engineer,2014.0,2008.0,8
,3,611,,2019.0,2014.0,5
,8,611,,-99.0,2019.0,3
Analytics Department,1,612,Associate Data Analyst,2016.0,2010.0,6
,11,612,,-99.0,2016.0,1
Analytics Department,1,613,Backend Engineer II,2017.0,2011.0,10
,11,613,,-99.0,2017.0,1
Analytics Department,5,614,Associate Data Analyst,2015.0,2009.0,6
,7,614,,-99.0,2015.0,5
IT Department,9,615,Frontend Engineer II,2017.0,2011.0,5
,1,615,,-99.0,2017.0,9
Analytics Department,10,616,Associate Data Analyst,2014.0,2008.0,5
,5,616,,2019.0,2014.0,10
,5,616,,-99.0,2019.0,5
IT Department,12,617,Backend Engineer II,2017.0,2011.0,2
,5,617,,-99.0,2017.0,12
IT Department,6,618,Associate Frontend Engineer,2016.0,2010.0,11
,3,618,,-99.0,2016.0,6
IT Department,3,619,Associate Frontend Engineer,2014.0,2008.0,7
,5,619,,2019.0,2014.0,3
,8,619,,-99.0,2019.0,5
IT Department,4,620,Associate Frontend Engineer,2011.0,2005.0,5
,3,620,,2016.0,2011.0,4
,3,620,,-99.0,2016.0,3
Analytics Department,2,621,Data Analyst II,2018.0,2012.0,12
,2,621,,-99.0,2018.0,2
Administration Department,4,622,Jr Manager,-99.0,2015.0,5
Analytics Department,6,623,Data Analyst II,-99.0,2016.0,10
Analytics Department,9,624,Backend Engineer II,-99.0,2016.0,6
Analytics Department,9,625,Associate Backend Engineer,2016.0,2010.0,8
,6,625,,-99.0,2016.0,9
IT Department,5,626,Backend Engineer II,-99.0,2015.0,10
IT Department,8,627,Associate Frontend Engineer,-99.0,2014.0,1
Analytics Department,9,628,Associate Data Analyst,-99.0,2016.0,4
IT Department,6,629,Backend Engineer II,2017.0,2011.0,9
,6,629,,-99.0,2017.0,6
Analytics Department,5,630,Associate Backend Engineer,2017.0,2011.0,6
,8,630,,-99.0,2017.0,5
Administration Department,3,631,Associate Manager,2019.0,2013.0,8
,12,631,,-99.0,2019.0,3
Analytics Department,12,632,Associate Backend Engineer,-99.0,2015.0,11
IT Department,7,633,Associate Backend Engineer,2012.0,2006.0,7
,3,633,,2017.0,2012.0,7
,4,633,,-99.0,2017.0,3
Analytics Department,2,634,Associate Backend Engineer,2014.0,2008.0,6
,3,634,,2019.0,2014.0,2
,1,634,,-99.0,2019.0,3
Analytics Department,10,635,Data Analyst II,2016.0,2010.0,9
,4,635,,-99.0,2016.0,10
IT Department,11,636,Frontend Engineer II,-99.0,2014.0,1
Analytics Department,11,637,Jr Backend Engineer,-99.0,2015.0,4
Analytics Department,7,638,Backend Engineer II,2018.0,2012.0,9
,1,638,,-99.0,2018.0,7
IT Department,8,639,Associate Backend Engineer,2015.0,2009.0,11
,3,639,,-99.0,2015.0,8
IT Department,5,640,Backend Engineer,2015.0,2009.0,2
,12,640,,-99.0,2015.0,5
IT Department,12,641,Associate Backend Engineer,2017.0,2011.0,4
,8,641,,-99.0,2017.0,12
Administration Department,10,642,Manager,2017.0,2011.0,5
,2,642,,-99.0,2017.0,10
IT Department,11,643,Frontend Engineer,2015.0,2009.0,6
,9,643,,-99.0,2015.0,11
Analytics Department,11,644,Associate Data Analyst,2016.0,2010.0,3
,1,644,,-99.0,2016.0,11
Analytics Department,10,645,Backend Engineer II,2018.0,2012.0,1
,12,645,,-99.0,2018.0,10
IT Department,6,646,Associate Frontend Engineer,2017.0,2011.0,3
,6,646,,-99.0,2017.0,6
Analytics Department,10,647,Associate Data Analyst,-99.0,2015.0,12
IT Department,8,648,Associate Frontend Engineer,2017.0,2011.0,11
,8,648,,-99.0,2017.0,8
Analytics Department,8,649,Backend Engineer II,2017.0,2011.0,1
,9,649,,-99.0,2017.0,8
Analytics Department,9,650,Associate Data Analyst,2017.0,2011.0,5
,7,650,,-99.0,2017.0,9
Analytics Department,4,651,Associate Data Analyst,2016.0,2010.0,3
,7,651,,-99.0,2016.0,4
IT Department,7,652,Backend Engineer II,2017.0,2011.0,10
,9,652,,-99.0,2017.0,7
Analytics Department,5,653,Backend Engineer II,2017.0,2011.0,7
,12,653,,-99.0,2017.0,5
IT Department,11,654,Frontend Engineer II,2016.0,2010.0,4
,12,654,,-99.0,2016.0,11
Analytics Department,12,655,Associate Data Analyst,2012.0,2006.0,2
,3,655,,2017.0,2012.0,12
,11,655,,-99.0,2017.0,3
IT Department,12,656,Associate Frontend Engineer,2016.0,2010.0,10
,4,656,,-99.0,2016.0,12
Analytics Department,10,657,Jr Backend Engineer,-99.0,2018.0,5
IT Department,5,658,Jr Backend Engineer,2019.0,2013.0,7
,7,658,,-99.0,2019.0,5
IT Department,5,659,Associate Frontend Engineer,2016.0,2010.0,5
,1,659,,-99.0,2016.0,5
Analytics Department,11,660,Backend Engineer,2015.0,2009.0,7
,7,660,,-99.0,2015.0,11
Analytics Department,4,661,Data Analyst II,-99.0,2016.0,3
IT Department,5,662,Associate Backend Engineer,2017.0,2011.0,2
,10,662,,-99.0,2017.0,5
Administration Department,2,663,Associate Manager,2016.0,2010.0,12
,2,663,,-99.0,2016.0,2
IT Department,1,664,Associate Backend Engineer,-99.0,2014.0,10
IT Department,11,665,Backend Engineer,2015.0,2009.0,3
,10,665,,-99.0,2015.0,11
Administration Department,10,666,Manager,2017.0,2011.0,3
,4,666,,-99.0,2017.0,10
Analytics Department,2,667,Associate Data Analyst,2012.0,2006.0,10
,4,667,,2017.0,2012.0,2
,10,667,,-99.0,2017.0,4
IT Department,1,668,Backend Engineer II,2017.0,2011.0,10
,11,668,,-99.0,2017.0,1
Analytics Department,1,669,Backend Engineer,2015.0,2009.0,10
,12,669,,-99.0,2015.0,1
IT Department,2,670,Frontend Engineer II,2017.0,2011.0,12
,7,670,,-99.0,2017.0,2
Analytics Department,5,671,Associate Data Analyst,2013.0,2007.0,12
,2,671,,2018.0,2013.0,5
,3,671,,-99.0,2018.0,2
IT Department,11,672,Backend Engineer II,-99.0,2014.0,4
Analytics Department,11,673,Associate Backend Engineer,-99.0,2014.0,10
Analytics Department,4,674,Associate Backend Engineer,-99.0,2015.0,10
Analytics Department,11,675,Data Analyst II,2016.0,2010.0,4
,10,675,,-99.0,2016.0,11
IT Department,1,676,Frontend Engineer II,2017.0,2011.0,2
,11,676,,-99.0,2017.0,1
Analytics Department,5,677,Data Analyst II,-99.0,2016.0,7
IT Department,6,678,Associate Frontend Engineer,-99.0,2014.0,6
Analytics Department,5,679,Data Analyst II,-99.0,2014.0,12
Analytics Department,9,680,Data Analyst II,-99.0,2014.0,11
Analytics Department,5,681,Associate Data Analyst,-99.0,2014.0,2
Analytics Department,10,682,Associate Backend Engineer,2014.0,2008.0,2
,11,682,,2019.0,2014.0,10
,8,682,,-99.0,2019.0,11
Analytics Department,6,683,Backend Engineer II,2018.0,2012.0,6
,9,683,,-99.0,2018.0,6
Analytics Department,2,684,Data Analyst II,2018.0,2012.0,7
,10,684,,-99.0,2018.0,2
IT Department,11,685,Backend Engineer II,-99.0,2015.0,10
Analytics Department,7,686,Backend Engineer II,-99.0,2017.0,6
Analytics Department,11,687,Associate Backend Engineer,2016.0,2010.0,1
,2,687,,-99.0,2016.0,11
Analytics Department,8,688,Associate Backend Engineer,-99.0,2015.0,6
IT Department,3,689,Associate Frontend Engineer,2015.0,2009.0,6
,8,689,,-99.0,2015.0,3
IT Department,10,690,Associate Backend Engineer,-99.0,2014.0,2
Analytics Department,5,691,Backend Engineer II,-99.0,2014.0,5
Analytics Department,2,692,Backend Engineer II,-99.0,2016.0,4
Analytics Department,7,693,Data Analyst II,2019.0,2013.0,6
,11,693,,-99.0,2019.0,7
IT Department,9,694,Associate Frontend Engineer,2012.0,2006.0,11
,6,694,,2017.0,2012.0,9
,12,694,,-99.0,2017.0,6
Analytics Department,11,695,Associate Data Analyst,2019.0,2013.0,3
,7,695,,-99.0,2019.0,11
Analytics Department,7,696,Backend Engineer II,-99.0,2015.0,7
Analytics Department,12,697,Associate Backend Engineer,-99.0,2014.0,9
Analytics Department,9,698,Jr Data Analyst,-99.0,2014.0,12
IT Department,8,699,Associate Frontend Engineer,2016.0,2010.0,4
,1,699,,-99.0,2016.0,8
Analytics Department,11,700,Backend Engineer II,2018.0,2012.0,1
,11,700,,-99.0,2018.0,11
IT Department,7,701,Frontend Engineer II,2017.0,2011.0,4
,4,701,,-99.0,2017.0,7
IT Department,4,702,Backend Engineer II,2019.0,2013.0,1
,2,702,,-99.0,2019.0,4
IT Department,11,703,Associate Frontend Engineer,2013.0,2007.0,3
,2,703,,2018.0,2013.0,11
,5,703,,-99.0,2018.0,2
Administration Department,5,704,Manager,-99.0,2016.0,2
Analytics Department,10,705,Data Analyst II,-99.0,2014.0,3
Analytics Department,11,706,Backend Engineer II,-99.0,2014.0,7
IT Department,4,707,Backend Engineer II,2015.0,2009.0,7
,11,707,,-99.0,2015.0,4
Analytics Department,6,708,Backend Engineer,2015.0,2009.0,2
,11,708,,-99.0,2015.0,6
Analytics Department,8,709,Backend Engineer II,2017.0,2011.0,9
,10,709,,-99.0,2017.0,8
Administration Department,10,710,Jr Manager,-99.0,2014.0,5
Analytics Department,1,711,Associate Data Analyst,2017.0,2011.0,12
,1,711,,-99.0,2017.0,1
IT Department,8,712,Backend Engineer II,2019.0,2013.0,6
,5,712,,-99.0,2019.0,8
Analytics Department,10,713,Associate Data Analyst,-99.0,2016.0,8
IT Department,11,714,Backend Engineer II,-99.0,2014.0,7
Analytics Department,6,715,Associate Data Analyst,2018.0,2012.0,10
,12,715,,-99.0,2018.0,6
Analytics Department,5,716,Backend Engineer,2015.0,2009.0,9
,2,716,,-99.0,2015.0,5
Analytics Department,12,717,Data Analyst II,2016.0,2010.0,10
,5,717,,-99.0,2016.0,12
IT Department,12,718,Associate Frontend Engineer,2016.0,2010.0,2
,3,718,,-99.0,2016.0,12
IT Department,7,719,Associate Frontend Engineer,2013.0,2007.0,5
,9,719,,2018.0,2013.0,7
,2,719,,-99.0,2018.0,9
IT Department,9,720,Associate Backend Engineer,2017.0,2011.0,3
,7,720,,-99.0,2017.0,9
Analytics Department,8,721,Associate Backend Engineer,2013.0,2007.0,5
,7,721,,2018.0,2013.0,8
,9,721,,-99.0,2018.0,7
Analytics Department,9,722,Associate Backend Engineer,2019.0,2013.0,7
,5,722,,-99.0,2019.0,9
Analytics Department,1,723,Associate Backend Engineer,2015.0,2009.0,9
,11,723,,-99.0,2015.0,1
Administration Department,9,724,Manager,2016.0,2010.0,7
,4,724,,-99.0,2016.0,9
Analytics Department,1,725,Backend Engineer II,-99.0,2015.0,2
Administration Department,8,726,Manager,2018.0,2012.0,1
,10,726,,-99.0,2018.0,8
Analytics Department,6,727,Associate Backend Engineer,-99.0,2015.0,7
IT Department,1,728,Associate Backend Engineer,-99.0,2014.0,7
IT Department,12,729,Associate Backend Engineer,2018.0,2012.0,7
,1,729,,-99.0,2018.0,12
IT Department,11,730,Associate Frontend Engineer,2019.0,2013.0,11
,6,730,,-99.0,2019.0,11
IT Department,2,731,Backend Engineer II,-99.0,2014.0,6
Analytics Department,1,732,Associate Data Analyst,2018.0,2012.0,6
,3,732,,-99.0,2018.0,1
Analytics Department,3,733,Backend Engineer II,2017.0,2011.0,7
,9,733,,-99.0,2017.0,3
IT Department,12,734,Backend Engineer II,-99.0,2016.0,10
Analytics Department,11,735,Associate Backend Engineer,2012.0,2006.0,4
,1,735,,2017.0,2012.0,11
,10,735,,-99.0,2017.0,1
IT Department,4,736,Jr Frontend Engineer,-99.0,2014.0,12
Analytics Department,8,737,Backend Engineer II,2018.0,2012.0,1
,10,737,,-99.0,2018.0,8
Analytics Department,2,738,Backend Engineer II,2017.0,2011.0,9
,12,738,,-99.0,2017.0,2
IT Department,1,739,Frontend Engineer II,-99.0,2014.0,11
Analytics Department,3,740,Associate Backend Engineer,-99.0,2016.0,2
IT Department,10,741,Associate Backend Engineer,2013.0,2007.0,9
,9,741,,2018.0,2013.0,10
,9,741,,-99.0,2018.0,9
Analytics Department,3,742,Backend Engineer II,2017.0,2011.0,12
,9,742,,-99.0,2017.0,3
IT Department,3,743,Backend Engineer II,2018.0,2012.0,9
,10,743,,-99.0,2018.0,3
IT Department,11,744,Associate Frontend Engineer,2015.0,2009.0,2
,11,744,,-99.0,2015.0,11
Analytics Department,4,745,Associate Backend Engineer,2017.0,2011.0,9
,11,745,,-99.0,2017.0,4
Analytics Department,5,746,Data Analyst II,2018.0,2012.0,9
,11,746,,-99.0,2018.0,5
IT Department,2,747,Backend Engineer II,-99.0,2015.0,4
IT Department,3,748,Associate Backend Engineer,2012.0,2006.0,1
,9,748,,2017.0,2012.0,3
,9,748,,-99.0,2017.0,9
Analytics Department,4,749,Data Analyst II,2018.0,2012.0,9
,8,749,,-99.0,2018.0,4
Analytics Department,9,750,Associate Data Analyst,-99.0,2016.0,11
Analytics Department,2,751,Associate Backend Engineer,2018.0,2012.0,9
,5,751,,-99.0,2018.0,2
IT Department,2,752,Associate Backend Engineer,-99.0,2016.0,6
IT Department,10,753,Associate Frontend Engineer,2016.0,2010.0,3
,5,753,,-99.0,2016.0,10
IT Department,9,754,Frontend Engineer,2014.0,2008.0,6
,2,754,,2019.0,2014.0,9
,2,754,,-99.0,2019.0,2
Analytics Department,5,755,Data Analyst II,2016.0,2010.0,10
,2,755,,-99.0,2016.0,5
IT Department,9,756,Associate Backend Engineer,2011.0,2005.0,12
,7,756,,2016.0,2011.0,9
,11,756,,-99.0,2016.0,7
IT Department,6,757,Frontend Engineer II,2016.0,2010.0,12
,12,757,,-99.0,2016.0,6
Analytics Department,7,758,Backend Engineer II,-99.0,2016.0,1
IT Department,11,759,Associate Backend Engineer,2014.0,2008.0,5
,12,759,,2019.0,2014.0,11
,12,759,,-99.0,2019.0,12
Analytics Department,8,760,Associate Data Analyst,2016.0,2010.0,1
,12,760,,-99.0,2016.0,8
Analytics Department,8,761,Backend Engineer II,2018.0,2012.0,10
,4,761,,-99.0,2018.0,8
IT Department,5,762,Associate Frontend Engineer,2013.0,2007.0,7
,4,762,,2018.0,2013.0,5
,1,762,,-99.0,2018.0,4
Analytics Department,7,763,Associate Backend Engineer,-99.0,2015.0,8
IT Department,8,764,Backend Engineer II,2018.0,2012.0,8
,8,764,,-99.0,2018.0,8
Analytics Department,5,765,Associate Data Analyst,2016.0,2010.0,9
,8,765,,-99.0,2016.0,5
Analytics Department,11,766,Backend Engineer II,-99.0,2016.0,10
Analytics Department,12,767,Associate Backend Engineer,-99.0,2014.0,6
Analytics Department,7,768,Associate Data Analyst,2018.0,2012.0,3
,3,768,,-99.0,2018.0,7
Administration Department,2,769,Assistant Manager,2015.0,2009.0,2
,11,769,,-99.0,2015.0,2
IT Department,10,770,Backend Engineer II,-99.0,2017.0,8
Analytics Department,11,771,Data Analyst II,-99.0,2016.0,2
IT Department,3,772,Associate Backend Engineer,2011.0,2005.0,4
,4,772,,2016.0,2011.0,3
,9,772,,-99.0,2016.0,4
Analytics Department,9,773,Associate Data Analyst,2015.0,2009.0,8
,9,773,,-99.0,2015.0,9
Analytics Department,3,774,Associate Backend Engineer,-99.0,2016.0,10
Analytics Department,8,775,Backend Engineer II,-99.0,2017.0,9
Analytics Department,9,776,Backend Engineer II,-99.0,2017.0,5
Analytics Department,7,777,Data Analyst II,-99.0,2014.0,2
Analytics Department,4,778,Associate Backend Engineer,2015.0,2009.0,4
,3,778,,-99.0,2015.0,4
Administration Department,12,779,Associate Manager,2013.0,2007.0,11
,8,779,,2018.0,2013.0,12
,7,779,,-99.0,2018.0,8
IT Department,7,780,Associate Frontend Engineer,2016.0,2010.0,10
,7,780,,-99.0,2016.0,7
IT Department,1,781,Associate Frontend Engineer,2018.0,2012.0,10
,11,781,,-99.0,2018.0,1
IT Department,8,782,Associate Frontend Engineer,-99.0,2015.0,3
Analytics Department,3,783,Backend Engineer II,2017.0,2011.0,1
,4,783,,-99.0,2017.0,3
Analytics Department,9,784,Associate Data Analyst,2014.0,2008.0,8
,12,784,,2019.0,2014.0,9
,8,784,,-99.0,2019.0,12
IT Department,5,785,Associate Frontend Engineer,2014.0,2008.0,11
,8,785,,2019.0,2014.0,5
,6,785,,-99.0,2019.0,8
Analytics Department,11,786,Associate Backend Engineer,2019.0,2013.0,10
,10,786,,-99.0,2019.0,11
IT Department,8,787,Backend Engineer II,2019.0,2013.0,10
,4,787,,-99.0,2019.0,8
Analytics Department,3,788,Data Analyst II,2016.0,2010.0,12
,11,788,,-99.0,2016.0,3
IT Department,2,789,Backend Engineer II,2019.0,2013.0,3
,9,789,,-99.0,2019.0,2
Analytics Department,11,790,Data Analyst II,-99.0,2015.0,1
Analytics Department,12,791,Associate Backend Engineer,2017.0,2011.0,11
,3,791,,-99.0,2017.0,12
Analytics Department,1,792,Associate Data Analyst,2013.0,2007.0,9
,6,792,,2018.0,2013.0,1
,8,792,,-99.0,2018.0,6
Analytics Department,6,793,Associate Backend Engineer,2013.0,2007.0,5
,6,793,,2018.0,2013.0,6
,7,793,,-99.0,2018.0,6
IT Department,11,794,Jr Frontend Engineer,2019.0,2013.0,12
,4,794,,-99.0,2019.0,11
Analytics Department,3,795,Associate Data Analyst,2011.0,2005.0,8
,4,795,,2016.0,2011.0,3
,3,795,,-99.0,2016.0,4
Analytics Department,7,796,Associate Data Analyst,2014.0,2008.0,6
,4,796,,2019.0,2014.0,7
,6,796,,-99.0,2019.0,4
Analytics Department,2,797,Associate Backend Engineer,2013.0,2007.0,5
,11,797,,2018.0,2013.0,2
,11,797,,-99.0,2018.0,11
Administration Department,3,798,Associate Manager,2012.0,2006.0,4
,8,798,,2017.0,2012.0,3
,2,798,,-99.0,2017.0,8
Analytics Department,8,799,Backend Engineer,2015.0,2009.0,5
,10,799,,-99.0,2015.0,8
IT Department,7,800,Backend Engineer II,2018.0,2012.0,8
,11,800,,-99.0,2018.0,7
Analytics Department,9,801,Associate Data Analyst,-99.0,2014.0,12
Analytics Department,9,802,Associate Data Analyst,2015.0,2009.0,4
,11,802,,-99.0,2015.0,9
Administration Department,1,803,Manager,2018.0,2012.0,2
,7,803,,-99.0,2018.0,1
Analytics Department,7,804,Backend Engineer II,-99.0,2017.0,5
IT Department,10,805,Frontend Engineer II,-99.0,2017.0,12
Analytics Department,7,806,Backend Engineer II,2018.0,2012.0,8
,4,806,,-99.0,2018.0,7
Analytics Department,5,807,Data Analyst II,2019.0,2013.0,4
,4,807,,-99.0,2019.0,5
Analytics Department,5,808,Data Analyst II,2017.0,2011.0,12
,8,808,,-99.0,2017.0,5
IT Department,7,809,Associate Frontend Engineer,-99.0,2016.0,1
Analytics Department,12,810,Data Analyst II,2018.0,2012.0,5
,8,810,,-99.0,2018.0,12
IT Department,12,811,Associate Backend Engineer,2017.0,2011.0,6
,11,811,,-99.0,2017.0,12
IT Department,6,812,Backend Engineer II,2017.0,2011.0,8
,5,812,,-99.0,2017.0,6
Analytics Department,3,813,Associate Data Analyst,2017.0,2011.0,4
,6,813,,-99.0,2017.0,3
Analytics Department,6,814,Jr Backend Engineer,-99.0,2014.0,4
Administration Department,7,815,Associate Manager,2014.0,2008.0,3
,12,815,,2019.0,2014.0,7
,2,815,,-99.0,2019.0,12
IT Department,6,816,Jr Backend Engineer,-99.0,2015.0,4
IT Department,12,817,Associate Frontend Engineer,2015.0,2009.0,5
,10,817,,-99.0,2015.0,12
Analytics Department,12,818,Data Analyst II,-99.0,2017.0,8
Analytics Department,2,819,Associate Backend Engineer,2015.0,2009.0,5
,3,819,,-99.0,2015.0,2
IT Department,2,820,Backend Engineer II,-99.0,2016.0,10
Administration Department,5,821,Assistant Manager,2014.0,2008.0,3
,5,821,,2019.0,2014.0,5
,4,821,,-99.0,2019.0,5
IT Department,9,822,Frontend Engineer II,-99.0,2014.0,4
IT Department,5,823,Frontend Engineer II,2017.0,2011.0,2
,5,823,,-99.0,2017.0,5
Analytics Department,4,824,Backend Engineer II,-99.0,2015.0,7
Analytics Department,8,825,Associate Backend Engineer,-99.0,2016.0,7
IT Department,5,826,Jr Backend Engineer,-99.0,2014.0,4
Analytics Department,10,827,Associate Data Analyst,-99.0,2014.0,1
Analytics Department,10,828,Jr Data Analyst,-99.0,2014.0,5
Administration Department,10,829,Associate Data Analyst,2014.0,2008.0,7
,9,829,,2019.0,2014.0,10
,11,829,,-99.0,2019.0,9
IT Department,2,830,Associate Backend Engineer,2013.0,2007.0,4
,7,830,,2018.0,2013.0,2
,6,830,,-99.0,2018.0,7
Analytics Department,7,831,Associate Backend Engineer,2017.0,2011.0,6
,11,831,,-99.0,2017.0,7
Analytics Department,12,832,Associate Data Analyst,2015.0,2009.0,8
,4,832,,-99.0,2015.0,12
Analytics Department,1,833,Data Analyst II,2018.0,2012.0,7
,5,833,,-99.0,2018.0,1
IT Department,5,834,Backend Engineer,2014.0,2008.0,2
,3,834,,2019.0,2014.0,5
,5,834,,-99.0,2019.0,3
Administration Department,6,835,Associate Manager,2018.0,2012.0,2
,6,835,,-99.0,2018.0,6
Analytics Department,8,836,Associate Backend Engineer,2017.0,2011.0,1
,12,836,,-99.0,2017.0,8
Analytics Department,11,837,Jr Backend Engineer,-99.0,2015.0,12
Administration Department,5,838,Manager,2017.0,2011.0,2
,4,838,,-99.0,2017.0,5
IT Department,1,839,Associate Frontend Engineer,-99.0,2016.0,6
Analytics Department,12,840,Jr Backend Engineer,-99.0,2016.0,4
IT Department,8,841,Jr Backend Engineer,-99.0,2015.0,12
Analytics Department,11,842,Associate Data Analyst,-99.0,2014.0,10
Analytics Department,9,843,Associate Data Analyst,2012.0,2006.0,9
,12,843,,2017.0,2012.0,9
,9,843,,-99.0,2017.0,12
Analytics Department,8,844,Associate Backend Engineer,2015.0,2009.0,4
,1,844,,-99.0,2015.0,8
Analytics Department,5,845,Associate Data Analyst,-99.0,2015.0,12
IT Department,9,846,Frontend Engineer II,2018.0,2012.0,4
,9,846,,-99.0,2018.0,9
IT Department,11,847,Associate Frontend Engineer,2019.0,2013.0,12
,2,847,,-99.0,2019.0,11
Analytics Department,12,848,Associate Data Analyst,2017.0,2011.0,2
,11,848,,-99.0,2017.0,12
Analytics Department,9,849,Backend Engineer II,-99.0,2017.0,8
Analytics Department,3,850,Data Analyst II,2018.0,2012.0,3
,1,850,,-99.0,2018.0,3
IT Department,5,851,Associate Backend Engineer,-99.0,2014.0,10
IT Department,12,852,Associate Frontend Engineer,2014.0,2008.0,6
,12,852,,2019.0,2014.0,12
,8,852,,-99.0,2019.0,12
IT Department,6,853,Backend Engineer II,-99.0,2014.0,7
IT Department,6,854,Jr Backend Engineer,-99.0,2014.0,7
Analytics Department,7,855,Associate Data Analyst,2015.0,2009.0,6
,5,855,,-99.0,2015.0,7
Analytics Department,9,856,Data Analyst II,2018.0,2012.0,9
,3,856,,-99.0,2018.0,9
Analytics Department,9,857,Backend Engineer II,2018.0,2012.0,10
,8,857,,-99.0,2018.0,9
Analytics Department,11,858,Backend Engineer II,2016.0,2010.0,8
,3,858,,-99.0,2016.0,11
Analytics Department,6,859,Data Analyst II,2018.0,2012.0,10
,2,859,,-99.0,2018.0,6
IT Department,4,860,Associate Backend Engineer,2017.0,2011.0,1
,4,860,,-99.0,2017.0,4
IT Department,8,861,Associate Frontend Engineer,-99.0,2014.0,8
Administration Department,3,862,Manager,2019.0,2013.0,10
,8,862,,-99.0,2019.0,3
IT Department,12,863,Backend Engineer II,2018.0,2012.0,3
,7,863,,-99.0,2018.0,12
IT Department,1,864,Backend Engineer II,-99.0,2016.0,8
Analytics Department,2,865,Backend Engineer II,-99.0,2016.0,5
IT Department,2,866,Associate Backend Engineer,2016.0,2010.0,10
,7,866,,-99.0,2016.0,2
IT Department,7,867,Backend Engineer II,-99.0,2017.0,3
IT Department,4,868,Associate Frontend Engineer,2015.0,2009.0,1
,9,868,,-99.0,2015.0,4
IT Department,6,869,Backend Engineer II,-99.0,2014.0,3
Analytics Department,11,870,Data Analyst II,2017.0,2011.0,6
,12,870,,-99.0,2017.0,11
IT Department,7,871,Associate Frontend Engineer,2016.0,2010.0,5
,7,871,,-99.0,2016.0,7
Analytics Department,12,872,Backend Engineer II,2016.0,2010.0,8
,12,872,,-99.0,2016.0,12
Analytics Department,1,873,Backend Engineer II,-99.0,2017.0,6
Analytics Department,5,874,Data Analyst II,2017.0,2011.0,2
,1,874,,-99.0,2017.0,5
Analytics Department,3,875,Associate Data Analyst,-99.0,2015.0,8
IT Department,2,876,Frontend Engineer II,2017.0,2011.0,3
,8,876,,-99.0,2017.0,2
Analytics Department,6,877,Associate Backend Engineer,2012.0,2006.0,8
,8,877,,2017.0,2012.0,6
,9,877,,-99.0,2017.0,8
Administration Department,1,878,Associate Manager,2018.0,2012.0,5
,3,878,,-99.0,2018.0,1
Analytics Department,6,879,Associate Backend Engineer,2017.0,2011.0,6
,1,879,,-99.0,2017.0,6
Analytics Department,2,880,Data Analyst II,-99.0,2015.0,1
Analytics Department,10,881,Data Analyst II,2017.0,2011.0,6
,12,881,,-99.0,2017.0,10
Analytics Department,6,882,Associate Backend Engineer,2018.0,2012.0,5
,8,882,,-99.0,2018.0,6
Analytics Department,7,883,Associate Data Analyst,2019.0,2013.0,9
,1,883,,-99.0,2019.0,7
IT Department,1,884,Backend Engineer II,2018.0,2012.0,6
,3,884,,-99.0,2018.0,1
IT Department,8,885,Frontend Engineer II,2018.0,2012.0,11
,1,885,,-99.0,2018.0,8
Analytics Department,6,886,Backend Engineer II,2017.0,2011.0,3
,10,886,,-99.0,2017.0,6
IT Department,1,887,Backend Engineer II,2018.0,2012.0,9
,9,887,,-99.0,2018.0,1
Administration Department,9,888,Manager,2015.0,2009.0,9
