id,start_year,start_month,end_year,end_month,job_title,department,last_salary
513,2000,5,2006,8,Associate Data Analyst,Analytics Department,54443
514,1992,5,1998,5,Associate Data Analyst,Analytics Department,54463
514,1999,5,2004,9,Data Analyst,Analytics Department,84045
514,2004,9,2016,9,Data Analyst II,Analytics Department,110265
515,2009,7,2012,12,Associate Backend Engineer,IT Department,53892
516,2008,12,2011,4,Associate Backend Engineer,IT Department,53917
517,1989,5,2000,4,Associate Backend Engineer,IT Department,53942
517,2000,4,2005,12,Backend Engineer,IT Department,75525
517,2006,12,2010,11,Backend Engineer II,IT Department,97191
518,2005,12,2011,3,Associate Backend Engineer,IT Department,53967
519,1986,12,1997,2,Associate Data Analyst,Analytics Department,54563
519,1998,2,2003,3,Data Analyst,Analytics Department,84145
519,2003,3,2015,8,Data Analyst II,Analytics Department,110365
520,1998,12,2004,2,Associate Frontend Engineer,IT Department,34381
520,2005,2,2010,10,Frontend Engineer,IT Department,54166
520,2011,10,2012,2,Backend Engineer II,IT Department,97266
521,1994,12,2000,8,Associate Manager,Administration Department,92215
521,2001,8,2006,8,Assistant Manager,Administration Department,127756
521,2006,8,2010,2,Manager,Administration Department,151192
522,2008,4,2011,11,Associate Data Analyst,Analytics Department,54623
523,2011,7,2014,9,Associate Data Analyst,Analytics Department,54643
524,1997,12,2003,10,Associate Data Analyst,Analytics Department,54663
524,2004,10,2009,9,Data Analyst,Analytics Department,84245
524,2010,9,2011,7,Data Analyst II,Analytics Department,110465
525,2006,5,2009,11,Associate Frontend Engineer,IT Department,34281
526,2003,12,2009,6,Associate Data Analyst,Analytics Department,54703
528,2002,4,2008,4,Associate Manager,Administration Department,92355
529,2001,12,2007,2,Associate Backend Engineer,IT Department,54242
530,1997,12,2003,11,Associate Frontend Engineer,IT Department,34181
530,2003,11,2008,9,Frontend Engineer,IT Department,53966
530,2008,9,2012,2,Frontend Engineer II,IT Department,75234
531,2004,5,2010,9,Associate Backend Engineer,IT Department,54292
532,2001,5,2007,7,Associate Backend Engineer,IT Department,54317
533,2005,7,2011,8,Associate Backend Engineer,IT Department,54342
535,1998,5,2004,10,Associate Data Analyst,Analytics Department,54883
535,2005,10,2010,11,Data Analyst,Analytics Department,84465
535,2011,11,2012,2,Data Analyst II,Analytics Department,110685
536,1996,12,2002,11,Associate Data Analyst,Analytics Department,54903
536,2003,11,2008,2,Data Analyst,Analytics Department,84485
536,2008,2,2012,11,Data Analyst II,Analytics Department,110705
537,2011,12,2014,7,Associate Frontend Engineer,IT Department,34041
538,1987,12,1998,2,Associate Data Analyst,Analytics Department,54943
538,1999,2,2004,3,Data Analyst,Analytics Department,84525
538,2004,3,2016,8,Data Analyst II,Analytics Department,110745
539,1995,5,2001,6,Associate Data Analyst,Analytics Department,54963
539,2001,6,2006,2,Data Analyst,Analytics Department,84545
539,2007,2,2011,5,Data Analyst II,Analytics Department,110765
540,1992,5,1998,4,Associate Backend Engineer,IT Department,54517
540,1998,4,2003,6,Backend Engineer,IT Department,76100
540,2004,6,2016,1,Backend Engineer II,IT Department,97766
541,2002,12,2008,4,Associate Data Analyst,Analytics Department,55003
542,2012,12,2015,10,Associate Data Analyst,Analytics Department,55023
543,2008,12,2011,2,Associate Data Analyst,Analytics Department,55043
544,1992,12,1998,11,Associate Data Analyst,Analytics Department,55063
544,1998,11,2003,9,Data Analyst,Analytics Department,84645
544,2003,9,2015,10,Data Analyst II,Analytics Department,110865
545,2004,12,2010,4,Associate Frontend Engineer,IT Department,33881
546,2005,4,2011,2,Associate Frontend Engineer,IT Department,33861
547,2007,4,2010,8,Associate Data Analyst,Analytics Department,55123
548,1992,4,1998,12,Associate Backend Engineer,IT Department,54717
548,1998,12,2003,12,Backend Engineer,IT Department,76300
548,2003,12,2015,8,Backend Engineer II,IT Department,97966
549,2008,12,2011,3,Associate Backend Engineer,IT Department,54742
550,2007,12,2010,6,Associate Backend Engineer,IT Department,54767
551,1991,7,1997,4,Associate Data Analyst,Analytics Department,55203
551,1997,4,2002,7,Data Analyst,Analytics Department,84785
551,2003,7,2015,3,Data Analyst II,Analytics Department,111005
554,2010,12,2013,11,Associate Backend Engineer,IT Department,54867
555,2002,12,2008,1,Associate Backend Engineer,IT Department,54892
556,2005,12,2011,2,Associate Manager,Administration Department,92915
557,2001,5,2007,9,Associate Backend Engineer,IT Department,54942
558,2009,5,2012,12,Associate Frontend Engineer,IT Department,33621
559,2008,12,2011,5,Associate Frontend Engineer,IT Department,33601
560,2000,7,2006,5,Associate Backend Engineer,IT Department,55017
561,2008,12,2011,10,Associate Manager,Administration Department,93015
562,2008,5,2011,3,Associate Data Analyst,Analytics Department,55423
563,2002,12,2008,9,Associate Data Analyst,Analytics Department,55443
564,1996,12,2002,6,Associate Manager,Administration Department,93075
564,2003,6,2008,5,Assistant Manager,Administration Department,128616
564,2008,5,2012,9,Manager,Administration Department,152052
565,1998,5,2004,11,Associate Frontend Engineer,IT Department,33481
565,2004,11,2009,11,Frontend Engineer,IT Department,53266
566,2008,12,2011,3,Associate Data Analyst,Analytics Department,55503
567,1988,12,1999,5,Associate Backend Engineer,IT Department,55192
567,1999,5,2004,9,Backend Engineer,IT Department,76775
567,2005,9,2017,6,Backend Engineer II,IT Department,98441
568,2012,12,2015,1,Associate Frontend Engineer,IT Department,33421
569,1994,5,2000,12,Associate Data Analyst,Analytics Department,55563
569,2000,12,2005,2,Data Analyst,Analytics Department,85145
569,2005,2,2017,4,Data Analyst II,Analytics Department,111365
570,2004,4,2010,1,Associate Data Analyst,Analytics Department,55583
572,1992,12,1998,5,Associate Backend Engineer,IT Department,55317
572,1999,5,2004,11,Backend Engineer,IT Department,76900
572,2004,11,2016,3,Backend Engineer II,IT Department,98566
573,1997,5,2003,8,Associate Frontend Engineer,IT Department,33321
573,2004,8,2009,8,Frontend Engineer,IT Department,53106
574,2006,12,2009,9,Associate Frontend Engineer,IT Department,33301
575,2004,5,2010,1,Associate Data Analyst,Analytics Department,55683
576,1999,12,2005,12,Associate Data Analyst,Analytics Department,55703
577,1996,5,2002,3,Associate Frontend Engineer,IT Department,33241
577,2002,3,2007,7,Frontend Engineer,IT Department,53026
577,2007,7,2011,4,Frontend Engineer II,IT Department,74294
578,2012,12,2015,12,Associate Data Analyst,Analytics Department,55743
579,1997,12,2003,5,Associate Backend Engineer,IT Department,55492
579,2003,5,2008,3,Backend Engineer,IT Department,77075
579,2008,3,2012,1,Backend Engineer II,IT Department,98741
580,1987,12,1998,8,Associate Frontend Engineer,IT Department,33181
580,1998,8,2003,11,Frontend Engineer,IT Department,52966
580,2003,11,2015,8,Frontend Engineer II,IT Department,74234
581,2000,5,2006,1,Associate Frontend Engineer,IT Department,33161
582,2001,12,2007,9,Associate Data Analyst,Analytics Department,55823
583,1997,5,2003,3,Associate Frontend Engineer,IT Department,33121
583,2003,3,2008,10,Frontend Engineer,IT Department,52906
583,2008,10,2012,12,Backend Engineer II,IT Department,98841
584,2003,5,2009,2,Associate Manager,Administration Department,93475
585,2011,5,2014,2,Associate Frontend Engineer,IT Department,33081
586,2003,5,2009,5,Associate Backend Engineer,IT Department,55667
587,1999,12,2005,6,Associate Frontend Engineer,IT Department,33041
587,2005,6,2010,8,Frontend Engineer,IT Department,52826
587,2011,8,2012,9,Frontend Engineer II,IT Department,74094
588,2006,5,2009,5,Associate Data Analyst,Analytics Department,55943
589,1993,12,1999,1,Associate Data Analyst,Analytics Department,55963
589,2000,1,2005,12,Data Analyst,Analytics Department,85545
589,2006,12,2010,5,Data Analyst II,Analytics Department,111765
590,1997,4,2003,7,Associate Backend Engineer,IT Department,55767
590,2003,7,2008,12,Backend Engineer,IT Department,77350
591,2001,4,2007,10,Associate Backend Engineer,IT Department,55792
592,1998,12,2004,2,Associate Manager,Administration Department,93635
592,2004,2,2009,5,Assistant Manager,Administration Department,129176
593,2001,5,2007,10,Associate Backend Engineer,IT Department,55842
594,1991,5,1997,1,Associate Backend Engineer,IT Department,55867
594,1998,1,2003,12,Backend Engineer,IT Department,77450
594,2003,12,2015,9,Backend Engineer II,IT Department,99116
595,2010,12,2013,10,Associate Backend Engineer,IT Department,55892
597,2005,4,2011,3,Associate Backend Engineer,IT Department,55942
598,1987,12,1998,9,Associate Data Analyst,Analytics Department,56143
598,1998,9,2003,11,Data Analyst,Analytics Department,85725
598,2003,11,2015,3,Data Analyst II,Analytics Department,111945
599,1993,5,1999,2,Associate Data Analyst,Analytics Department,56163
599,2000,2,2005,5,Data Analyst,Analytics Department,85745
599,2006,5,2010,4,Data Analyst II,Analytics Department,111965
600,2010,12,2013,11,Associate Backend Engineer,IT Department,56017
601,1997,5,2003,11,Associate Manager,Administration Department,93815
601,2003,11,2008,8,Assistant Manager,Administration Department,129356
602,2001,12,2007,4,Associate Frontend Engineer,IT Department,32741
603,1998,4,2004,5,Associate Backend Engineer,IT Department,56092
603,2004,5,2009,12,Backend Engineer,IT Department,77675
604,1991,12,1997,9,Associate Data Analyst,Analytics Department,56263
604,1998,9,2003,7,Data Analyst,Analytics Department,85845
604,2003,7,2015,11,Data Analyst II,Analytics Department,112065
605,2011,5,2014,11,Associate Backend Engineer,IT Department,56142
606,1999,7,2005,4,Associate Frontend Engineer,IT Department,32661
606,2005,4,2010,10,Frontend Engineer,IT Department,52446
606,2010,10,2011,12,Backend Engineer II,IT Department,99416
607,2003,7,2009,10,Associate Frontend Engineer,IT Department,32641
608,2008,12,2011,8,Associate Backend Engineer,IT Department,56217
609,1988,12,1999,11,Associate Data Analyst,Analytics Department,56363
609,2000,11,2005,11,Data Analyst,Analytics Department,85945
609,2005,11,2017,11,Data Analyst II,Analytics Department,112165
610,1996,12,2002,5,Associate Backend Engineer,IT Department,56267
610,2002,5,2007,11,Backend Engineer,IT Department,77850
610,2007,11,2011,9,Backend Engineer II,IT Department,99516
611,1997,5,2003,11,Associate Backend Engineer,IT Department,56292
611,2003,11,2008,8,Backend Engineer,IT Department,77875
612,2004,5,2010,6,Associate Data Analyst,Analytics Department,56423
613,1995,12,2001,6,Associate Backend Engineer,IT Department,56342
613,2001,6,2006,6,Backend Engineer,IT Department,77925
613,2007,6,2011,10,Backend Engineer II,IT Department,99591
614,2003,4,2009,6,Associate Data Analyst,Analytics Department,56463
615,1995,12,2001,5,Associate Frontend Engineer,IT Department,32481
615,2001,5,2006,11,Frontend Engineer,IT Department,52266
615,2007,11,2011,5,Frontend Engineer II,IT Department,73534
616,2002,5,2008,5,Associate Data Analyst,Analytics Department,56503
617,1994,12,2000,9,Associate Backend Engineer,IT Department,56442
617,2001,9,2006,2,Backend Engineer,IT Department,78025
617,2007,2,2011,2,Backend Engineer II,IT Department,99691
618,2006,7,2009,11,Associate Frontend Engineer,IT Department,32421
619,2002,12,2008,7,Associate Frontend Engineer,IT Department,32401
620,1999,5,2005,5,Associate Frontend Engineer,IT Department,32381
621,1999,12,2005,10,Associate Data Analyst,Analytics Department,56603
621,2005,10,2010,2,Data Analyst,Analytics Department,86185
621,2011,2,2012,12,Data Analyst II,Analytics Department,112405
623,1992,5,1998,8,Associate Data Analyst,Analytics Department,56643
623,1999,8,2004,3,Data Analyst,Analytics Department,86225
623,2004,3,2016,10,Data Analyst II,Analytics Department,112445
624,1993,12,1999,10,Associate Backend Engineer,IT Department,56617
624,1999,10,2004,6,Backend Engineer,IT Department,78200
624,2004,6,2016,6,Backend Engineer II,IT Department,99866
625,2004,5,2010,8,Associate Backend Engineer,IT Department,56642
626,1991,5,1997,6,Associate Backend Engineer,IT Department,56667
626,1997,6,2002,11,Backend Engineer,IT Department,78250
626,2003,11,2015,10,Backend Engineer II,IT Department,99916
627,2010,12,2013,1,Associate Frontend Engineer,IT Department,32241
628,2012,12,2015,4,Associate Data Analyst,Analytics Department,56743
629,1995,12,2001,1,Associate Backend Engineer,IT Department,56742
629,2002,1,2007,1,Backend Engineer,IT Department,78325
629,2007,1,2011,9,Backend Engineer II,IT Department,99991
630,2005,12,2011,6,Associate Backend Engineer,IT Department,56767
631,2009,12,2012,8,Associate Manager,Administration Department,94415
632,2011,12,2014,11,Associate Backend Engineer,IT Department,56817
633,2000,5,2006,7,Associate Backend Engineer,IT Department,56842
634,2002,5,2008,6,Associate Backend Engineer,IT Department,56867
635,1995,5,2001,3,Associate Data Analyst,Analytics Department,56883
635,2001,3,2006,3,Data Analyst,Analytics Department,86465
635,2006,3,2010,9,Data Analyst II,Analytics Department,112685
636,1990,4,2001,9,Associate Frontend Engineer,IT Department,32061
636,2002,9,2007,6,Frontend Engineer,IT Department,51846
636,2007,6,2011,1,Frontend Engineer II,IT Department,73114
638,1999,4,2005,11,Associate Backend Engineer,IT Department,56967
639,2003,12,2009,11,Associate Backend Engineer,IT Department,56992
640,1998,12,2004,7,Associate Backend Engineer,IT Department,57017
640,2004,7,2009,2,Backend Engineer,IT Department,78600
641,2005,12,2011,4,Associate Backend Engineer,IT Department,57042
642,1988,12,1999,5,Associate Manager,Administration Department,94635
642,1999,5,2004,6,Assistant Manager,Administration Department,130176
642,2004,6,2016,5,Manager,Administration Department,153612
643,1998,7,2004,7,Associate Frontend Engineer,IT Department,31921
643,2004,7,2009,6,Frontend Engineer,IT Department,51706
644,2004,5,2010,3,Associate Data Analyst,Analytics Department,57063
645,1996,5,2002,7,Associate Backend Engineer,IT Department,57142
645,2002,7,2007,11,Backend Engineer,IT Department,78725
645,2008,11,2012,1,Backend Engineer II,IT Department,100391
646,2007,12,2010,3,Associate Frontend Engineer,IT Department,31861
647,2011,12,2014,12,Associate Data Analyst,Analytics Department,57123
648,2007,4,2010,11,Associate Frontend Engineer,IT Department,31821
649,1995,12,2001,8,Associate Backend Engineer,IT Department,57242
649,2002,8,2007,11,Backend Engineer,IT Department,78825
649,2007,11,2011,1,Backend Engineer II,IT Department,100491
650,2007,5,2010,5,Associate Data Analyst,Analytics Department,57183
651,2004,5,2010,3,Associate Data Analyst,Analytics Department,57203
652,1998,5,2004,9,Associate Backend Engineer,IT Department,57317
652,2004,9,2009,2,Backend Engineer,IT Department,78900
652,2010,2,2011,10,Backend Engineer II,IT Department,100566
653,1996,5,2002,9,Associate Backend Engineer,IT Department,57342
653,2002,9,2007,2,Backend Engineer,IT Department,78925
653,2007,2,2011,7,Backend Engineer II,IT Department,100591
654,1993,12,1999,12,Associate Frontend Engineer,IT Department,31701
654,2000,12,2005,9,Frontend Engineer,IT Department,51486
654,2006,9,2010,4,Frontend Engineer II,IT Department,72754
655,2000,5,2006,2,Associate Data Analyst,Analytics Department,57283
656,2006,4,2009,10,Associate Frontend Engineer,IT Department,31661
659,2004,12,2010,5,Associate Frontend Engineer,IT Department,31601
660,1998,12,2004,3,Associate Backend Engineer,IT Department,57517
660,2004,3,2009,7,Backend Engineer,IT Department,79100
661,1993,12,1999,6,Associate Data Analyst,Analytics Department,57403
661,1999,6,2004,7,Data Analyst,Analytics Department,86985
661,2004,7,2016,3,Data Analyst II,Analytics Department,113205
662,2007,12,2010,2,Associate Backend Engineer,IT Department,57567
663,2006,12,2009,12,Associate Manager,Administration Department,95055
664,2010,5,2013,10,Associate Backend Engineer,IT Department,57617
665,1998,4,2004,9,Associate Backend Engineer,IT Department,57642
665,2004,9,2009,3,Backend Engineer,IT Department,79225
666,1997,5,2003,5,Associate Manager,Administration Department,95115
666,2004,5,2009,10,Assistant Manager,Administration Department,130656
666,2010,10,2011,3,Manager,Administration Department,154092
667,2000,5,2006,10,Associate Data Analyst,Analytics Department,57523
668,1999,12,2005,10,Associate Backend Engineer,IT Department,57717
668,2005,10,2010,6,Backend Engineer,IT Department,79300
668,2010,6,2011,10,Backend Engineer II,IT Department,100966
669,1998,12,2004,6,Associate Backend Engineer,IT Department,57742
669,2004,6,2009,10,Backend Engineer,IT Department,79325
670,1995,12,2001,11,Associate Frontend Engineer,IT Department,31381
670,2002,11,2007,7,Frontend Engineer,IT Department,51166
670,2007,7,2011,12,Frontend Engineer II,IT Department,72434
671,2001,12,2007,12,Associate Data Analyst,Analytics Department,57603
672,1990,5,2001,9,Associate Backend Engineer,IT Department,57817
672,2001,9,2006,5,Backend Engineer,IT Department,79400
672,2007,5,2011,4,Backend Engineer II,IT Department,101066
673,2010,7,2013,10,Associate Backend Engineer,IT Department,57842
674,2011,12,2014,10,Associate Backend Engineer,IT Department,57867
675,1995,5,2001,9,Associate Data Analyst,Analytics Department,57683
675,2001,9,2006,1,Data Analyst,Analytics Department,87265
675,2006,1,2010,4,Data Analyst II,Analytics Department,113485
676,1988,5,1999,8,Associate Frontend Engineer,IT Department,31261
676,1999,8,2004,7,Frontend Engineer,IT Department,51046
676,2004,7,2016,2,Frontend Engineer II,IT Department,72314
677,1992,4,1998,7,Associate Data Analyst,Analytics Department,57723
677,1998,7,2003,9,Data Analyst,Analytics Department,87305
677,2004,9,2016,7,Data Analyst II,Analytics Department,113525
678,2010,12,2013,6,Associate Frontend Engineer,IT Department,31221
679,1991,12,1997,6,Associate Data Analyst,Analytics Department,57763
679,1997,6,2002,3,Data Analyst,Analytics Department,87345
679,2002,3,2014,12,Data Analyst II,Analytics Department,113565
680,1989,12,2000,7,Associate Data Analyst,Analytics Department,57783
680,2001,7,2006,6,Data Analyst,Analytics Department,87365
680,2007,6,2011,11,Data Analyst II,Analytics Department,113585
681,2010,12,2013,2,Associate Data Analyst,Analytics Department,57803
682,2002,12,2008,2,Associate Backend Engineer,IT Department,58067
683,1989,4,2000,7,Associate Backend Engineer,IT Department,58092
683,2000,7,2005,4,Backend Engineer,IT Department,79675
683,2005,4,2017,6,Backend Engineer II,IT Department,101341
684,1988,4,1999,3,Associate Data Analyst,Analytics Department,57863
684,2000,3,2005,5,Data Analyst,Analytics Department,87445
684,2005,5,2017,7,Data Analyst II,Analytics Department,113665
685,1991,12,1997,2,Associate Backend Engineer,IT Department,58142
685,1998,2,2003,1,Backend Engineer,IT Department,79725
685,2003,1,2015,10,Backend Engineer II,IT Department,101391
686,1992,5,1998,5,Associate Backend Engineer,IT Department,58167
686,1999,5,2004,2,Backend Engineer,IT Department,79750
686,2005,2,2017,6,Backend Engineer II,IT Department,101416
687,2006,12,2009,1,Associate Backend Engineer,IT Department,58192
688,2011,12,2014,6,Associate Backend Engineer,IT Department,58217
689,2003,12,2009,6,Associate Frontend Engineer,IT Department,31001
690,2010,4,2013,2,Associate Backend Engineer,IT Department,58267
691,1990,5,2001,9,Associate Backend Engineer,IT Department,58292
691,2001,9,2006,1,Backend Engineer,IT Department,79875
691,2007,1,2011,5,Backend Engineer II,IT Department,101541
692,1993,12,1999,6,Associate Backend Engineer,IT Department,58317
692,1999,6,2004,9,Backend Engineer,IT Department,79900
692,2004,9,2016,4,Backend Engineer II,IT Department,101566
693,1989,12,2000,7,Associate Data Analyst,Analytics Department,58043
693,2001,7,2006,11,Data Analyst,Analytics Department,87625
693,2006,11,2010,6,Data Analyst II,Analytics Department,113845
694,2000,12,2006,11,Associate Frontend Engineer,IT Department,30901
695,2012,7,2015,3,Associate Data Analyst,Analytics Department,58083
696,1991,12,1997,6,Associate Backend Engineer,IT Department,58417
696,1997,6,2002,11,Backend Engineer,IT Department,80000
696,2003,11,2015,7,Backend Engineer II,IT Department,101666
697,2010,12,2013,9,Associate Backend Engineer,IT Department,58442
699,2004,5,2010,4,Associate Frontend Engineer,IT Department,30801
700,1989,7,2000,1,Associate Backend Engineer,IT Department,58517
700,2000,1,2005,3,Backend Engineer,IT Department,80100
700,2005,3,2017,1,Backend Engineer II,IT Department,101766
701,1988,5,1999,7,Associate Frontend Engineer,IT Department,30761
701,1999,7,2004,5,Frontend Engineer,IT Department,50546
701,2004,5,2016,4,Frontend Engineer II,IT Department,71814
702,1990,5,2001,10,Associate Backend Engineer,IT Department,58567
702,2001,10,2006,3,Backend Engineer,IT Department,80150
702,2006,3,2010,1,Backend Engineer II,IT Department,101816
703,2001,7,2007,3,Associate Frontend Engineer,IT Department,30721
704,1993,12,1999,2,Associate Manager,Administration Department,95875
704,1999,2,2004,12,Assistant Manager,Administration Department,131416
704,2004,12,2016,2,Manager,Administration Department,154852
705,1990,12,2001,9,Associate Data Analyst,Analytics Department,58283
705,2002,9,2007,12,Data Analyst,Analytics Department,87865
705,2007,12,2011,3,Data Analyst II,Analytics Department,114085
706,1991,4,1997,3,Associate Backend Engineer,IT Department,58667
706,1997,3,2002,8,Backend Engineer,IT Department,80250
706,2002,8,2014,7,Backend Engineer II,IT Department,101916
707,1986,4,1997,2,Associate Backend Engineer,IT Department,58692
707,1997,2,2002,1,Backend Engineer,IT Department,80275
707,2002,1,2014,7,Backend Engineer II,IT Department,101941
708,1998,7,2004,12,Associate Backend Engineer,IT Department,58717
708,2004,12,2009,2,Backend Engineer,IT Department,80300
709,1994,5,2000,4,Associate Backend Engineer,IT Department,58742
709,2001,4,2006,6,Backend Engineer,IT Department,80325
709,2007,6,2011,9,Backend Engineer II,IT Department,101991
711,2005,12,2011,12,Associate Data Analyst,Analytics Department,58403
712,1990,5,2001,6,Associate Frontend Engineer,IT Department,30541
712,2001,6,2006,4,Frontend Engineer,IT Department,50326
712,2006,4,2010,6,Backend Engineer II,IT Department,102066
713,2012,5,2015,8,Associate Data Analyst,Analytics Department,58443
714,1989,5,2000,11,Associate Backend Engineer,IT Department,58867
714,2001,11,2006,4,Backend Engineer,IT Department,80450
714,2007,4,2011,7,Backend Engineer II,IT Department,102116
715,2008,5,2011,10,Associate Data Analyst,Analytics Department,58483
716,1997,4,2003,6,Associate Backend Engineer,IT Department,58917
716,2004,6,2009,9,Backend Engineer,IT Department,80500
717,1995,7,2001,4,Associate Data Analyst,Analytics Department,58523
717,2001,4,2006,3,Data Analyst,Analytics Department,88105
717,2006,3,2010,10,Data Analyst II,Analytics Department,114325
718,2004,12,2010,2,Associate Frontend Engineer,IT Department,30421
719,2001,12,2007,5,Associate Frontend Engineer,IT Department,30401
720,2007,12,2010,3,Associate Backend Engineer,IT Department,59017
721,2001,5,2007,5,Associate Backend Engineer,IT Department,59042
722,2009,12,2012,7,Associate Backend Engineer,IT Department,59067
723,2003,12,2009,9,Associate Backend Engineer,IT Department,59092
724,1994,5,2000,3,Associate Manager,Administration Department,96275
724,2000,3,2005,1,Assistant Manager,Administration Department,131816
724,2006,1,2010,7,Manager,Administration Department,155252
725,1991,4,1997,11,Associate Backend Engineer,IT Department,59142
725,1998,11,2003,5,Backend Engineer,IT Department,80725
725,2003,5,2015,2,Backend Engineer II,IT Department,102391
726,1999,5,2005,8,Associate Manager,Administration Department,96315
726,2005,8,2010,9,Assistant Manager,Administration Department,131856
726,2011,9,2012,1,Manager,Administration Department,155292
727,2011,12,2014,7,Associate Backend Engineer,IT Department,59192
728,2010,12,2013,7,Associate Backend Engineer,IT Department,59217
729,2008,7,2011,7,Associate Backend Engineer,IT Department,59242
730,2009,5,2012,11,Associate Frontend Engineer,IT Department,30181
731,1990,12,2001,10,Associate Backend Engineer,IT Department,59292
731,2002,10,2007,10,Backend Engineer,IT Department,80875
731,2007,10,2011,6,Backend Engineer II,IT Department,102541
732,2008,12,2011,6,Associate Data Analyst,Analytics Department,58823
733,1995,12,2001,8,Associate Backend Engineer,IT Department,59342
733,2001,8,2006,3,Backend Engineer,IT Department,80925
733,2007,3,2011,7,Backend Engineer II,IT Department,102591
734,1993,12,1999,11,Associate Frontend Engineer,IT Department,30101
734,1999,11,2004,11,Frontend Engineer,IT Department,49886
734,2004,11,2016,10,Backend Engineer II,IT Department,102616
735,2000,5,2006,4,Associate Backend Engineer,IT Department,59392
737,1988,12,1999,11,Associate Backend Engineer,IT Department,59442
737,2000,11,2005,7,Backend Engineer,IT Department,81025
737,2005,7,2017,1,Backend Engineer II,IT Department,102691
738,1988,12,1999,12,Associate Backend Engineer,IT Department,59467
738,1999,12,2004,10,Backend Engineer,IT Department,81050
738,2004,10,2016,9,Backend Engineer II,IT Department,102716
739,1990,12,2001,8,Associate Frontend Engineer,IT Department,30001
739,2002,8,2007,10,Frontend Engineer,IT Department,49786
739,2007,10,2011,11,Frontend Engineer II,IT Department,71054
740,2012,12,2015,2,Associate Backend Engineer,IT Department,59517
741,2001,12,2007,9,Associate Backend Engineer,IT Department,59542
742,1995,5,2001,6,Associate Backend Engineer,IT Department,59567
742,2001,6,2006,7,Backend Engineer,IT Department,81150
742,2007,7,2011,12,Backend Engineer II,IT Department,102816
743,1996,5,2002,4,Associate Backend Engineer,IT Department,59592
743,2003,4,2008,3,Backend Engineer,IT Department,81175
743,2008,3,2012,9,Backend Engineer II,IT Department,102841
744,2003,12,2009,2,Associate Frontend Engineer,IT Department,29901
745,2007,5,2010,9,Associate Backend Engineer,IT Department,59642
746,1988,5,1999,1,Associate Data Analyst,Analytics Department,59103
746,1999,1,2004,6,Data Analyst,Analytics Department,88685
746,2005,6,2017,9,Data Analyst II,Analytics Department,114905
747,1990,12,2001,1,Associate Backend Engineer,IT Department,59692
747,2002,1,2007,11,Backend Engineer,IT Department,81275
747,2008,11,2012,4,Backend Engineer II,IT Department,102941
748,2000,12,2006,1,Associate Backend Engineer,IT Department,59717
749,1995,12,2001,6,Associate Data Analyst,Analytics Department,59163
749,2002,6,2007,11,Data Analyst,Analytics Department,88745
749,2008,11,2012,9,Data Analyst II,Analytics Department,114965
750,2012,5,2015,11,Associate Data Analyst,Analytics Department,59183
751,2008,12,2011,9,Associate Backend Engineer,IT Department,59792
752,2012,5,2015,6,Associate Backend Engineer,IT Department,59817
753,2004,12,2010,3,Associate Frontend Engineer,IT Department,29721
754,1996,12,2002,1,Associate Frontend Engineer,IT Department,29701
754,2003,1,2008,6,Frontend Engineer,IT Department,49486
755,1986,5,1997,3,Associate Data Analyst,Analytics Department,59283
755,1998,3,2003,11,Data Analyst,Analytics Department,88865
755,2003,11,2015,10,Data Analyst II,Analytics Department,115085
756,1999,12,2005,12,Associate Backend Engineer,IT Department,59917
757,1995,4,2001,5,Associate Frontend Engineer,IT Department,29641
757,2001,5,2006,11,Frontend Engineer,IT Department,49426
757,2006,11,2010,12,Frontend Engineer II,IT Department,70694
758,1992,5,1998,6,Associate Backend Engineer,IT Department,59967
758,1998,6,2003,2,Backend Engineer,IT Department,81550
758,2004,2,2016,1,Backend Engineer II,IT Department,103216
759,2002,12,2008,5,Associate Backend Engineer,IT Department,59992
760,2006,12,2009,1,Associate Data Analyst,Analytics Department,59383
761,1998,12,2004,4,Associate Backend Engineer,IT Department,60042
761,2005,4,2010,6,Backend Engineer,IT Department,81625
761,2011,6,2012,10,Backend Engineer II,IT Department,103291
762,2001,12,2007,7,Associate Frontend Engineer,IT Department,29541
763,2011,12,2014,8,Associate Backend Engineer,IT Department,60092
764,1989,12,2000,6,Associate Backend Engineer,IT Department,60117
764,2000,6,2005,6,Backend Engineer,IT Department,81700
764,2005,6,2017,8,Backend Engineer II,IT Department,103366
765,2006,5,2009,9,Associate Data Analyst,Analytics Department,59483
766,1992,5,1998,3,Associate Backend Engineer,IT Department,60167
766,1998,3,2003,10,Backend Engineer,IT Department,81750
766,2004,10,2016,10,Backend Engineer II,IT Department,103416
767,2010,5,2013,6,Associate Backend Engineer,IT Department,60192
768,2008,12,2011,3,Associate Data Analyst,Analytics Department,59543
769,1998,12,2004,3,Associate Manager,Administration Department,97175
769,2004,3,2009,2,Assistant Manager,Administration Department,132716
770,1993,7,1999,5,Associate Frontend Engineer,IT Department,29381
770,1999,5,2004,7,Frontend Engineer,IT Department,49166
770,2005,7,2017,8,Backend Engineer II,IT Department,103516
771,1992,12,1998,11,Associate Data Analyst,Analytics Department,59603
771,1998,11,2003,1,Data Analyst,Analytics Department,89185
771,2004,1,2016,2,Data Analyst II,Analytics Department,115405
772,1999,5,2005,4,Associate Backend Engineer,IT Department,60317
773,2003,5,2009,8,Associate Data Analyst,Analytics Department,59643
775,1994,12,2000,4,Associate Backend Engineer,IT Department,60392
