id,year,exp_yr_count,medical_leaves,casual_leaves
302,2015,1,7,3
302,2016,2,6,4
302,2017,3,8,4
302,2018,4,1,7
302,2019,5,6,11
303,2014,1,4,6
303,2015,2,9,8
303,2016,3,7,13
303,2017,4,9,11
303,2018,5,1,4
303,2019,6,8,2
304,2009,1,10,14
304,2010,2,6,1
304,2011,3,3,14
304,2012,4,9,6
304,2013,5,8,5
304,2014,6,7,15
304,2015,7,7,3
304,2016,8,2,4
304,2017,9,8,15
304,2018,10,6,6
304,2019,11,9,1
305,2009,1,10,5
305,2010,2,10,6
305,2011,3,1,15
305,2012,4,2,12
305,2013,5,6,7
305,2014,6,0,2
305,2015,7,7,9
305,2016,8,8,7
305,2017,9,8,0
305,2018,10,1,6
305,2019,11,7,1
306,2015,1,7,14
306,2016,2,9,8
306,2017,3,5,1
306,2018,4,10,4
306,2019,5,4,15
307,2009,1,2,0
307,2010,2,5,9
307,2011,3,5,11
307,2012,4,2,6
307,2013,5,8,1
307,2014,6,10,11
307,2015,7,4,3
307,2016,8,10,13
307,2017,9,0,11
307,2018,10,8,6
307,2019,11,7,15
308,2017,1,9,10
308,2018,2,1,13
308,2019,3,1,11
309,2010,1,6,0
309,2011,2,8,8
309,2012,3,1,1
309,2013,4,9,11
309,2014,5,8,6
309,2015,6,6,13
309,2016,7,3,6
309,2017,8,7,6
309,2018,9,2,7
309,2019,10,2,13
310,2009,1,6,4
310,2010,2,6,1
310,2011,3,5,3
310,2012,4,6,9
310,2013,5,10,12
310,2014,6,2,2
310,2015,7,8,13
310,2016,8,8,1
310,2017,9,8,12
310,2018,10,3,8
310,2019,11,5,14
311,2014,1,1,4
311,2015,2,7,0
311,2016,3,0,2
311,2017,4,4,3
311,2018,5,0,2
311,2019,6,9,11
312,2009,1,6,4
312,2010,2,4,13
312,2011,3,10,7
312,2012,4,0,9
312,2013,5,4,6
312,2014,6,3,2
312,2015,7,7,14
312,2016,8,9,0
312,2017,9,6,4
312,2018,10,8,10
312,2019,11,0,4
313,2009,1,0,13
313,2010,2,0,2
313,2011,3,1,3
313,2012,4,5,1
313,2013,5,7,8
313,2014,6,6,9
313,2015,7,3,4
313,2016,8,6,9
313,2017,9,10,15
313,2018,10,4,9
313,2019,11,6,11
314,2011,1,7,9
314,2012,2,0,0
314,2013,3,9,1
314,2014,4,4,3
314,2015,5,1,5
314,2016,6,1,15
314,2017,7,4,0
314,2018,8,1,3
314,2019,9,6,4
315,2010,1,1,12
315,2011,2,0,15
315,2012,3,9,14
315,2013,4,5,15
315,2014,5,8,12
315,2015,6,7,15
315,2016,7,8,14
315,2017,8,7,3
315,2018,9,3,12
315,2019,10,0,1
316,2011,1,5,8
316,2012,2,5,13
316,2013,3,2,10
316,2014,4,8,0
316,2015,5,5,13
316,2016,6,2,2
316,2017,7,8,8
316,2018,8,6,15
316,2019,9,4,10
317,2011,1,8,12
317,2012,2,1,7
317,2013,3,5,7
317,2014,4,6,11
317,2015,5,1,15
317,2016,6,3,8
317,2017,7,8,4
317,2018,8,0,14
317,2019,9,9,5
318,2010,1,3,6
318,2011,2,9,13
318,2012,3,6,13
318,2013,4,0,1
318,2014,5,9,9
318,2015,6,4,7
318,2016,7,0,3
318,2017,8,8,0
318,2018,9,3,7
318,2019,10,0,8
319,2011,1,0,9
319,2012,2,1,15
319,2013,3,9,1
319,2014,4,8,10
319,2015,5,7,1
319,2016,6,10,10
319,2017,7,7,8
319,2018,8,1,12
319,2019,9,9,13
320,2009,1,7,4
320,2010,2,4,1
320,2011,3,9,4
320,2012,4,4,4
320,2013,5,4,11
320,2014,6,5,7
320,2015,7,4,12
320,2016,8,4,4
320,2017,9,4,9
320,2018,10,0,6
320,2019,11,6,1
321,2016,1,1,14
321,2017,2,6,15
321,2018,3,7,2
321,2019,4,10,0
322,2011,1,6,12
322,2012,2,6,0
322,2013,3,2,4
322,2014,4,3,8
322,2015,5,9,14
322,2016,6,4,6
322,2017,7,0,0
322,2018,8,10,6
322,2019,9,10,4
323,2012,1,3,1
323,2013,2,0,9
323,2014,3,6,6
323,2015,4,1,11
323,2016,5,6,6
323,2017,6,7,9
323,2018,7,1,9
323,2019,8,1,13
324,2015,1,3,5
324,2016,2,1,7
324,2017,3,10,1
324,2018,4,10,11
324,2019,5,6,9
325,2009,1,0,2
325,2010,2,4,10
325,2011,3,4,9
325,2012,4,6,9
325,2013,5,10,1
325,2014,6,9,13
325,2015,7,4,11
325,2016,8,9,1
325,2017,9,6,11
325,2018,10,9,10
325,2019,11,6,7
326,2010,1,3,3
326,2011,2,5,9
326,2012,3,3,2
326,2013,4,6,14
326,2014,5,10,2
326,2015,6,2,11
326,2016,7,7,13
326,2017,8,10,15
326,2018,9,1,15
326,2019,10,9,12
327,2005,1,2,10
327,2006,2,9,10
327,2007,3,2,12
327,2008,4,5,6
327,2009,5,3,7
327,2010,6,8,11
327,2011,7,7,13
327,2012,8,2,6
327,2013,9,8,13
327,2014,10,8,0
327,2015,11,5,10
327,2016,12,4,2
327,2017,13,6,0
327,2018,14,6,6
327,2019,15,3,15
328,2010,1,9,8
328,2011,2,6,10
328,2012,3,0,15
328,2013,4,8,7
328,2014,5,2,9
328,2015,6,1,9
328,2016,7,8,13
328,2017,8,3,7
328,2018,9,6,1
328,2019,10,8,6
329,2009,1,10,10
329,2010,2,3,4
329,2011,3,6,12
329,2012,4,5,12
329,2013,5,7,10
329,2014,6,1,6
329,2015,7,9,6
329,2016,8,10,12
329,2017,9,3,9
329,2018,10,7,10
329,2019,11,8,13
330,2014,1,6,3
330,2015,2,0,11
330,2016,3,2,4
330,2017,4,8,5
330,2018,5,7,11
330,2019,6,1,4
331,2007,1,1,3
331,2008,2,0,7
331,2009,3,6,7
331,2010,4,0,2
331,2011,5,7,6
331,2012,6,0,0
331,2013,7,8,0
331,2014,8,8,0
331,2015,9,6,9
331,2016,10,3,13
331,2017,11,0,0
331,2018,12,8,4
331,2019,13,3,15
332,2014,1,7,5
332,2015,2,4,1
332,2016,3,6,4
332,2017,4,0,2
332,2018,5,0,14
332,2019,6,2,9
333,2017,1,1,12
333,2018,2,5,9
333,2019,3,2,3
334,2015,1,8,8
334,2016,2,3,1
334,2017,3,7,14
334,2018,4,9,5
334,2019,5,7,14
335,2011,1,10,8
335,2012,2,7,11
335,2013,3,7,2
335,2014,4,7,4
335,2015,5,9,10
335,2016,6,9,14
335,2017,7,8,14
335,2018,8,2,9
335,2019,9,10,13
336,2012,1,4,7
336,2013,2,2,8
336,2014,3,9,6
336,2015,4,10,11
336,2016,5,9,7
336,2017,6,7,5
336,2018,7,7,1
336,2019,8,4,15
337,2012,1,9,3
337,2013,2,9,6
337,2014,3,5,15
337,2015,4,7,0
337,2016,5,10,12
337,2017,6,2,15
337,2018,7,2,9
337,2019,8,4,8
338,2015,1,5,11
338,2016,2,9,2
338,2017,3,4,15
338,2018,4,2,8
338,2019,5,8,9
339,2006,1,2,8
339,2007,2,6,7
339,2008,3,5,13
339,2009,4,2,4
339,2010,5,10,14
339,2011,6,3,0
339,2012,7,0,10
339,2013,8,1,7
339,2014,9,0,14
339,2015,10,2,5
339,2016,11,3,0
339,2017,12,4,14
339,2018,13,6,12
339,2019,14,0,7
340,2009,1,5,10
340,2010,2,8,10
340,2011,3,0,12
340,2012,4,3,2
340,2013,5,0,5
340,2014,6,8,3
340,2015,7,4,14
340,2016,8,6,12
340,2017,9,4,3
340,2018,10,9,0
340,2019,11,3,1
341,2012,1,3,9
341,2013,2,9,1
341,2014,3,5,14
341,2015,4,6,13
341,2016,5,9,7
341,2017,6,3,2
341,2018,7,5,12
341,2019,8,4,13
342,2014,1,7,5
342,2015,2,4,5
342,2016,3,9,0
342,2017,4,7,15
342,2018,5,5,6
342,2019,6,1,8
343,2012,1,6,1
343,2013,2,5,9
343,2014,3,9,11
343,2015,4,3,13
343,2016,5,5,8
343,2017,6,4,11
343,2018,7,9,13
343,2019,8,8,2
344,2011,1,4,13
344,2012,2,3,3
344,2013,3,6,8
344,2014,4,3,5
344,2015,5,7,10
344,2016,6,7,7
344,2017,7,6,11
344,2018,8,8,4
344,2019,9,5,1
345,2017,1,6,13
345,2018,2,3,5
345,2019,3,4,11
346,2011,1,0,0
346,2012,2,8,7
346,2013,3,7,6
346,2014,4,3,9
346,2015,5,3,4
346,2016,6,0,6
346,2017,7,7,2
346,2018,8,2,3
346,2019,9,4,9
347,2009,1,6,2
347,2010,2,9,11
347,2011,3,4,2
347,2012,4,8,10
347,2013,5,2,15
347,2014,6,0,1
347,2015,7,1,0
347,2016,8,0,0
347,2017,9,1,1
347,2018,10,8,5
347,2019,11,8,4
348,2015,1,6,14
348,2016,2,9,11
348,2017,3,2,1
348,2018,4,5,0
348,2019,5,9,5
349,2017,1,1,10
349,2018,2,7,0
349,2019,3,3,3
350,2009,1,8,13
350,2010,2,8,14
350,2011,3,6,1
350,2012,4,2,13
350,2013,5,10,2
350,2014,6,7,1
350,2015,7,1,7
350,2016,8,8,4
350,2017,9,7,9
350,2018,10,2,3
350,2019,11,7,15
351,2008,1,9,15
351,2009,2,9,8
351,2010,3,3,13
351,2011,4,9,4
351,2012,5,6,7
351,2013,6,6,0
351,2014,7,8,15
351,2015,8,0,13
351,2016,9,10,1
351,2017,10,10,0
351,2018,11,3,9
351,2019,12,6,13
352,2016,1,5,2
352,2017,2,5,0
352,2018,3,8,13
352,2019,4,4,15
353,2011,1,0,9
353,2012,2,6,5
353,2013,3,7,14
353,2014,4,2,12
353,2015,5,3,8
353,2016,6,2,14
353,2017,7,8,3
353,2018,8,0,10
353,2019,9,9,6
354,2014,1,4,0
354,2015,2,1,0
354,2016,3,5,1
354,2017,4,10,13
354,2018,5,0,8
354,2019,6,9,14
355,2010,1,3,14
355,2011,2,3,2
355,2012,3,1,6
355,2013,4,6,8
355,2014,5,10,14
355,2015,6,2,15
355,2016,7,6,3
355,2017,8,10,12
355,2018,9,0,2
355,2019,10,4,3
356,2017,1,7,7
356,2018,2,9,6
356,2019,3,2,0
357,2009,1,8,9
357,2010,2,0,4
357,2011,3,7,15
357,2012,4,7,12
357,2013,5,10,7
357,2014,6,4,15
357,2015,7,6,12
357,2016,8,7,3
357,2017,9,5,5
357,2018,10,10,7
357,2019,11,8,11
358,2007,1,10,11
358,2008,2,7,15
358,2009,3,5,4
358,2010,4,2,0
358,2011,5,2,7
358,2012,6,0,13
358,2013,7,2,8
358,2014,8,10,8
358,2015,9,0,7
358,2016,10,2,9
358,2017,11,5,5
358,2018,12,9,13
358,2019,13,8,6
359,2007,1,8,12
359,2008,2,8,1
359,2009,3,0,11
359,2010,4,9,9
359,2011,5,6,9
359,2012,6,10,2
359,2013,7,1,6
359,2014,8,7,15
359,2015,9,8,13
359,2016,10,3,6
359,2017,11,7,6
359,2018,12,9,7
359,2019,13,3,6
360,2008,1,10,8
360,2009,2,2,2
360,2010,3,7,2
360,2011,4,3,2
360,2012,5,8,12
360,2013,6,2,0
360,2014,7,8,9
360,2015,8,1,14
360,2016,9,2,10
360,2017,10,3,13
360,2018,11,9,15
360,2019,12,4,8
361,2015,1,4,8
361,2016,2,6,8
361,2017,3,5,1
361,2018,4,9,9
361,2019,5,7,2
362,2012,1,6,4
362,2013,2,1,13
362,2014,3,3,8
362,2015,4,4,10
362,2016,5,9,0
362,2017,6,1,8
362,2018,7,5,4
362,2019,8,4,3
363,2006,1,7,14
363,2007,2,0,7
363,2008,3,8,2
363,2009,4,0,14
363,2010,5,2,7
363,2011,6,4,6
363,2012,7,5,12
363,2013,8,4,7
363,2014,9,7,15
363,2015,10,8,13
363,2016,11,7,13
363,2017,12,3,12
363,2018,13,8,7
363,2019,14,3,13
364,2013,1,0,15
364,2014,2,6,8
364,2015,3,0,10
364,2016,4,1,7
364,2017,5,0,4
364,2018,6,10,2
364,2019,7,1,11
365,2016,1,10,13
365,2017,2,5,14
365,2018,3,6,9
365,2019,4,8,7
366,2017,1,2,13
366,2018,2,3,13
366,2019,3,7,11
367,2017,1,7,11
367,2018,2,7,5
367,2019,3,1,5
368,2016,1,3,0
368,2017,2,4,5
368,2018,3,9,11
368,2019,4,2,8
369,2017,1,3,7
369,2018,2,2,10
369,2019,3,8,3
370,2009,1,9,15
370,2010,2,3,4
370,2011,3,10,2
370,2012,4,4,10
370,2013,5,8,0
370,2014,6,5,3
370,2015,7,9,1
370,2016,8,2,14
370,2017,9,5,3
370,2018,10,1,6
370,2019,11,9,4
371,2014,1,7,7
371,2015,2,6,5
371,2016,3,6,10
371,2017,4,10,4
371,2018,5,6,7
371,2019,6,9,14
372,2015,1,0,5
372,2016,2,10,6
372,2017,3,7,13
372,2018,4,7,2
372,2019,5,2,3
373,2017,1,6,0
373,2018,2,10,9
373,2019,3,3,7
374,2017,1,2,1
374,2018,2,3,4
374,2019,3,2,7
375,2017,1,9,1
375,2018,2,6,0
375,2019,3,10,10
376,2011,1,2,11
376,2012,2,9,13
376,2013,3,0,2
376,2014,4,10,4
376,2015,5,4,8
376,2016,6,9,6
376,2017,7,1,9
376,2018,8,9,14
376,2019,9,6,12
377,2012,1,7,5
377,2013,2,5,12
377,2014,3,1,0
377,2015,4,2,15
377,2016,5,9,14
377,2017,6,6,9
377,2018,7,2,15
377,2019,8,8,3
378,2011,1,1,3
378,2012,2,5,13
378,2013,3,8,3
378,2014,4,3,2
378,2015,5,1,15
378,2016,6,2,3
378,2017,7,2,4
378,2018,8,3,4
378,2019,9,0,11
379,2009,1,1,4
379,2010,2,3,1
379,2011,3,2,11
379,2012,4,5,10
379,2013,5,0,2
379,2014,6,10,5
379,2015,7,3,13
379,2016,8,9,14
379,2017,9,0,13
379,2018,10,0,9
379,2019,11,3,1
380,2012,1,8,1
380,2013,2,2,12
380,2014,3,3,8
380,2015,4,10,14
380,2016,5,9,12
380,2017,6,2,8
380,2018,7,7,0
380,2019,8,5,5
381,2013,1,10,1
381,2014,2,7,15
381,2015,3,0,1
381,2016,4,1,7
381,2017,5,1,7
381,2018,6,10,8
381,2019,7,10,14
382,2015,1,10,13
382,2016,2,4,15
382,2017,3,5,9
382,2018,4,9,13
382,2019,5,3,5
383,2010,1,0,6
383,2011,2,1,15
383,2012,3,2,8
383,2013,4,4,6
383,2014,5,4,11
383,2015,6,9,9
383,2016,7,8,8
383,2017,8,5,10
383,2018,9,10,4
383,2019,10,10,12
384,2011,1,0,3
384,2012,2,10,3
384,2013,3,0,13
384,2014,4,9,11
384,2015,5,0,1
384,2016,6,7,10
384,2017,7,7,1
384,2018,8,7,6
384,2019,9,9,2
385,2015,1,2,11
385,2016,2,10,3
385,2017,3,0,0
385,2018,4,8,14
385,2019,5,7,5
386,2005,1,2,12
386,2006,2,2,15
386,2007,3,3,2
386,2008,4,8,15
386,2009,5,6,1
386,2010,6,5,10
386,2011,7,10,15
386,2012,8,6,14
386,2013,9,8,0
386,2014,10,5,7
386,2015,11,7,11
386,2016,12,6,8
386,2017,13,7,13
386,2018,14,9,6
386,2019,15,8,8
387,2011,1,2,10
387,2012,2,10,13
387,2013,3,3,15
387,2014,4,2,1
387,2015,5,2,15
387,2016,6,9,13
387,2017,7,5,10
387,2018,8,2,4
387,2019,9,5,13
388,2017,1,10,14
388,2018,2,1,2
388,2019,3,3,15
389,2011,1,2,2
389,2012,2,3,3
389,2013,3,1,15
389,2014,4,9,10
389,2015,5,3,8
389,2016,6,10,15
389,2017,7,9,12
389,2018,8,3,9
389,2019,9,2,4
390,2014,1,9,9
390,2015,2,9,9
390,2016,3,3,8
390,2017,4,7,0
390,2018,5,8,15
390,2019,6,10,1
391,2010,1,10,2
391,2011,2,3,8
391,2012,3,1,1
391,2013,4,3,3
391,2014,5,1,2
391,2015,6,3,13
391,2016,7,3,13
391,2017,8,0,3
391,2018,9,9,12
391,2019,10,2,9
392,2015,1,3,9
392,2016,2,9,3
392,2017,3,9,10
392,2018,4,4,14
392,2019,5,1,15
393,2009,1,0,2
393,2010,2,8,2
393,2011,3,3,9
393,2012,4,1,7
393,2013,5,7,10
393,2014,6,8,12
393,2015,7,0,13
393,2016,8,2,2
393,2017,9,7,6
393,2018,10,10,13
393,2019,11,4,2
394,2012,1,5,6
394,2013,2,5,11
394,2014,3,5,0
394,2015,4,0,6
394,2016,5,10,0
394,2017,6,9,11
394,2018,7,8,5
394,2019,8,10,8
395,2008,1,2,2
395,2009,2,5,3
395,2010,3,1,2
395,2011,4,4,10
395,2012,5,4,8
395,2013,6,6,11
395,2014,7,1,1
395,2015,8,8,2
395,2016,9,8,10
395,2017,10,6,11
395,2018,11,8,12
395,2019,12,3,9
396,2011,1,10,5
396,2012,2,3,0
396,2013,3,6,1
396,2014,4,2,11
396,2015,5,8,9
396,2016,6,7,4
396,2017,7,8,9
396,2018,8,4,4
396,2019,9,8,10
397,2011,1,3,15
397,2012,2,10,4
397,2013,3,2,2
397,2014,4,0,0
397,2015,5,5,4
397,2016,6,10,5
397,2017,7,0,1
397,2018,8,2,12
397,2019,9,0,4
398,2017,1,1,7
398,2018,2,2,9
398,2019,3,8,6
399,2005,1,1,7
399,2006,2,3,1
399,2007,3,3,15
399,2008,4,1,2
399,2009,5,4,15
399,2010,6,0,8
399,2011,7,5,3
399,2012,8,3,1
399,2013,9,9,12
399,2014,10,6,0
399,2015,11,5,10
399,2016,12,7,8
399,2017,13,8,15
399,2018,14,1,6
399,2019,15,8,12
400,2012,1,10,4
400,2013,2,0,12
400,2014,3,0,15
400,2015,4,9,2
400,2016,5,8,4
400,2017,6,9,1
400,2018,7,6,7
400,2019,8,2,14
401,2017,1,3,6
401,2018,2,0,12
401,2019,3,1,11
402,2008,1,5,12
402,2009,2,9,7
402,2010,3,9,12
402,2011,4,5,4
402,2012,5,7,12
402,2013,6,6,9
402,2014,7,7,12
402,2015,8,6,10
402,2016,9,2,14
402,2017,10,4,14
402,2018,11,10,12
402,2019,12,9,8
403,2011,1,0,9
403,2012,2,4,0
403,2013,3,0,7
403,2014,4,5,7
403,2015,5,5,9
403,2016,6,9,15
403,2017,7,7,10
403,2018,8,0,14
403,2019,9,10,0
404,2011,1,3,12
404,2012,2,0,6
404,2013,3,9,6
404,2014,4,9,8
404,2015,5,1,2
404,2016,6,3,9
404,2017,7,4,1
404,2018,8,2,14
404,2019,9,1,0
405,2017,1,8,14
405,2018,2,5,7
405,2019,3,6,8
406,2012,1,7,15
406,2013,2,4,11
406,2014,3,6,0
406,2015,4,9,1
406,2016,5,5,14
406,2017,6,7,12
406,2018,7,9,7
406,2019,8,8,6
407,2011,1,6,8
407,2012,2,9,3
407,2013,3,7,11
407,2014,4,8,13
407,2015,5,9,5
407,2016,6,10,9
407,2017,7,0,13
407,2018,8,1,13
407,2019,9,0,1
408,2011,1,4,2
408,2012,2,3,2
408,2013,3,4,15
408,2014,4,8,10
408,2015,5,6,4
408,2016,6,9,14
408,2017,7,5,14
408,2018,8,8,11
408,2019,9,3,3
409,2010,1,2,6
409,2011,2,5,12
409,2012,3,9,2
409,2013,4,4,9
409,2014,5,4,9
409,2015,6,5,3
409,2016,7,5,5
409,2017,8,3,8
409,2018,9,7,14
409,2019,10,2,5
410,2010,1,10,0
410,2011,2,10,2
410,2012,3,6,5
410,2013,4,2,11
410,2014,5,7,3
410,2015,6,7,6
410,2016,7,1,12
410,2017,8,2,4
410,2018,9,10,2
410,2019,10,0,7
411,2011,1,7,9
411,2012,2,1,5
411,2013,3,10,7
411,2014,4,8,2
411,2015,5,0,5
411,2016,6,4,6
411,2017,7,5,0
411,2018,8,7,15
411,2019,9,3,11
412,2010,1,6,9
412,2011,2,4,2
412,2012,3,10,6
412,2013,4,5,7
412,2014,5,2,11
412,2015,6,1,15
412,2016,7,0,4
412,2017,8,10,12
412,2018,9,1,10
412,2019,10,5,7
413,2017,1,7,6
413,2018,2,2,0
413,2019,3,6,11
414,2011,1,0,10
414,2012,2,3,14
414,2013,3,9,5
414,2014,4,6,4
414,2015,5,4,9
414,2016,6,4,14
414,2017,7,4,1
414,2018,8,8,2
414,2019,9,5,11
415,2017,1,1,10
415,2018,2,5,4
415,2019,3,10,3
416,2016,1,9,8
416,2017,2,6,7
416,2018,3,8,12
416,2019,4,6,11
417,2007,1,6,14
417,2008,2,2,1
417,2009,3,5,13
417,2010,4,6,7
417,2011,5,9,10
417,2012,6,4,9
417,2013,7,3,6
417,2014,8,9,11
417,2015,9,1,7
417,2016,10,9,3
417,2017,11,0,2
417,2018,12,0,5
417,2019,13,0,2
418,2006,1,0,8
418,2007,2,7,13
418,2008,3,2,2
418,2009,4,5,0
418,2010,5,1,2
418,2011,6,6,11
418,2012,7,4,1
418,2013,8,6,5
418,2014,9,1,6
418,2015,10,0,12
418,2016,11,3,3
418,2017,12,8,7
418,2018,13,4,0
418,2019,14,0,6
419,2011,1,0,2
419,2012,2,9,6
419,2013,3,5,13
419,2014,4,2,9
419,2015,5,9,5
419,2016,6,1,10
419,2017,7,8,12
419,2018,8,5,1
419,2019,9,4,9
420,2006,1,10,9
420,2007,2,0,6
420,2008,3,4,13
420,2009,4,7,1
420,2010,5,1,0
420,2011,6,0,5
420,2012,7,5,8
420,2013,8,1,13
420,2014,9,8,12
420,2015,10,1,0
420,2016,11,8,7
420,2017,12,8,2
420,2018,13,8,6
420,2019,14,3,9
421,2012,1,9,4
421,2013,2,2,8
421,2014,3,5,5
421,2015,4,3,13
421,2016,5,5,11
421,2017,6,5,6
421,2018,7,8,14
421,2019,8,0,1
422,2010,1,4,11
422,2011,2,7,1
422,2012,3,6,2
422,2013,4,3,11
422,2014,5,6,12
422,2015,6,6,0
422,2016,7,5,6
422,2017,8,2,11
422,2018,9,7,8
422,2019,10,8,2
423,2007,1,4,13
423,2008,2,7,8
423,2009,3,1,8
423,2010,4,10,11
423,2011,5,1,4
423,2012,6,6,10
423,2013,7,9,6
423,2014,8,1,3
423,2015,9,10,0
423,2016,10,8,2
423,2017,11,2,11
423,2018,12,0,7
423,2019,13,6,14
424,2009,1,0,9
424,2010,2,7,3
424,2011,3,1,3
424,2012,4,9,11
424,2013,5,3,9
424,2014,6,2,5
424,2015,7,4,15
424,2016,8,1,14
424,2017,9,10,11
424,2018,10,9,4
424,2019,11,4,12
425,2007,1,0,6
425,2008,2,3,1
425,2009,3,7,2
425,2010,4,9,7
425,2011,5,1,10
425,2012,6,9,15
425,2013,7,8,8
425,2014,8,0,0
425,2015,9,5,3
425,2016,10,0,12
425,2017,11,6,3
425,2018,12,1,6
425,2019,13,5,6
426,2011,1,7,4
426,2012,2,0,6
426,2013,3,1,11
426,2014,4,9,8
426,2015,5,7,12
426,2016,6,7,12
426,2017,7,7,8
426,2018,8,5,3
426,2019,9,10,11
427,2009,1,6,5
427,2010,2,0,5
427,2011,3,9,2
427,2012,4,6,8
427,2013,5,9,7
427,2014,6,9,10
427,2015,7,5,12
427,2016,8,7,3
427,2017,9,4,10
427,2018,10,8,12
427,2019,11,8,4
428,2013,1,5,2
428,2014,2,1,11
428,2015,3,7,12
428,2016,4,5,12
428,2017,5,9,4
428,2018,6,7,11
428,2019,7,8,1
429,2007,1,1,6
429,2008,2,7,1
429,2009,3,5,11
429,2010,4,1,0
429,2011,5,7,15
429,2012,6,10,10
429,2013,7,4,13
429,2014,8,7,6
429,2015,9,8,15
429,2016,10,4,0
429,2017,11,0,12
429,2018,12,1,6
429,2019,13,1,7
430,2016,1,6,6
430,2017,2,6,13
430,2018,3,6,5
430,2019,4,3,11
431,2014,1,5,3
431,2015,2,2,9
431,2016,3,5,14
431,2017,4,10,13
431,2018,5,10,6
431,2019,6,4,3
432,2008,1,4,15
432,2009,2,8,2
432,2010,3,0,3
432,2011,4,2,6
432,2012,5,10,0
432,2013,6,4,14
432,2014,7,5,13
432,2015,8,10,0
432,2016,9,10,13
432,2017,10,4,1
432,2018,11,8,1
432,2019,12,9,9
433,2009,1,9,4
433,2010,2,7,2
433,2011,3,4,8
433,2012,4,1,8
433,2013,5,0,6
433,2014,6,2,12
433,2015,7,3,13
433,2016,8,6,15
433,2017,9,5,6
433,2018,10,4,15
433,2019,11,5,10
434,2012,1,3,0
434,2013,2,4,14
434,2014,3,8,8
434,2015,4,2,2
434,2016,5,5,6
434,2017,6,3,5
434,2018,7,3,14
434,2019,8,3,8
435,2013,1,4,3
435,2014,2,9,8
435,2015,3,0,1
435,2016,4,2,11
435,2017,5,5,11
435,2018,6,0,15
435,2019,7,3,6
436,2018,1,9,9
436,2019,2,3,13
437,2010,1,10,10
437,2011,2,10,3
437,2012,3,3,2
437,2013,4,3,6
437,2014,5,3,12
437,2015,6,5,11
437,2016,7,10,2
437,2017,8,9,8
437,2018,9,5,8
437,2019,10,1,2
438,2015,1,6,10
438,2016,2,2,11
438,2017,3,4,12
438,2018,4,7,14
438,2019,5,2,10
439,2011,1,1,7
439,2012,2,5,13
439,2013,3,1,6
439,2014,4,4,10
439,2015,5,3,12
439,2016,6,8,2
439,2017,7,9,9
439,2018,8,4,2
439,2019,9,2,6
440,2017,1,10,12
440,2018,2,9,3
440,2019,3,3,10
441,2011,1,6,7
441,2012,2,5,1
441,2013,3,2,12
441,2014,4,9,9
441,2015,5,2,4
441,2016,6,7,7
441,2017,7,6,3
441,2018,8,4,4
441,2019,9,9,2
442,2010,1,8,11
442,2011,2,2,10
442,2012,3,8,2
442,2013,4,10,2
442,2014,5,0,2
442,2015,6,3,15
442,2016,7,7,7
442,2017,8,6,5
442,2018,9,0,10
442,2019,10,2,14
443,2010,1,6,4
443,2011,2,0,12
443,2012,3,5,15
443,2013,4,3,5
443,2014,5,2,4
443,2015,6,7,14
443,2016,7,6,0
443,2017,8,1,15
443,2018,9,9,8
443,2019,10,3,0
444,2009,1,6,5
444,2010,2,10,5
444,2011,3,2,1
444,2012,4,3,10
444,2013,5,0,12
444,2014,6,1,10
444,2015,7,7,1
444,2016,8,4,11
444,2017,9,10,13
444,2018,10,0,4
444,2019,11,2,9
445,2008,1,6,7
445,2009,2,6,12
445,2010,3,3,7
445,2011,4,7,0
445,2012,5,6,15
445,2013,6,1,13
445,2014,7,3,6
445,2015,8,2,9
445,2016,9,1,1
445,2017,10,5,6
445,2018,11,1,12
445,2019,12,4,8
446,2008,1,10,8
446,2009,2,5,15
446,2010,3,3,10
446,2011,4,10,2
446,2012,5,8,3
446,2013,6,2,5
446,2014,7,9,5
446,2015,8,10,3
446,2016,9,8,5
446,2017,10,2,7
446,2018,11,2,6
446,2019,12,4,2
447,2007,1,3,0
447,2008,2,1,5
447,2009,3,0,14
447,2010,4,0,4
447,2011,5,2,6
447,2012,6,10,3
447,2013,7,3,4
447,2014,8,5,2
447,2015,9,4,5
447,2016,10,0,11
447,2017,11,9,9
447,2018,12,0,1
447,2019,13,1,3
448,2016,1,2,3
448,2017,2,6,6
448,2018,3,0,0
448,2019,4,6,7
449,2009,1,0,8
449,2010,2,0,8
449,2011,3,4,5
449,2012,4,4,4
449,2013,5,5,8
449,2014,6,3,2
449,2015,7,9,3
449,2016,8,2,2
449,2017,9,10,6
449,2018,10,10,10
449,2019,11,4,9
450,2007,1,3,2
450,2008,2,3,0
450,2009,3,10,1
450,2010,4,1,13
450,2011,5,7,10
450,2012,6,9,1
450,2013,7,0,7
450,2014,8,3,12
450,2015,9,4,2
450,2016,10,10,14
450,2017,11,3,1
450,2018,12,9,9
450,2019,13,0,0
451,2011,1,2,12
451,2012,2,2,13
451,2013,3,6,11
451,2014,4,10,10
451,2015,5,2,2
451,2016,6,7,8
451,2017,7,4,6
451,2018,8,3,14
451,2019,9,6,10
452,2015,1,10,12
452,2016,2,9,0
452,2017,3,8,10
452,2018,4,2,12
452,2019,5,9,0
453,2009,1,8,8
453,2010,2,3,6
453,2011,3,3,10
453,2012,4,6,2
453,2013,5,1,5
453,2014,6,0,0
453,2015,7,8,12
453,2016,8,7,14
453,2017,9,4,5
