id,job_title,department,p_start,start_month,p_end,end_month,grade,salary
378,Data Analyst,Analytics Department,2017.0,6,-99.0,-99,5.0,95704.0
379,Associate Data Analyst,Analytics Department,2009.0,5,2015.0,4,4.0,73097.0
379,Data Analyst,Analytics Department,2015.0,4,-99.0,-99,5.0,95724.0
380,Sr Backend Engineer,IT Department,2012.0,5,2018.0,1,7.0,130400.0
380,Team Lead,IT Department,2018.0,1,-99.0,-99,8.0,177279.0
381,Associate Frontend Engineer,IT Department,2013.0,1,2019.0,1,4.0,52373.0
381,Frontend Engineer,IT Department,2019.0,1,-99.0,-99,5.0,61987.0
382,Associate Frontend Engineer,IT Department,2015.0,12,-99.0,-99,4.0,52354.0
383,Associate Data Analyst,Analytics Department,2010.0,2,2016.0,9,4.0,73182.0
383,Data Analyst,Analytics Department,2016.0,9,-99.0,-99,5.0,95804.0
384,Sr Backend Engineer,IT Department,2011.0,9,2017.0,6,7.0,130500.0
384,Team Lead,IT Department,2017.0,6,-99.0,-99,8.0,177359.0
385,Data Analyst II,Analytics Department,2015.0,10,-99.0,-99,6.0,123097.0
386,Associate Data Analyst,Analytics Department,2005.0,2,2011.0,2,4.0,73217.0
386,Data Analyst,Analytics Department,2011.0,2,2016.0,7,5.0,95864.0
386,Data Analyst II,Analytics Department,2016.0,7,-99.0,-99,6.0,123117.0
387,Associate Data Analyst,Analytics Department,2011.0,2,2017.0,2,4.0,73267.0
387,Data Analyst,Analytics Department,2017.0,2,-99.0,-99,5.0,95884.0
388,Data Analyst II,Analytics Department,2017.0,9,-99.0,-99,6.0,123157.0
389,Data Analyst II,Analytics Department,2011.0,8,2017.0,6,6.0,123177.0
389,Data Scientist,Analytics Department,2017.0,6,-99.0,-99,7.0,156944.0
390,Associate Data Analyst,Analytics Department,2014.0,8,-99.0,-99,4.0,73342.0
391,Sr Backend Engineer,IT Department,2010.0,7,2016.0,2,7.0,130675.0
391,Team Lead,IT Department,2016.0,2,-99.0,-99,8.0,177499.0
392,Associate Frontend Engineer,IT Department,2015.0,8,-99.0,-99,4.0,52104.0
393,Associate Data Analyst,Analytics Department,2009.0,2,2015.0,7,4.0,73377.0
393,Data Analyst,Analytics Department,2015.0,7,-99.0,-99,5.0,96004.0
394,Sr Backend Engineer,IT Department,2012.0,8,2018.0,12,7.0,130750.0
394,Team Lead,IT Department,2018.0,12,-99.0,-99,8.0,177559.0
395,Associate Frontend Engineer,IT Department,2008.0,12,2014.0,1,4.0,52008.0
395,Frontend Engineer,IT Department,2014.0,1,2019.0,4,5.0,61637.0
395,Frontend Engineer II,IT Department,2019.0,4,-99.0,-99,6.0,86431.0
396,Sr Manager,Administration Department,2011.0,4,2017.0,2,10.0,213424.0
396,Director,Administration Department,2017.0,2,-99.0,-99,12.0,430518.0
397,Data Analyst II,Analytics Department,2011.0,3,2017.0,8,6.0,123337.0
397,Data Scientist,Analytics Department,2017.0,8,-99.0,-99,7.0,157104.0
398,Data Analyst II,Analytics Department,2017.0,9,-99.0,-99,6.0,123357.0
399,Associate Data Analyst,Analytics Department,2005.0,9,2011.0,5,4.0,73477.0
399,Data Analyst,Analytics Department,2011.0,5,2016.0,3,5.0,96124.0
399,Data Analyst II,Analytics Department,2016.0,3,-99.0,-99,6.0,123377.0
400,Sr Backend Engineer,IT Department,2012.0,3,2018.0,12,7.0,130900.0
400,Team Lead,IT Department,2018.0,12,-99.0,-99,8.0,177679.0
401,Frontend Engineer II,IT Department,2017.0,9,-99.0,-99,6.0,86281.0
402,Backend Engineer,IT Department,2008.0,10,2014.0,6,5.0,81303.0
402,Backend Engineer II,IT Department,2014.0,6,2019.0,11,6.0,101085.0
402,Backend Engineer II,IT Department,2019.0,11,-99.0,-99,6.0,101085.0
403,Data Analyst II,Analytics Department,2011.0,12,2017.0,5,6.0,123457.0
403,Data Scientist,Analytics Department,2017.0,5,-99.0,-99,7.0,157224.0
404,Sr Backend Engineer,IT Department,2011.0,12,2017.0,7,7.0,131000.0
404,Team Lead,IT Department,2017.0,7,-99.0,-99,8.0,177759.0
405,Data Analyst II,Analytics Department,2017.0,9,-99.0,-99,6.0,123497.0
406,Data Analyst II,Analytics Department,2012.0,9,2018.0,7,6.0,123517.0
406,Data Scientist,Analytics Department,2018.0,7,-99.0,-99,7.0,157284.0
407,Sr Backend Engineer,IT Department,2011.0,7,2017.0,4,7.0,131075.0
407,Team Lead,IT Department,2017.0,4,-99.0,-99,8.0,177819.0
408,Data Analyst II,Analytics Department,2011.0,3,2017.0,1,6.0,123557.0
408,Data Scientist,Analytics Department,2017.0,1,-99.0,-99,7.0,157324.0
409,Sr Backend Engineer,IT Department,2010.0,5,2016.0,12,7.0,131125.0
409,Team Lead,IT Department,2016.0,12,-99.0,-99,8.0,177859.0
410,Sr Backend Engineer,IT Department,2010.0,12,2016.0,10,7.0,131150.0
410,Team Lead,IT Department,2016.0,10,-99.0,-99,8.0,177879.0
411,Backend Engineer,IT Department,2011.0,4,2017.0,7,5.0,81528.0
411,Backend Engineer II,IT Department,2017.0,7,-99.0,-99,6.0,101310.0
412,Backend Engineer,IT Department,2010.0,11,2016.0,2,5.0,81553.0
412,Backend Engineer II,IT Department,2016.0,2,-99.0,-99,6.0,101335.0
413,Sr Backend Engineer,IT Department,2017.0,3,-99.0,-99,7.0,131225.0
414,Sr Backend Engineer,IT Department,2011.0,10,2017.0,12,7.0,131250.0
414,Team Lead,IT Department,2017.0,12,-99.0,-99,8.0,177959.0
415,Sr Backend Engineer,IT Department,2017.0,3,-99.0,-99,7.0,131275.0
416,Data Analyst II,Analytics Department,2016.0,3,-99.0,-99,6.0,123717.0
417,Associate Frontend Engineer,IT Department,2007.0,12,2013.0,12,4.0,51455.0
417,Frontend Engineer,IT Department,2013.0,12,2018.0,8,5.0,61087.0
417,Frontend Engineer II,IT Department,2018.0,8,-99.0,-99,6.0,85881.0
418,Backend Engineer,IT Department,2006.0,4,2012.0,12,5.0,81703.0
418,Backend Engineer II,IT Department,2012.0,12,2017.0,3,6.0,101485.0
418,Backend Engineer II,IT Department,2017.0,3,-99.0,-99,6.0,101485.0
419,Data Analyst II,Analytics Department,2011.0,3,2017.0,3,6.0,123777.0
419,Data Scientist,Analytics Department,2017.0,3,-99.0,-99,7.0,157544.0
420,Associate Frontend Engineer,IT Department,2006.0,8,2012.0,11,4.0,51377.0
420,Frontend Engineer,IT Department,2012.0,11,2017.0,4,5.0,61012.0
420,Frontend Engineer II,IT Department,2017.0,4,-99.0,-99,6.0,85806.0
421,Sr Backend Engineer,IT Department,2012.0,7,2018.0,3,7.0,131425.0
421,Team Lead,IT Department,2018.0,3,-99.0,-99,8.0,178099.0
422,Sr Backend Engineer,IT Department,2010.0,6,2016.0,2,7.0,131450.0
422,Team Lead,IT Department,2016.0,2,-99.0,-99,8.0,178119.0
423,Backend Engineer,IT Department,2007.0,10,2013.0,6,5.0,81828.0
423,Backend Engineer II,IT Department,2013.0,6,2018.0,6,6.0,101610.0
423,Backend Engineer II,IT Department,2018.0,6,-99.0,-99,6.0,101610.0
424,Backend Engineer,IT Department,2009.0,5,2015.0,10,5.0,81853.0
424,Backend Engineer II,IT Department,2015.0,10,-99.0,-99,6.0,101635.0
425,Associate Data Analyst,Analytics Department,2007.0,3,2013.0,8,4.0,74007.0
425,Data Analyst,Analytics Department,2013.0,8,2018.0,9,5.0,96644.0
425,Data Analyst II,Analytics Department,2018.0,9,-99.0,-99,6.0,123897.0
426,Backend Engineer,IT Department,2011.0,12,2017.0,4,5.0,81903.0
426,Backend Engineer II,IT Department,2017.0,4,-99.0,-99,6.0,101685.0
427,Associate Data Analyst,Analytics Department,2009.0,4,2015.0,11,4.0,74057.0
427,Data Analyst,Analytics Department,2015.0,11,-99.0,-99,5.0,96684.0
428,Backend Engineer,IT Department,2013.0,7,2019.0,3,5.0,81953.0
428,Backend Engineer II,IT Department,2019.0,3,-99.0,-99,6.0,101735.0
429,Backend Engineer,IT Department,2007.0,6,2013.0,10,5.0,81978.0
429,Backend Engineer II,IT Department,2013.0,10,2018.0,12,6.0,101760.0
429,Backend Engineer II,IT Department,2018.0,12,-99.0,-99,6.0,101760.0
430,Data Analyst II,Analytics Department,2016.0,4,-99.0,-99,6.0,123997.0
431,Sr Backend Engineer,IT Department,2014.0,11,-99.0,-99,7.0,131675.0
432,Backend Engineer,IT Department,2008.0,9,2014.0,8,5.0,82053.0
432,Backend Engineer II,IT Department,2014.0,8,2019.0,6,6.0,101835.0
432,Backend Engineer II,IT Department,2019.0,6,-99.0,-99,6.0,101835.0
433,Data Analyst,Analytics Department,2009.0,1,2015.0,2,5.0,96804.0
433,Data Analyst II,Analytics Department,2015.0,2,-99.0,-99,6.0,124057.0
434,Data Analyst II,Analytics Department,2012.0,9,2018.0,3,6.0,124077.0
434,Data Scientist,Analytics Department,2018.0,3,-99.0,-99,7.0,157844.0
435,Sr Backend Engineer,IT Department,2013.0,10,2019.0,5,7.0,131775.0
435,Team Lead,IT Department,2019.0,5,-99.0,-99,8.0,178379.0
436,Backend Engineer,IT Department,2018.0,7,-99.0,-99,5.0,82153.0
437,Associate Manager,Administration Department,2010.0,5,2016.0,3,7.0,108578.0
437,Manager,Administration Department,2016.0,3,-99.0,-99,9.0,166350.0
438,Associate Data Analyst,Analytics Department,2015.0,4,-99.0,-99,4.0,74307.0
439,Sr Backend Engineer,IT Department,2011.0,5,2017.0,4,7.0,131875.0
439,Team Lead,IT Department,2017.0,4,-99.0,-99,8.0,178459.0
440,Backend Engineer,IT Department,2017.0,5,-99.0,-99,5.0,82253.0
441,Backend Engineer,IT Department,2011.0,10,2017.0,12,5.0,82278.0
441,Backend Engineer II,IT Department,2017.0,12,-99.0,-99,6.0,102060.0
442,Associate Frontend Engineer,IT Department,2010.0,7,2016.0,6,4.0,50839.0
442,Frontend Engineer,IT Department,2016.0,6,-99.0,-99,5.0,60462.0
443,Associate Manager,Administration Department,2010.0,2,2016.0,11,7.0,108788.0
443,Manager,Administration Department,2016.0,11,-99.0,-99,9.0,166470.0
444,Associate Data Analyst,Analytics Department,2009.0,1,2015.0,9,4.0,74397.0
444,Data Analyst,Analytics Department,2015.0,9,-99.0,-99,5.0,97024.0
445,Associate Frontend Engineer,IT Department,2008.0,3,2014.0,5,4.0,50758.0
445,Frontend Engineer,IT Department,2014.0,5,2019.0,2,5.0,60387.0
445,Frontend Engineer II,IT Department,2019.0,2,-99.0,-99,6.0,85181.0
446,Associate Data Analyst,Analytics Department,2008.0,10,2014.0,12,4.0,74432.0
446,Data Analyst,Analytics Department,2014.0,12,2019.0,2,5.0,97064.0
446,Data Analyst II,Analytics Department,2019.0,2,-99.0,-99,6.0,124317.0
447,Associate Frontend Engineer,IT Department,2007.0,1,2013.0,11,4.0,50705.0
447,Frontend Engineer,IT Department,2013.0,11,2018.0,1,5.0,60337.0
447,Frontend Engineer II,IT Department,2018.0,1,-99.0,-99,6.0,85131.0
448,Sr Backend Engineer,IT Department,2016.0,2,-99.0,-99,7.0,132100.0
449,Backend Engineer,IT Department,2009.0,10,2015.0,4,5.0,82478.0
449,Backend Engineer II,IT Department,2015.0,4,-99.0,-99,6.0,102260.0
450,Backend Engineer,IT Department,2007.0,2,2013.0,6,5.0,82503.0
450,Backend Engineer II,IT Department,2013.0,6,2018.0,9,6.0,102285.0
450,Backend Engineer II,IT Department,2018.0,9,-99.0,-99,6.0,102285.0
451,Sr Backend Engineer,IT Department,2011.0,2,2017.0,2,7.0,132175.0
451,Team Lead,IT Department,2017.0,2,-99.0,-99,8.0,178699.0
452,Sr Backend Engineer,IT Department,2015.0,4,-99.0,-99,7.0,132200.0
453,Backend Engineer II,IT Department,2009.0,3,2015.0,9,6.0,102360.0
453,Sr Backend Engineer,IT Department,2015.0,9,-99.0,-99,7.0,132225.0
454,Associate Frontend Engineer,IT Department,2013.0,4,2019.0,9,4.0,50548.0
454,Frontend Engineer,IT Department,2019.0,9,-99.0,-99,5.0,60162.0
455,Backend Engineer,IT Department,2013.0,4,2019.0,10,5.0,82628.0
455,Backend Engineer II,IT Department,2019.0,10,-99.0,-99,6.0,102410.0
456,Backend Engineer,IT Department,2010.0,1,2016.0,1,5.0,82653.0
456,Backend Engineer II,IT Department,2016.0,1,-99.0,-99,6.0,102435.0
457,Data Analyst II,Analytics Department,2015.0,4,-99.0,-99,6.0,124537.0
458,Associate Frontend Engineer,IT Department,2011.0,3,2017.0,4,4.0,50442.0
458,Frontend Engineer,IT Department,2017.0,4,-99.0,-99,5.0,60062.0
459,Backend Engineer,IT Department,2013.0,12,2019.0,4,5.0,82728.0
459,Backend Engineer II,IT Department,2019.0,4,-99.0,-99,6.0,102510.0
460,Associate Frontend Engineer,IT Department,2007.0,4,2013.0,11,4.0,50380.0
460,Frontend Engineer,IT Department,2013.0,11,2018.0,3,5.0,60012.0
460,Frontend Engineer II,IT Department,2018.0,3,-99.0,-99,6.0,84806.0
461,Backend Engineer,IT Department,2010.0,2,2016.0,10,5.0,82778.0
461,Backend Engineer II,IT Department,2016.0,10,-99.0,-99,6.0,102560.0
462,Associate Manager,Administration Department,2013.0,5,2019.0,7,7.0,109471.0
462,Manager,Administration Department,2019.0,7,-99.0,-99,9.0,166850.0
463,Associate Data Analyst,Analytics Department,2013.0,10,2019.0,1,4.0,74797.0
463,Data Analyst,Analytics Department,2019.0,1,-99.0,-99,5.0,97404.0
464,Associate Manager,Administration Department,2009.0,7,2015.0,11,7.0,109517.0
464,Manager,Administration Department,2015.0,11,-99.0,-99,9.0,166890.0
465,Backend Engineer,IT Department,2015.0,6,-99.0,-99,5.0,82878.0
466,Sr Backend Engineer,IT Department,2011.0,8,2017.0,2,7.0,132550.0
466,Team Lead,IT Department,2017.0,2,-99.0,-99,8.0,178999.0
467,Sr Manager,Administration Department,2015.0,7,-99.0,-99,10.0,214844.0
468,Associate Manager,Administration Department,2010.0,9,2016.0,3,7.0,109663.0
468,Manager,Administration Department,2016.0,3,-99.0,-99,9.0,166970.0
469,Backend Engineer,IT Department,2015.0,9,-99.0,-99,5.0,82978.0
470,Associate Data Analyst,Analytics Department,2006.0,4,2012.0,3,4.0,74902.0
470,Data Analyst,Analytics Department,2012.0,3,2017.0,7,5.0,97544.0
470,Data Analyst II,Analytics Department,2017.0,7,-99.0,-99,6.0,124797.0
471,Associate Data Analyst,Analytics Department,2009.0,4,2015.0,1,4.0,74937.0
471,Data Analyst,Analytics Department,2015.0,1,-99.0,-99,5.0,97564.0
472,Backend Engineer,IT Department,2011.0,7,2017.0,11,5.0,83053.0
472,Backend Engineer II,IT Department,2017.0,11,-99.0,-99,6.0,102835.0
473,Backend Engineer II,IT Department,2009.0,2,2015.0,3,6.0,102860.0
473,Sr Backend Engineer,IT Department,2015.0,3,-99.0,-99,7.0,132725.0
474,Backend Engineer,IT Department,2009.0,12,2015.0,7,5.0,83103.0
474,Backend Engineer II,IT Department,2015.0,7,-99.0,-99,6.0,102885.0
475,Associate Data Analyst,Analytics Department,2009.0,8,2015.0,12,4.0,75017.0
475,Data Analyst,Analytics Department,2015.0,12,-99.0,-99,5.0,97644.0
476,Associate Data Analyst,Analytics Department,2009.0,5,2015.0,9,4.0,75037.0
476,Data Analyst,Analytics Department,2015.0,9,-99.0,-99,5.0,97664.0
477,Sr Backend Engineer,IT Department,2011.0,4,2017.0,5,7.0,132825.0
477,Team Lead,IT Department,2017.0,5,-99.0,-99,8.0,179219.0
478,Backend Engineer,IT Department,2015.0,4,-99.0,-99,5.0,83203.0
479,Backend Engineer,IT Department,2005.0,12,2011.0,8,5.0,83228.0
479,Backend Engineer II,IT Department,2011.0,8,2016.0,11,6.0,103010.0
479,Backend Engineer II,IT Department,2016.0,11,-99.0,-99,6.0,103010.0
480,Frontend Engineer II,IT Department,2015.0,10,-99.0,-99,6.0,84306.0
481,Data Analyst II,Analytics Department,2016.0,5,-99.0,-99,6.0,125017.0
482,Associate Manager,Administration Department,2015.0,1,-99.0,-99,7.0,110183.0
483,Backend Engineer II,IT Department,2009.0,1,2015.0,12,6.0,103110.0
483,Sr Backend Engineer,IT Department,2015.0,12,-99.0,-99,7.0,132975.0
484,Backend Engineer,IT Department,2006.0,3,2012.0,3,5.0,83353.0
484,Backend Engineer II,IT Department,2012.0,3,2017.0,2,6.0,103135.0
484,Backend Engineer II,IT Department,2017.0,2,-99.0,-99,6.0,103135.0
485,Sr Backend Engineer,IT Department,2012.0,1,2018.0,12,7.0,133025.0
485,Team Lead,IT Department,2018.0,12,-99.0,-99,8.0,179379.0
486,Backend Engineer,IT Department,2011.0,2,2017.0,8,5.0,83403.0
486,Backend Engineer II,IT Department,2017.0,8,-99.0,-99,6.0,103185.0
487,Backend Engineer,IT Department,2012.0,3,2018.0,7,5.0,83428.0
487,Backend Engineer II,IT Department,2018.0,7,-99.0,-99,6.0,103210.0
488,Associate Data Analyst,Analytics Department,2011.0,5,2017.0,6,4.0,75287.0
488,Data Analyst,Analytics Department,2017.0,6,-99.0,-99,5.0,97904.0
489,Data Analyst II,Analytics Department,2015.0,9,-99.0,-99,6.0,125177.0
490,Associate Data Analyst,Analytics Department,2009.0,4,2015.0,12,4.0,75317.0
490,Data Analyst,Analytics Department,2015.0,12,-99.0,-99,5.0,97944.0
491,Backend Engineer,IT Department,2006.0,7,2012.0,3,5.0,83528.0
491,Backend Engineer II,IT Department,2012.0,3,2017.0,10,6.0,103310.0
491,Backend Engineer II,IT Department,2017.0,10,-99.0,-99,6.0,103310.0
492,Data Analyst II,Analytics Department,2011.0,5,2017.0,3,6.0,125237.0
492,Data Scientist,Analytics Department,2017.0,3,-99.0,-99,7.0,159004.0
493,Backend Engineer,IT Department,2010.0,4,2016.0,9,5.0,83578.0
493,Backend Engineer II,IT Department,2016.0,9,-99.0,-99,6.0,103360.0
494,Associate Frontend Engineer,IT Department,2009.0,7,2015.0,12,4.0,49536.0
494,Frontend Engineer,IT Department,2015.0,12,-99.0,-99,5.0,59162.0
495,Associate Data Analyst,Analytics Department,2015.0,10,-99.0,-99,4.0,75447.0
496,Associate Manager,Administration Department,2010.0,9,2016.0,5,7.0,110643.0
496,Manager,Administration Department,2016.0,5,-99.0,-99,9.0,167530.0
497,Data Analyst II,Analytics Department,2010.0,1,2016.0,12,6.0,125337.0
497,Data Scientist,Analytics Department,2016.0,12,-99.0,-99,7.0,159104.0
498,Sr Backend Engineer,IT Department,2016.0,11,-99.0,-99,7.0,133350.0
499,Backend Engineer,IT Department,2006.0,7,2012.0,7,5.0,83728.0
499,Backend Engineer II,IT Department,2012.0,7,2017.0,8,6.0,103510.0
499,Backend Engineer II,IT Department,2017.0,8,-99.0,-99,6.0,103510.0
500,Sr Backend Engineer,IT Department,2010.0,6,2016.0,11,7.0,133400.0
500,Team Lead,IT Department,2016.0,11,-99.0,-99,8.0,179679.0
501,Associate Frontend Engineer,IT Department,2015.0,1,-99.0,-99,4.0,49379.0
502,Associate Manager,Administration Department,2011.0,9,2017.0,8,7.0,110859.0
502,Manager,Administration Department,2017.0,8,-99.0,-99,9.0,167650.0
503,Frontend Engineer II,IT Department,2015.0,5,-99.0,-99,6.0,83731.0
504,Backend Engineer,IT Department,2011.0,4,2017.0,1,5.0,83853.0
504,Backend Engineer II,IT Department,2017.0,1,-99.0,-99,6.0,103635.0
505,Sr Backend Engineer,IT Department,2010.0,1,2016.0,12,7.0,133525.0
505,Team Lead,IT Department,2016.0,12,-99.0,-99,8.0,179779.0
506,Data Analyst II,Analytics Department,2016.0,4,-99.0,-99,6.0,125517.0
507,Backend Engineer,IT Department,2014.0,1,-99.0,-99,5.0,83928.0
508,Backend Engineer,IT Department,2010.0,6,2016.0,2,5.0,83953.0
508,Backend Engineer II,IT Department,2016.0,2,-99.0,-99,6.0,103735.0
509,Associate Data Analyst,Analytics Department,2009.0,8,2015.0,8,4.0,75697.0
509,Data Analyst,Analytics Department,2015.0,8,-99.0,-99,5.0,98324.0
510,Backend Engineer,IT Department,2015.0,5,-99.0,-99,5.0,84003.0
511,Associate Frontend Engineer,IT Department,2010.0,7,2016.0,9,4.0,49114.0
511,Frontend Engineer,IT Department,2016.0,9,-99.0,-99,5.0,58737.0
512,Backend Engineer,IT Department,2006.0,9,2012.0,11,5.0,84053.0
512,Backend Engineer II,IT Department,2012.0,11,2017.0,3,6.0,103835.0
512,Backend Engineer II,IT Department,2017.0,3,-99.0,-99,6.0,103835.0
513,Associate Data Analyst,Analytics Department,2006.0,8,2012.0,9,4.0,75762.0
513,Data Analyst,Analytics Department,2012.0,9,2017.0,11,5.0,98404.0
513,Data Analyst II,Analytics Department,2017.0,11,-99.0,-99,6.0,125657.0
514,Data Analyst II,Analytics Department,2016.0,9,-99.0,-99,6.0,125677.0
515,Backend Engineer,IT Department,2012.0,12,2018.0,9,5.0,84128.0
515,Backend Engineer II,IT Department,2018.0,9,-99.0,-99,6.0,103910.0
516,Backend Engineer,IT Department,2011.0,4,2017.0,12,5.0,84153.0
516,Backend Engineer II,IT Department,2017.0,12,-99.0,-99,6.0,103935.0
517,Sr Backend Engineer,IT Department,2010.0,11,2016.0,5,7.0,133825.0
517,Team Lead,IT Department,2016.0,5,-99.0,-99,8.0,180019.0
518,Backend Engineer,IT Department,2011.0,3,2017.0,9,5.0,84203.0
518,Backend Engineer II,IT Department,2017.0,9,-99.0,-99,6.0,103985.0
519,Data Analyst II,Analytics Department,2015.0,8,-99.0,-99,6.0,125777.0
520,Sr Backend Engineer,IT Department,2012.0,2,2018.0,12,7.0,133900.0
520,Team Lead,IT Department,2018.0,12,-99.0,-99,8.0,180079.0
521,Sr Manager,Administration Department,2010.0,2,2016.0,11,10.0,215924.0
521,Director,Administration Department,2016.0,11,-99.0,-99,12.0,433018.0
522,Associate Data Analyst,Analytics Department,2011.0,11,2017.0,8,4.0,75967.0
522,Data Analyst,Analytics Department,2017.0,8,-99.0,-99,5.0,98584.0
523,Associate Data Analyst,Analytics Department,2014.0,9,-99.0,-99,4.0,76002.0
524,Data Analyst II,Analytics Department,2011.0,7,2017.0,4,6.0,125877.0
524,Data Scientist,Analytics Department,2017.0,4,-99.0,-99,7.0,159644.0
525,Associate Frontend Engineer,IT Department,2009.0,11,2015.0,10,4.0,48761.0
525,Frontend Engineer,IT Department,2015.0,10,-99.0,-99,5.0,58387.0
526,Associate Data Analyst,Analytics Department,2009.0,6,2015.0,12,4.0,76037.0
526,Data Analyst,Analytics Department,2015.0,12,-99.0,-99,5.0,98664.0
527,Associate Data Analyst,Analytics Department,2016.0,4,-99.0,-99,4.0,76092.0
528,Associate Manager,Administration Department,2008.0,4,2014.0,10,7.0,111751.0
528,Manager,Administration Department,2014.0,10,2019.0,11,9.0,168170.0
528,Manager,Administration Department,2019.0,11,-99.0,-99,9.0,168170.0
529,Backend Engineer,IT Department,2007.0,2,2013.0,4,5.0,84478.0
529,Backend Engineer II,IT Department,2013.0,4,2018.0,8,6.0,104260.0
529,Backend Engineer II,IT Department,2018.0,8,-99.0,-99,6.0,104260.0
530,Frontend Engineer II,IT Department,2012.0,2,2018.0,1,6.0,83056.0
530,Sr Frontend Engineer,IT Department,2018.0,1,-99.0,-99,7.0,106932.0
531,Backend Engineer,IT Department,2010.0,9,2016.0,1,5.0,84528.0
531,Backend Engineer II,IT Department,2016.0,1,-99.0,-99,6.0,104310.0
532,Backend Engineer,IT Department,2007.0,7,2013.0,5,5.0,84553.0
532,Backend Engineer II,IT Department,2013.0,5,2018.0,4,6.0,104335.0
532,Backend Engineer II,IT Department,2018.0,4,-99.0,-99,6.0,104335.0
533,Backend Engineer,IT Department,2011.0,8,2017.0,1,5.0,84578.0
533,Backend Engineer II,IT Department,2017.0,1,-99.0,-99,6.0,104360.0
534,Associate Data Analyst,Analytics Department,2014.0,12,-99.0,-99,4.0,76222.0
535,Data Analyst II,Analytics Department,2012.0,2,2018.0,1,6.0,126097.0
535,Data Scientist,Analytics Department,2018.0,1,-99.0,-99,7.0,159864.0
536,Data Analyst II,Analytics Department,2012.0,11,2018.0,3,6.0,126117.0
536,Data Scientist,Analytics Department,2018.0,3,-99.0,-99,7.0,159884.0
537,Associate Frontend Engineer,IT Department,2014.0,7,-99.0,-99,4.0,48476.0
538,Data Analyst II,Analytics Department,2016.0,8,-99.0,-99,6.0,126157.0
539,Data Analyst II,Analytics Department,2011.0,5,2017.0,4,6.0,126177.0
539,Data Scientist,Analytics Department,2017.0,4,-99.0,-99,7.0,159944.0
540,Sr Backend Engineer,IT Department,2016.0,1,-99.0,-99,7.0,134400.0
541,Associate Data Analyst,Analytics Department,2008.0,4,2014.0,10,4.0,76332.0
541,Data Analyst,Analytics Department,2014.0,10,2019.0,3,5.0,98964.0
541,Data Analyst II,Analytics Department,2019.0,3,-99.0,-99,6.0,126217.0
542,Associate Data Analyst,Analytics Department,2015.0,10,-99.0,-99,4.0,76387.0
543,Associate Data Analyst,Analytics Department,2011.0,2,2017.0,3,4.0,76387.0
543,Data Analyst,Analytics Department,2017.0,3,-99.0,-99,5.0,99004.0
544,Data Analyst II,Analytics Department,2015.0,10,-99.0,-99,6.0,126277.0
545,Associate Frontend Engineer,IT Department,2010.0,4,2016.0,1,4.0,48264.0
545,Frontend Engineer,IT Department,2016.0,1,-99.0,-99,5.0,57887.0
546,Associate Frontend Engineer,IT Department,2011.0,2,2017.0,7,4.0,48242.0
546,Frontend Engineer,IT Department,2017.0,7,-99.0,-99,5.0,57862.0
547,Associate Data Analyst,Analytics Department,2010.0,8,2016.0,4,4.0,76462.0
547,Data Analyst,Analytics Department,2016.0,4,-99.0,-99,5.0,99084.0
548,Sr Backend Engineer,IT Department,2015.0,8,-99.0,-99,7.0,134600.0
549,Backend Engineer,IT Department,2011.0,3,2017.0,1,5.0,84978.0
549,Backend Engineer II,IT Department,2017.0,1,-99.0,-99,6.0,104760.0
550,Backend Engineer,IT Department,2010.0,6,2016.0,5,5.0,85003.0
550,Backend Engineer II,IT Department,2016.0,5,-99.0,-99,6.0,104785.0
551,Data Analyst II,Analytics Department,2015.0,3,-99.0,-99,6.0,126417.0
552,Associate Frontend Engineer,IT Department,2014.0,12,-99.0,-99,4.0,48101.0
553,Associate Data Analyst,Analytics Department,2013.0,5,2019.0,5,4.0,76597.0
553,Data Analyst,Analytics Department,2019.0,5,-99.0,-99,5.0,99204.0
554,Backend Engineer,IT Department,2013.0,11,2019.0,5,5.0,85103.0
554,Backend Engineer II,IT Department,2019.0,5,-99.0,-99,6.0,104885.0
555,Backend Engineer,IT Department,2008.0,1,2014.0,9,5.0,85128.0
555,Backend Engineer II,IT Department,2014.0,9,2019.0,12,6.0,104910.0
555,Backend Engineer II,IT Department,2019.0,12,-99.0,-99,6.0,104910.0
556,Associate Manager,Administration Department,2011.0,2,2017.0,12,7.0,112749.0
556,Manager,Administration Department,2017.0,12,-99.0,-99,9.0,168730.0
557,Backend Engineer,IT Department,2007.0,9,2013.0,6,5.0,85178.0
557,Backend Engineer II,IT Department,2013.0,6,2018.0,8,6.0,104960.0
557,Backend Engineer II,IT Department,2018.0,8,-99.0,-99,6.0,104960.0
558,Associate Frontend Engineer,IT Department,2012.0,12,2018.0,8,4.0,47945.0
558,Frontend Engineer,IT Department,2018.0,8,-99.0,-99,5.0,57562.0
559,Associate Frontend Engineer,IT Department,2011.0,5,2017.0,4,4.0,47917.0
559,Frontend Engineer,IT Department,2017.0,4,-99.0,-99,5.0,57537.0
560,Backend Engineer,IT Department,2006.0,5,2012.0,1,5.0,85253.0
560,Backend Engineer II,IT Department,2012.0,1,2017.0,1,6.0,105035.0
560,Backend Engineer II,IT Department,2017.0,1,-99.0,-99,6.0,105035.0
561,Associate Manager,Administration Department,2011.0,10,2017.0,4,7.0,112924.0
561,Manager,Administration Department,2017.0,4,-99.0,-99,9.0,168830.0
562,Associate Data Analyst,Analytics Department,2011.0,3,2017.0,5,4.0,76767.0
